N	2gram	Vygotskiy__7	Narrotol
1	не только	24	31
2	но и	11	27
3	и не	18	23
4	при этом	1	19
5	может быть	7	15
6	в качестве	5	14
7	в частности	1	14
8	как и	15	13
9	а не	6	13
10	а в	2	13
11	в этом	29	12
12	только в	8	12
13	и в	26	11
14	в данном	5	11
15	состоит в	3	10
16	и его	12	10
17	времени и	1	9
18	то что	24	9
19	то же	8	8
20	представляет собой	19	8
21	иначе говоря	1	8
22	не может	11	8
23	данном случае	5	8
24	в том	18	8
25	но в	4	7
26	том что	17	7
27	если бы	5	7
28	у него	1	7
29	и он	2	6
30	в самом	9	6
31	не в	4	6
32	в этой	3	6
33	в себе	9	6
34	тому же	1	6
35	об этом	3	6
36	не мог	2	6
37	к тому	7	6
38	и т.д	1	6
39	одного из	2	6
40	во втором	3	6
41	в его	4	6
42	как бы	6	6
43	один из	2	6
44	как раз	3	6
45	или в	2	6
46	между двумя	3	5
47	той или	1	5
48	как правило	1	5
49	перед нами	2	5
50	так и	3	5
51	точки зрения	28	5
52	в своей	3	5
53	тем самым	8	5
54	потому что	16	5
55	можно сказать	5	5
56	точка зрения	1	5
57	в соответствии	1	5
58	столь же	2	5
59	то в	2	4
60	в первом	3	4
61	еще не	4	4
62	но не	3	4
63	как в	4	4
64	все же	6	4
65	хотя и	1	4
66	из этих	3	4
67	в нем	2	4
68	из них	1	4
69	по себе	3	4
70	и тем	6	4
71	соответствии с	1	4
72	в одном	1	4
73	в то	3	4
74	одна из	1	4
75	не по	4	4
76	того чтобы	19	4
77	никогда не	4	4
78	в сознании	6	4
79	что на	2	4
80	в ней	3	4
81	что у	4	4
82	о том	4	4
83	внимание на	2	4
84	а во	1	4
85	к нему	3	4
86	в литературе	1	4
87	того что	14	4
88	для него	3	4
89	слова в	5	4
90	у нее	5	4
91	или иной	1	4
92	прежде всего	7	4
93	о чем	4	4
94	в речи	5	4
95	этом и	2	4
96	имеет место	4	4
97	и состоит	3	4
98	как известно	2	3
99	также и	2	3
100	и то	7	3
101	самом деле	6	3
102	идет о	2	3
103	едва ли	4	3
104	мы имеем	1	3
105	мы не	7	3
106	он сам	1	3
107	но как	1	3
108	в центре	1	3
109	в своем	1	3
110	и как	1	3
111	к чему	1	3
112	в целом	5	3
113	в нашем	4	3
114	но именно	2	3
115	он не	3	3
116	для того	18	3
117	подобно тому	1	3
118	и с	5	3
119	в глазах	1	3
120	это не	3	3
121	начала и	1	3
122	в слове	11	3
123	в современной	2	3
124	в ходе	12	3
125	и ее	2	3
126	тем не	3	3
127	их в	1	3
128	не менее	4	3
129	как будто	1	3
130	этом отношении	3	3
131	за ними	1	3
132	у нас	2	3
133	и о	3	3
134	но при	1	3
135	еще в	1	3
136	о нем	1	3
137	лишь в	2	3
138	в конечном	2	3
139	между тем	1	3
140	что он	8	3
141	по отношению	6	3
142	в прозе	1	3
143	не говорит	1	3
144	представляют собой	1	3
145	именно в	6	3
146	не было	1	3
147	как это	5	3
148	тому как	1	3
149	исходя из	1	3
150	быть не	1	3
151	в начале	5	3
152	но для	2	3
153	не является	3	3
154	и все	1	3
155	жизни а	1	3
156	первом случае	3	3
157	отношению к	5	3
158	что в	12	3
159	переход от	1	2
160	тем же	5	2
161	в зависимости	1	2
162	иным как	2	2
163	речевой деятельности	6	2
164	ситуации в	4	2
165	и для	5	2
166	в сущности	9	2
167	ему в	1	2
168	речь которая	1	2
169	зависимости от	1	2
170	двух или	1	2
171	между собой	6	2
172	в чем	3	2
173	чем это	5	2
174	друг на	1	2
175	если в	4	2
176	отличие от	2	2
177	отнюдь не	1	2
178	в той	4	2
179	если она	1	2
180	дистанция между	1	2
181	зрения как	2	2
182	та же	1	2
183	в известном	2	2
184	раз в	2	2
185	на то	4	2
186	не могла	2	2
187	в случае	2	2
188	так сказать	1	2
189	ключ к	1	2
190	заключает в	1	2
191	одно и	3	2
192	а по	2	2
193	входит в	2	2
194	это было	1	2
195	для них	1	2
196	все равно	1	2
197	тот самый	1	2
198	этого не	1	2
199	на друга	1	2
200	он и	1	2
201	и тогда	1	2
202	в этих	2	2
203	в отличие	2	2
204	человеческого сознания	2	2
205	сих пор	3	2
206	форма речи	2	2
207	она не	5	2
208	в обоих	1	2
209	не имеет	2	2
210	и сама	1	2
211	дело не	1	2
212	не могло	1	2
213	казалось бы	2	2
214	ничего не	2	2
215	этих двух	2	2
216	как она	5	2
217	и является	3	2
218	и после	1	2
219	связи с	4	2
220	ни о	1	2
221	ли не	2	2
222	же самое	5	2
223	они и	1	2
224	как мы	14	2
225	значения и	3	2
226	с ее	2	2
227	свою очередь	2	2
228	здесь не	1	2
229	другой стороны	1	2
230	по сути	1	2
231	по мере	7	2
232	с ним	3	2
233	ситуации и	2	2
234	при такой	1	2
235	имеем дело	1	2
236	никак не	5	2
237	до сих	3	2
238	с другой	4	2
239	эта фраза	1	2
240	нас в	2	2
241	в форме	1	2
242	и только	4	2
243	же в	1	2
244	известном смысле	2	2
245	идет по	1	2
246	дело с	1	2
247	всяком случае	1	2
248	который в	1	2
249	где они	2	2
250	только на	3	2
251	ее из	1	2
252	до конца	5	2
253	в равной	1	2
254	его и	2	2
255	в конце	4	2
256	к ним	1	2
257	друг друга	4	2
258	мы можем	3	2
259	в области	4	2
260	в результате	1	2
261	она в	2	2
262	на ее	2	2
263	что не	2	2
264	слово но	1	2
265	только от	1	2
266	что мы	9	2
267	если не	1	2
268	позволяет нам	2	2
269	вместе с	12	2
270	к его	2	2
271	по своим	2	2
272	и столь	3	2
273	по своему	9	2
274	в первой	3	2
275	слов в	1	2
276	о его	3	2
277	к двум	2	2
278	в связи	1	2
279	и от	4	2
280	она может	2	2
281	но зато	1	2
282	только что	5	2
283	центре внимания	1	2
284	к ее	1	2
285	между ними	3	2
286	сказать что	8	2
287	в свою	2	2
288	чем иным	2	2
289	все что	6	2
290	в таком	1	2
291	во всяком	2	2
292	и наиболее	2	1
293	и т	1	1
294	одним из	2	1
295	о каких	1	1
296	же как	8	1
297	сам по	1	1
298	а из	2	1
299	связи между	5	1
300	на самом	3	1
301	только потому	3	1
302	в стороне	1	1
303	это и	4	1
304	и есть	2	1
305	и до	2	1
306	выражается в	2	1
307	мы уже	3	1
308	из всех	5	1
309	например в	1	1
310	полагает что	1	1
311	что между	2	1
312	от первой	1	1
313	смысле можно	2	1
314	может входить	1	1
315	он как	1	1
316	то и	4	1
317	в каждый	1	1
318	становится совершенно	2	1
319	привести к	3	1
320	что иное	1	1
321	хотя ни	1	1
322	причем это	1	1
323	из того	3	1
324	мы и	2	1
325	этого термина	2	1
326	из которых	2	1
327	последней в	1	1
328	значит и	1	1
329	процесс развития	2	1
330	слово не	2	1
331	и сами	1	1
332	же мере	5	1
333	может функционировать	1	1
334	качестве одного	1	1
335	иное как	1	1
336	что несколько	1	1
337	без которого	1	1
338	сказать и	1	1
339	мы будем	1	1
340	а только	1	1
341	значение и	2	1
342	ответ на	2	1
343	отношение к	2	1
344	в м	2	1
345	в особом	1	1
346	и полагает	1	1
347	с этим	2	1
348	и лишь	1	1
349	воззрений на	1	1
350	что ее	2	1
351	мы тем	1	1
352	целый ряд	4	1
353	и наконец	4	1
354	в образовании	1	1
355	от ее	2	1
356	и к	7	1
357	самом начале	3	1
358	в действительности	2	1
359	не отделилась	1	1
360	в речевой	1	1
361	что слово	2	1
362	за собой	1	1
363	с детьми	1	1
364	еще на	1	1
365	в которой	11	1
366	что это	6	1
367	состоит как	1	1
368	же слово	1	1
369	бы не	1	1
370	единство слова	1	1
371	к своей	1	1
372	приводит к	4	1
373	речи но	11	1
374	что к	1	1
375	отношение между	4	1
376	и тот	1	1
377	не годится	1	1
378	но ведь	1	1
379	но на	1	1
380	по сходству	1	1
381	что она	8	1
382	с естественным	1	1
383	не как	1	1
384	в силу	5	1
385	новое и	1	1
386	содержит в	3	1
387	друг с	2	1
388	какой бы	1	1
389	его от	2	1
390	и по	3	1
391	так например	1	1
392	таким образом	23	1
393	но все	1	1
394	может остаться	1	1
395	в одну	2	1
396	во внешнем	1	1
397	значение в	2	1
398	той же	8	1
399	особенности в	2	1
400	говорить не	1	1
401	его в	2	1
402	с другими	3	1
403	свести к	1	1
404	именно что	1	1
405	и наличие	1	1
406	всю свою	1	1
407	наблюдению и	1	1
408	это ее	1	1
409	не люблю	1	1
410	все было	1	1
411	на основании	2	1
412	в ее	6	1
413	с тем	5	1
414	мы видели	3	1
415	за спиной	1	1
416	производит впечатление	2	1
417	не отделена	2	1
418	в один	1	1
419	связаны между	3	1
420	во время	2	1
421	в котором	4	1
422	с точки	21	1
423	в их	2	1
424	оказывается что	2	1
425	в которых	2	1
426	что еще	1	1
427	что я	1	1
428	от его	1	1
429	должны были	2	1
430	нельзя было	2	1
431	процесса и	2	1
432	втором случае	3	1
433	точку зрения	2	1
434	что было	2	1
435	всякий другой	1	1
436	что этот	5	1
437	для нее	3	1
438	даже в	2	1
439	что эта	6	1
440	нас к	6	1
441	тому что	9	1
442	раз и	1	1
443	самое происходит	1	1
444	можно ли	2	1
445	состоящий в	1	1
446	ситуации как	1	1
447	до одного	1	1
448	возникает в	1	1
449	так как	14	1
450	не раз	2	1
451	сущности говоря	2	1
452	радикальным образом	1	1
453	хотелось бы	1	1
454	того как	2	1
455	при изложении	1	1
456	которые не	1	1
457	было не	1	1
458	с и	1	1
459	и уже	1	1
460	до их	1	1
461	слова как	5	1
462	вследствие того	1	1
463	они являются	1	1
464	это сделать	1	1
465	по своей	10	1
466	во всем	3	1
467	как не	1	1
468	и делает	2	1
469	с другом	2	1
470	в момент	4	1
471	не давая	1	1
472	в начальной	1	1
473	могут быть	2	1
474	отличается от	3	1
475	для развития	1	1
476	об одном	2	1
477	по характеру	1	1
478	содержание в	1	1
479	для его	1	1
480	широкий круг	1	1
481	согласуется с	1	1
482	если же	2	1
483	выше но	1	1
484	в ситуации	7	1
485	от друга	2	1
486	нам о	2	1
487	в виду	5	1
488	как по	1	1
489	для всего	1	1
490	всей своей	1	1
491	по способу	1	1
492	в другом	1	1
493	к исследованию	1	1
494	по аналогии	1	1
495	переход к	1	1
496	из двух	3	1
497	ясно что	1	1
498	мог бы	3	1
499	речь как	3	1
500	чем у	3	1
501	с собой	3	1
502	нам впервые	1	1
503	имеет дело	1	1
504	во второй	5	1
505	или трех	1	1
506	является в	5	1
507	связанных между	2	1
508	была в	1	1
509	поэтому в	1	1
510	из одного	1	1
511	и вообще	1	1
512	остановимся на	1	1
513	была определена	1	1
514	как формы	1	1
515	приближается к	1	1
516	и здесь	2	1
517	нее есть	2	1
518	для нас	2	1
519	самому себе	1	1
520	или наконец	1	1
521	к слову	14	1
522	не умеет	1	1
523	во всех	6	1
524	возникает и	1	1
525	нуждается в	3	1
526	что и	3	1
527	способу своего	1	1
528	также в	1	1
529	все время	1	1
530	не тот	1	1
531	к ней	2	1
532	слова во	1	1
533	и мы	1	1
534	с той	1	1
535	оно и	1	1
536	в новой	3	1
537	в двух	1	1
538	одной из	4	1
539	мы увидим	1	1
540	и субъективных	1	1
541	и взрослого	1	1
542	и конечным	1	1
543	речь возникает	1	1
544	даже если	2	1
545	для героини	1	1
546	с одной	5	1
547	и мысли	1	1
548	его истории	1	1
549	со всеми	2	1
550	с которыми	2	1
551	которые мы	4	1
552	прямо не	1	1
553	того же	1	1
554	на всем	5	1
555	уже в	2	1
556	вопроса о	2	1
557	языка как	1	1
558	от других	1	1
559	другими людьми	1	1
560	предположение что	1	1
561	в данной	1	1
562	конечном счете	2	1
563	но совершенно	1	1
564	плана в	3	1
565	только одно	2	1
566	их как	1	1
567	внутренней жизни	1	1
568	была осознана	1	1
569	представить себе	3	1
570	одна только	1	1
571	для другого	1	1
572	в цепи	1	1
573	бытия и	1	1
574	случае не	2	1
575	само по	1	1
576	этими словами	1	1
577	них мы	1	1
578	в случаях	1	1
579	тем что	9	1
580	и всякий	1	1
581	другой а	1	1
582	друг от	2	1
583	момент в	3	1
584	которое мы	2	1
585	он понял	2	1
586	не до	2	1
587	он живет	1	1
588	не поддается	1	1
589	же самым	1	1
590	говорить и	1	1
591	если только	1	1
592	которых мы	2	1
593	а именно	1	1
594	значения в	1	1
595	и создает	1	1
596	этого значения	1	1
597	для этого	3	1
598	в меньшей	1	1
599	поля зрения	1	1
600	наконец в	2	1
601	в отсутствие	1	1
602	а с	1	1
603	что для	2	1
604	связано с	1	1
605	по тем	2	1
606	одной стороны	5	1
607	на этот	1	1
608	выше и	1	1
609	его как	1	1
610	одну из	1	1
611	там где	1	1
612	со своими	1	1
613	которой он	1	1
614	и слово	3	1
615	ближе к	1	1
616	с помощью	13	1
617	в диалогической	1	1
618	именно поэтому	2	1
619	связь с	1	1
620	так же	14	1
621	границы между	2	1
622	и потому	3	1
623	не удается	1	1
624	со словом	1	1
625	сути дела	2	1
626	его слово	1	1
627	она есть	1	1
628	не меньшей	1	1
629	наряду с	2	1
630	перехода от	4	1
631	в ответ	1	1
632	слове но	2	1
633	о человеке	2	1
634	и всей	2	1
635	не можем	4	1
636	согласно которому	1	1
637	ней не	1	1
638	слова и	10	1
639	но это	3	1
640	речи или	3	1
641	при условии	1	1
642	все это	3	1
643	на следующем	1	1
644	говоря это	1	1
645	числе и	1	1
646	и собственно	2	1
647	случае он	1	1
648	являются не	1	1
649	мышления в	1	1
650	при таком	1	1
651	на стороне	1	1
652	в пределе	3	1
653	о котором	1	1
654	как для	2	1
655	речи хотя	2	1
656	она уже	1	1
657	то не	1	1
658	еще более	1	1
659	ключом к	2	1
660	все они	1	1
661	предмета и	1	1
662	отношении к	1	1
663	в период	2	1
664	от первого	1	1
665	слова с	4	1
666	на более	1	1
667	структура и	1	1
668	была бы	1	1
669	речи и	30	1
670	совершенно не	2	1
671	самой своей	1	1
672	остается на	1	1
673	как за	1	1
674	и мышления	1	1
675	только о	2	1
676	служить для	1	1
677	этим объясняется	1	1
678	себе но	1	1
679	к этой	2	1
680	в речь	2	1
681	друга как	1	1
682	по поводу	1	1
683	к этому	2	1
684	точно так	2	1
685	том числе	1	1
686	они не	1	1
687	которая не	1	1
