N	2gram	Propp_Isto_3	TeoriaLi
1	в мире	1	24
2	не только	14	18
3	в качестве	2	17
4	тогда как	1	16
5	и не	12	16
6	а в	6	14
7	состоит в	3	13
8	и в	22	13
9	в частности	5	13
10	так и	2	12
11	может быть	11	12
12	в этом	17	11
13	представляет собой	3	11
14	при этом	2	11
15	в том	9	11
16	но не	7	10
17	и его	4	10
18	а не	6	10
19	то же	6	9
20	в его	3	9
21	по отношению	2	8
22	своего рода	1	8
23	но и	12	8
24	отношению к	2	8
25	что в	15	8
26	том что	8	7
27	точки зрения	2	7
28	в то	2	7
29	во второй	1	7
30	только в	4	7
31	как это	4	7
32	в данном	4	7
33	еще не	10	6
34	но в	10	6
35	в русской	3	6
36	как бы	1	6
37	мы имеем	19	5
38	данном случае	3	5
39	в своем	2	5
40	он не	5	5
41	как и	3	5
42	не в	4	5
43	однако в	1	5
44	в нем	9	5
45	в ее	1	5
46	в пределах	4	5
47	а также	2	5
48	между тем	2	5
49	уже не	7	5
50	с другой	7	5
51	как в	2	5
52	героя и	1	5
53	как правило	2	4
54	отношение к	4	4
55	хотя и	2	4
56	то что	7	4
57	ни в	2	4
58	в своей	1	4
59	не менее	5	4
60	можно сказать	2	4
61	и ее	3	4
62	за пределами	1	4
63	но он	4	4
64	в свою	4	4
65	на смену	4	4
66	не знает	1	4
67	сказать что	3	4
68	не может	4	4
69	и то	2	3
70	например в	2	3
71	в сторону	2	3
72	не все	6	3
73	перед нами	1	3
74	и к	3	3
75	со своей	1	3
76	все эти	4	3
77	в этой	5	3
78	и вот	2	3
79	и по	1	3
80	его в	3	3
81	и сам	1	3
82	в этих	11	3
83	художественного творчества	1	3
84	тем не	5	3
85	никогда не	3	3
86	потому что	3	3
87	свою очередь	1	3
88	другой стороны	7	3
89	так в	6	3
90	в другом	2	3
91	о ней	2	3
92	в порядке	1	3
93	и что	2	3
94	входит в	1	3
95	того что	5	3
96	с ее	1	3
97	и др	2	3
98	прежде всего	3	3
99	в соответствии	1	3
100	и потому	2	3
101	по своему	1	3
102	этого слова	1	3
103	таким образом	10	3
104	или в	11	3
105	речи и	1	3
106	была бы	1	2
107	и это	2	2
108	это и	1	2
109	случае это	1	2
110	но она	2	2
111	принадлежит к	1	2
112	на себя	2	2
113	я не	3	2
114	в целом	3	2
115	между собой	1	2
116	в чем	3	2
117	могло быть	3	2
118	но как	1	2
119	у него	3	2
120	что они	8	2
121	как говорит	1	2
122	и как	3	2
123	образом и	2	2
124	так или	1	2
125	право на	1	2
126	могут оказаться	1	2
127	не следует	1	2
128	здесь мы	5	2
129	могла бы	1	2
130	об этом	1	2
131	дома и	3	2
132	это не	6	2
133	и тем	1	2
134	соответствии с	1	2
135	вовсе не	2	2
136	и некоторые	2	2
137	с точки	1	2
138	их в	3	2
139	по себе	1	2
140	даже в	2	2
141	только не	2	2
142	казалось бы	1	2
143	имеем дело	1	2
144	не принадлежит	1	2
145	как будто	2	2
146	и для	2	2
147	и о	2	2
148	здесь не	3	2
149	как способ	1	2
150	в себя	1	2
151	роль в	2	2
152	не с	2	2
153	если бы	6	2
154	и здесь	7	2
155	о том	3	2
156	что каждый	1	2
