N	3gram	Vinokur_Ku_3	Myshleni
1	для того чтобы	11	14
2	по отношению к	2	12
3	в том что	8	11
4	с точки зрения	16	9
5	так же как	1	7
6	в известном смысле	2	7
7	потому что он	1	5
8	в письменной речи	1	5
9	заключается в том	1	5
10	в другом месте	1	4
11	то же самое	1	4
12	из того что	1	4
13	на этот вопрос	1	4
14	с этой точки	1	4
15	уже по одному	1	4
16	этой точки зрения	1	4
17	в то время	1	4
18	о том что	3	4
19	друг от друга	1	4
20	сама по себе	2	4
21	и того же	2	3
22	в этом случае	4	3
23	не то что	1	3
24	тому как в	1	3
25	до сих пор	8	3
26	можно было бы	10	3
27	с одной стороны	4	3
28	и тот же	2	3
29	в процессе развития	1	3
30	в свою очередь	1	3
31	мере в какой	1	3
32	не может быть	3	3
33	один и тот	2	3
34	на вопрос о	1	3
35	не только не	1	3
36	одного и того	2	3
37	той мере в	1	3
38	в той мере	1	3
39	письменной речи в	2	3
40	потому что в	2	2
41	он не умеет	1	2
42	в самом деле	11	2
43	с помощью которого	1	2
44	и не может	1	2
45	в зависимости от	7	2
46	что он не	1	2
47	в отличие от	2	2
48	ответить на вопрос	1	2
49	должно быть поставлено	1	2
50	вместе с тем	1	2
51	и составляет главное	1	2
52	а с другой	3	2
53	то что он	1	2
54	тем или иным	1	2
55	с другой стороны	3	2
56	не иначе как	1	2
57	в свое время	2	2
58	то обстоятельство что	3	2
59	от того что	2	2
60	же самое что	1	2
61	само по себе	1	2
62	именно потому что	1	2
63	но все же	1	2
64	мы говорим о	1	2
65	как мы видели	2	2
66	и в области	3	2
67	к нашей теме	1	1
68	одному тому что	1	1
69	целого а не	1	1
70	по одному тому	1	1
71	он мог бы	1	1
72	речь отличается от	1	1
73	мы имеем в	1	1
74	что они являются	1	1
75	более или менее	2	1
76	ответить на этот	1	1
77	на самом деле	3	1
78	не столько в	1	1
79	что для того	1	1
80	в этом смысле	1	1
81	в том числе	2	1
82	данном частном случае	1	1
83	может быть совершенно	1	1
84	усвоение техники письма	1	1
85	а тем более	1	1
86	принять во внимание	2	1
87	они не могут	1	1
88	только в том	2	1
89	того как они	1	1
90	сам по себе	3	1
91	что именно в	1	1
92	для этой цели	1	1
93	в первую очередь	3	1
94	мы находим в	1	1
95	в собственном смысле	1	1
96	в известной мере	1	1
97	бы сказать что	3	1
98	задачи а в	1	1
99	и той же	1	1
100	это и значит	2	1
101	отношению к синтаксису	1	1
102	мы сталкиваемся на	1	1
103	в равной мере	1	1
104	вопрос о значении	1	1
105	и после этого	1	1
106	если же мы	1	1
107	на которых он	1	1
108	чтобы понять что	1	1
109	само собой разумеется	1	1
110	что различие в	1	1
111	об отношении между	1	1
112	в первом случае	2	1
113	бы говорить о	1	1
114	он в своем	1	1
115	смысле этого слова	2	1
116	для правильной постановки	1	1
117	точка зрения на	1	1
118	из самых сложных	1	1
119	не могут быть	2	1
120	не только для	1	1
121	в связи с	4	1
122	в том какие	1	1
123	а не как	1	1
124	в такой мере	1	1
125	собственном смысле слова	1	1
126	во всяком случае	1	1
127	он не знает	1	1
128	так и в	3	1
129	по своему значению	1	1
130	с помощью этого	1	1
131	после того что	2	1
132	речи в письменной	1	1
133	тем не менее	9	1
134	в тех случаях	1	1
135	но в той	1	1
136	непосредственное отношение к	1	1
137	как уже сказано	1	1
138	мы не можем	1	1
139	том смысле что	1	1
140	в том чтобы	3	1
141	и вместе с	1	1
142	доказательство того что	1	1
143	ни одного из	1	1
144	те или иные	1	1
145	большей степени к	1	1
146	того или иного	3	1
147	но в этом	1	1
148	исключает всякую возможность	1	1
149	связанные с проблемой	1	1
150	как мы видим	1	1
151	в процессе самого	1	1
152	знания и навыки	1	1
153	тех случаях когда	1	1
154	что существуют такие	1	1
155	в то же	1	1
156	в вопросе о	1	1
157	к тому что	1	1
158	в том смысле	1	1
159	ту же функцию	1	1
160	одной и той	1	1
161	тех или иных	1	1
162	что на деле	1	1
163	в этом слове	1	1
164	а если мы	1	1
165	что он в	1	1
166	той или иной	5	1
167	и вопрос о	1	1
168	обучения письменной речи	1	1
