N	3gram	Losev_Prob_1	Morfolog
1	и т д	10	47
2	в этих случаях	2	13
3	в этом случае	2	9
4	в связи с	4	8
5	не может быть	2	8
6	подобно тому как	2	5
7	связи с этим	1	5
8	не может считаться	1	4
9	с точки зрения	3	4
10	а также и	2	4
11	мы увидим ниже	2	4
12	с другой стороны	3	4
13	тем не менее	18	4
14	как мы увидим	2	3
15	если мы не	1	3
16	не могут быть	1	3
17	на самом деле	4	3
18	как и в	1	3
19	более или менее	3	2
20	в настоящее время	3	2
21	в таких случаях	2	2
22	точно так же	4	2
23	и в других	3	2
24	может быть и	3	2
25	то время как	1	2
26	действующих лиц в	1	2
27	на первый взгляд	1	2
28	друг на друга	1	2
29	это не значит	1	2
30	в то время	1	2
31	тем и другим	2	2
32	не значит что	1	2
33	для того чтобы	8	2
34	в том что	5	2
35	таким образом что	1	1
36	один из членов	1	1
37	и может быть	1	1
38	нужно помнить что	1	1
39	хотя и не	2	1
40	поставить вопрос о	1	1
41	т д здесь	1	1
42	сам он не	1	1
43	то ни стало	1	1
44	то это значит	1	1
45	а вовсе не	1	1
46	здесь перед нами	3	1
47	это было бы	1	1
48	но то что	1	1
49	он может быть	1	1
50	о том как	2	1
51	что иное как	2	1
52	что же касается	3	1
53	во что бы	1	1
54	тому что в	1	1
55	же в этих	1	1
56	до сих пор	3	1
57	во всей своей	1	1
58	в таком случае	6	1
59	является то что	1	1
60	для этой цели	1	1
61	бы то ни	1	1
62	прежде чем перейти	2	1
63	нечто иное чем	1	1
64	в виду следующее	1	1
65	можно было бы	2	1
66	но если мы	2	1
67	хотя и здесь	1	1
68	во всех подобных	1	1
69	не то что	1	1
70	одно и то	1	1
71	чем перейти к	2	1
72	в данном случае	8	1
73	что бы то	1	1
74	один из них	1	1
75	что за ним	1	1
76	и то же	1	1
77	имеет ничего общего	2	1
78	в некоторых случаях	1	1
79	и пр предметы	1	1
80	иметь в виду	3	1
81	то что он	3	1
82	перед нами в	1	1
83	т д все	1	1
84	во всяком случае	3	1
85	так же и	3	1
86	из них не	1	1
87	лиц в этой	1	1
88	не имеет ничего	2	1
89	мы уже видели	1	1
90	как бы они	1	1
91	во всех этих	2	1
92	есть не что	2	1
93	имеет огромное значение	1	1
94	что его можно	1	1
95	о том что	5	1
96	если бы мы	1	1
97	в других случаях	2	1
98	это значит что	1	1
99	ни одна из	1	1
100	настоящее время уже	1	1
101	той или иной	4	1
102	можно сказать что	3	1
103	на то что	8	1
104	в другом случае	1	1
105	на котором строится	1	1
106	в то же	4	1
107	к тому что	1	1
108	здесь прежде всего	1	1
109	не что иное	2	1
110	во всех случаях	1	1
111	всех этих случаях	1	1
112	она не есть	1	1
