N	4gram	Vinokur_St_1	Vladivir
1	дело в том что	4	4
2	в то же время	4	4
3	и то обстоятельство что	1	2
4	и в то же	1	2
5	в том что в	2	2
6	мы имеем дело с	1	1
7	и о том что	1	1
8	уже о том что	1	1
9	о том что в	1	1
10	протяжении всей его жизни	1	1
11	ни в каком случае	1	1
12	не говоря уже о	1	1
13	в то время как	1	1
14	в каком случае не	1	1
15	так или иначе но	1	1
16	и т д в	1	1
17	на протяжении всей его	1	1
18	не выходя за пределы	1	1
19	по этому поводу с	1	1
20	также и в том	1	1
21	также и то что	1	1
22	за то что тот	1	1
23	но в то же	2	1
24	на то что у	1	1
