N	2gram	Vinokur_Ku_2	RusskieA
1	и в	23	29
2	т е	22	24
3	том что	11	22
4	в том	19	22
5	что в	10	22
6	как бы	4	18
7	состоит в	2	15
8	в других	1	15
9	и другие	1	14
10	так как	15	13
11	может быть	15	13
12	п в	3	12
13	в этом	18	11
14	как и	2	11
15	одна из	1	11
16	не только	20	10
17	и с	7	10
18	е в	1	10
19	все это	5	10
20	во многих	1	9
21	а на	2	9
22	о том	1	9
23	а в	3	9
24	а а	1	8
25	но и	7	8
26	как в	3	7
27	данном случае	2	7
28	мы видели	2	7
29	в день	2	7
30	или в	4	7
31	мы имеем	5	6
32	мы не	1	6
33	еще не	5	6
34	и на	6	6
35	при этом	2	6
36	таким образом	5	6
37	того чтобы	11	6
38	в деревне	1	6
39	для нас	4	6
40	для того	9	6
41	с тем	2	6
42	вместе с	5	6
43	в данном	4	6
44	этом случае	2	6
45	же в	3	6
46	и т	39	5
47	но не	6	5
48	но в	11	5
49	это не	6	5
50	т д	14	5
51	не может	9	5
52	к вам	1	5
53	потому что	25	5
54	для этого	3	5
55	и что	8	5
56	будто бы	2	5
57	или же	2	5
58	то что	9	5
59	к этому	4	5
60	же как	2	4
61	то же	6	4
62	вопрос о	9	4
63	на них	1	4
64	не все	3	4
65	что по	1	4
66	уже не	8	4
67	их в	1	4
68	том же	1	4
69	в них	4	4
70	далеко не	1	4
71	в которых	2	4
72	не в	8	4
73	тогда когда	1	4
74	у нас	12	4
75	а также	3	4
76	к нему	2	4
77	так что	1	4
78	то и	3	4
79	в виде	1	4
80	именно в	3	4
81	а не	10	4
82	так же	4	4
83	как это	5	4
84	предположить что	1	4
85	по существу	5	4
86	и все	2	4
87	в году	2	3
88	и о	4	3
89	в ее	1	3
90	только тогда	1	3
91	что это	7	3
92	все эти	12	3
93	в этой	6	3
94	в лес	1	3
95	что она	3	3
96	главным образом	3	3
97	и по	3	3
98	на этом	3	3
99	должен был	1	3
100	не всегда	2	3
101	в этих	1	3
102	в котором	1	3
103	в отличие	2	3
104	но он	1	3
105	и под	1	3
106	она не	2	3
107	в таких	3	3
108	не имеет	4	3
109	такие же	1	3
110	как мы	3	3
111	что от	1	3
112	в свете	1	3
113	а именно	2	3
114	того что	3	3
115	что здесь	1	3
116	как например	1	3
117	между тем	6	3
118	в качестве	8	3
119	связь с	1	3
120	или даже	1	3
121	отличие от	2	3
122	тем что	3	3
123	по всей	1	3
124	что для	2	3
125	до конца	3	3
126	для этой	2	3
127	пишет в	1	3
128	и там	1	3
129	и от	2	3
130	на новый	1	3
131	было бы	15	3
132	вряд ли	4	2
133	также что	2	2
134	и то	5	2
135	тем и	1	2
136	на самом	2	2
137	это и	3	2
138	что иное	1	2
139	это время	1	2
140	иное как	1	2
141	не был	1	2
142	это имеет	1	2
143	с одной	2	2
144	очевидно что	2	2
145	нам право	2	2
146	с этим	3	2
147	все же	7	2
148	и как	1	2
149	не было	4	2
150	этой цели	2	2
151	в которой	1	2
152	из этих	1	2
153	идут в	1	2
154	как оно	1	2
155	том чтобы	1	2
156	здесь мы	2	2
157	связанные с	2	2
158	об этом	5	2
159	должно быть	4	2
160	и еще	2	2
161	так в	3	2
162	в своей	2	2
163	в их	2	2
164	тем не	6	2
165	дают нам	1	2
166	не менее	7	2
167	как можно	2	2
168	в то	4	2
169	дело не	2	2
170	того как	2	2
171	никогда не	2	2
172	во всем	1	2
173	по земле	1	2
174	связи с	3	2
175	кроме того	1	2
176	что на	4	2
177	когда мы	1	2
178	должен быть	5	2
179	в виду	3	2
180	то время	1	2
181	можно было	9	2
182	не с	1	2
183	которые с	1	2
184	образом в	2	2
185	из основных	1	2
186	своей книге	1	2
187	после того	2	2
188	с другой	8	2
189	можно встретить	3	2
190	у них	1	2
191	ее от	1	2
192	вся эта	2	2
193	что и	3	2
194	в форме	3	2
195	в него	1	2
196	один из	5	2
197	и дело	1	2
198	этот вопрос	6	2
199	есть в	3	2
200	рассматриваться как	1	2
201	одно из	1	2
202	заметить что	1	2
203	в руки	1	2
204	в целях	2	2
205	чем в	3	2
206	сюда же	2	2
207	прежде всего	8	2
208	и пр	8	2
209	одной стороны	1	2
210	тем это	1	2
211	там где	5	2
212	но можно	2	2
213	совершенно не	3	2
214	нет никаких	1	2
215	в европе	1	2
216	из которых	3	2
217	могут быть	4	2
218	быть только	2	2
219	с этой	2	2
220	и для	2	2
221	за этим	2	2
222	только как	2	2
223	и при	1	2
224	не что	1	2
225	в своих	2	2
226	это в	2	2
227	это неверно	1	1
228	ту же	6	1
229	отношение к	1	1
230	на годы	1	1
231	е как	1	1
232	место при	1	1
233	говорилось выше	1	1
234	показать что	1	1
235	к этой	3	1
236	и есть	2	1
237	над этим	1	1
238	что тема	1	1
239	можно говорить	2	1
240	смысл этого	1	1
241	и до	2	1
242	очень много	1	1
243	объясняется и	1	1
244	и должен	1	1
245	мы уже	1	1
246	этому же	1	1
247	что если	2	1
248	уверен что	1	1
249	в первый	3	1
250	совпадает с	1	1
251	говорить о	4	1
252	один пример	1	1
253	мы и	1	1
254	д а	1	1
255	так называемые	2	1
256	ставит себе	2	1
257	в ней	3	1
258	слова эти	3	1
259	же на	1	1
260	явлений и	1	1
261	к слову	2	1
262	ответ на	2	1
263	нет и	1	1
264	что они	2	1
265	к сожалению	1	1
266	относится к	1	1
267	отнюдь не	4	1
268	имеют целью	1	1
269	независимо от	1	1
270	что именно	1	1
271	в своем	2	1
272	в противном	1	1
273	перед нами	4	1
274	и где	2	1
275	этом же	1	1
276	хотя и	4	1
277	когда он	1	1
278	в круг	1	1
279	по пути	1	1
280	ясно почему	1	1
281	даже просто	1	1
282	какой смысл	2	1
283	от этого	2	1
284	в особую	1	1
285	в самом	12	1
286	этого круга	1	1
287	к необходимости	1	1
288	без таких	1	1
289	уже в	3	1
290	не оставляет	1	1
291	что так	1	1
292	выражение в	3	1
293	ни одна	1	1
294	что к	1	1
295	возможен только	1	1
296	тому же	1	1
297	на то	4	1
298	не могла	1	1
299	и если	2	1
300	вообще не	1	1
301	что без	1	1
302	не следует	5	1
303	в нем	4	1
304	в статье	3	1
305	всех этих	3	1
306	оставляет сомнений	1	1
307	в первую	1	1
308	он должен	1	1
309	не представляет	1	1
310	мало того	2	1
311	свою силу	1	1
312	только в	5	1
313	эта же	1	1
314	именно это	1	1
315	но все	4	1
316	это конечно	2	1
317	по его	1	1
318	в одну	2	1
319	могла бы	2	1
320	что все	5	1
321	а когда	1	1
322	к несколько	1	1
323	в другом	2	1
324	связанных с	1	1
325	на все	2	1
326	а как	1	1
327	знает что	3	1
328	того или	2	1
329	те или	1	1
330	и наша	1	1
331	известно что	1	1
332	и дает	1	1
333	чаще всего	1	1
334	еще одно	3	1
335	нет в	1	1
336	не понимают	1	1
337	дни в	1	1
338	их как	1	1
339	и некоторых	1	1
340	и целые	1	1
341	такой же	1	1
342	можно найти	1	1
343	в связь	1	1
344	что между	2	1
345	таким же	2	1
346	в такой	1	1
347	это только	2	1
348	бы к	1	1
349	в которые	3	1
350	его мнению	1	1
351	место в	1	1
352	еще с	1	1
353	другие попытки	1	1
354	своего рода	4	1
355	только для	2	1
356	и торжественно	1	1
357	как от	1	1
358	однако в	1	1
359	что этот	1	1
360	таких случаев	1	1
361	оно могло	1	1
362	случае мы	1	1
363	что есть	1	1
364	того момента	1	1
365	стоит в	2	1
366	более широким	1	1
367	что эта	2	1
368	виду что	1	1
369	все мы	1	1
370	дело в	1	1
371	быть поставлен	1	1
372	с и	1	1
373	о таких	1	1
374	в огромном	1	1
375	следовательно и	2	1
376	ничего не	4	1
377	именно с	3	1
378	буквальном смысле	1	1
379	и его	3	1
380	так например	1	1
381	которое не	1	1
382	как будто	2	1
383	этом отношении	3	1
384	же до	1	1
385	представлять себе	1	1
386	и здесь	5	1
387	и такие	1	1
388	как только	1	1
389	при переводе	1	1
390	наоборот в	1	1
391	ссылкой на	1	1
392	оно не	2	1
