N	2gram	Losev_Vlad_2	Komedia
1	и в	30	22
2	и не	18	21
3	том что	12	13
4	таким образом	3	12
5	в том	18	12
6	так как	5	11
7	со стороны	4	11
8	ни в	7	10
9	потому что	9	10
10	в самом	2	9
11	до сих	1	9
12	вместе с	8	9
13	сих пор	1	9
14	в этом	20	8
15	его в	4	8
16	в глазах	1	8
17	в своем	8	8
18	к ней	3	8
19	о том	4	8
20	если бы	1	8
21	в его	11	8
22	что и	3	8
23	что он	13	8
24	едва ли	3	7
25	то же	4	7
26	при этом	5	7
27	об этом	6	7
28	в конце	13	7
29	о чем	6	7
30	а в	11	7
31	в свою	3	7
32	того же	5	6
33	самом деле	1	6
34	еще не	1	6
35	так что	5	6
36	тому же	1	6
37	в то	9	6
38	и его	6	6
39	к тому	2	6
40	того чтобы	2	6
41	свою очередь	2	6
42	ясно что	1	6
43	и что	5	6
44	для того	2	6
45	может быть	7	6
46	как раз	1	6
47	во время	1	6
48	к этому	6	6
49	что его	4	5
50	отношение к	4	5
51	более чем	1	5
52	но в	8	5
53	не только	12	5
54	а по	1	5
55	он не	4	5
56	в своей	5	5
57	в которых	1	5
58	то это	4	5
59	не менее	7	5
60	же время	3	5
61	связи с	8	5
62	и сам	2	5
63	хотя и	6	5
64	с ним	5	5
65	любви к	1	5
66	к нему	2	5
67	что в	12	5
68	из них	1	5
69	тем что	1	5
70	прежде всего	6	5
71	как это	7	5
72	все это	5	5
73	и т	1	4
74	в ней	4	4
75	он был	6	4
76	тут же	2	4
77	нет и	1	4
78	меньше всего	1	4
79	все же	9	4
80	когда он	1	4
81	то что	20	4
82	в себе	6	4
83	что она	1	4
84	но все	2	4
85	и с	14	4
86	должен был	3	4
87	с тем	2	4
88	несмотря на	4	4
89	точки зрения	7	4
90	не в	9	4
91	однако в	2	4
92	в отношении	3	4
93	самого начала	1	4
94	на него	1	4
95	у него	19	4
96	и здесь	1	4
97	с самого	1	4
98	друг друга	2	4
99	так и	5	4
100	здесь нет	1	4
101	до нас	1	4
102	т п	1	4
103	вовсе не	4	4
104	само собой	3	4
105	но и	8	4
106	до конца	7	4
107	ничем не	1	4
108	а не	7	4
109	в связи	8	4
110	и для	3	4
111	тем более	3	4
112	хотя бы	3	4
113	либо в	1	4
114	так же	4	4
115	говорить о	1	3
116	с его	4	3
117	с этим	5	3
118	в т	1	3
119	и к	6	3
120	в которой	4	3
121	в этой	4	3
122	как он	2	3
123	на то	2	3
124	не могла	2	3
125	в нем	4	3
126	прежде чем	1	3
127	от нее	1	3
128	то ни	1	3
129	было бы	9	3
130	в них	3	3
131	все равно	1	3
132	далеко не	1	3
133	как и	5	3
134	чем в	1	3
135	и еще	1	3
136	но если	1	3
137	том как	1	3
138	себе в	2	3
139	на месте	1	3
140	с точки	3	3
141	ни малейшего	1	3
142	тем не	6	3
143	их в	2	3
144	к ним	1	3
145	не имеет	2	3
146	никогда не	7	3
147	ничего не	2	3
148	судя по	1	3
149	возможно что	2	3
150	и мы	4	3
151	не зная	1	3
152	тех пор	1	3
153	любовь к	1	3
154	в двух	2	3
155	не о	2	3
156	нисколько не	2	3
157	в начале	4	3
158	что не	2	3
159	следует что	1	3
160	не так	1	3
161	всяком случае	6	3
162	цитаты из	1	3
163	и даже	10	3
164	даже не	1	3
165	на ее	1	3
166	ему не	1	3
167	на которые	1	3
168	перед ним	1	3
169	на этот	4	3
170	если не	2	3
171	в частности	2	3
172	не может	9	3
173	конечно не	4	3
174	по своему	2	3
175	в течение	5	3
176	как бы	5	3
177	с этой	4	3
178	в целом	4	3
179	еще больше	1	3
180	из себя	1	3
181	теперь же	1	3
182	до тех	1	3
183	дело с	1	3
184	в какой	1	3
185	во всяком	6	3
186	отношения к	3	2
187	в рукописи	2	2
188	из его	2	2
189	его не	2	2
190	г в	2	2
191	мы не	2	2
192	не слишком	1	2
193	в сущности	2	2
194	время как	2	2
195	нравственный облик	1	2
196	представление о	1	2
197	и он	4	2
198	и на	4	2
199	бы то	1	2
200	во всех	3	2
201	он говорит	1	2
202	отличие от	3	2
203	что они	1	2
204	и я	5	2
205	как в	3	2
206	что касается	3	2
207	целый ряд	1	2
208	в результате	5	2
209	с п	12	2
210	и хотя	2	2
211	так или	3	2
212	если он	1	2
213	и если	4	2
214	на его	4	2
215	после этого	1	2
216	возвращение к	1	2
217	является конечно	1	2
218	не с	1	2
219	а как	1	2
220	это не	2	2
221	отца и	1	2
222	на основании	1	2
223	как видно	1	2
224	я говорю	1	2
225	не мог	8	2
226	которую он	7	2
227	в г	1	2
228	и без	1	2
229	в котором	5	2
230	в их	2	2
231	в одном	1	2
232	сам он	1	2
233	она не	2	2
234	что с	1	2
235	шла о	1	2
236	вплоть до	3	2
237	дело не	1	2
238	что их	1	2
239	за то	1	2
240	к концу	5	2
241	в области	3	2
242	больше того	2	2
243	одним из	1	2
244	известной степени	1	2
245	он называет	3	2
246	ли не	1	2
247	все еще	1	2
248	отказаться от	1	2
249	и это	3	2
250	как мы	11	2
251	и о	4	2
252	в виду	2	2
253	здесь не	4	2
254	без всякого	2	2
255	то время	6	2
256	можно было	2	2
257	наряду с	2	2
258	по ее	1	2
259	разумеется что	2	2
260	а также	10	2
261	на вопрос	1	2
262	и во	2	2
263	которой мы	2	2
264	речь шла	1	2
265	какой мере	1	2
266	как из	1	2
267	тот же	5	2
268	пор не	1	2
269	после появления	1	2
270	и ее	1	2
271	не мешает	1	2
272	в качестве	1	2
273	уже в	3	2
274	если мы	1	2
275	за ним	1	2
276	этот раз	3	2
277	мы знаем	4	2
278	этом отношении	1	2
279	в отношениях	1	2
280	от того	1	2
281	или иначе	3	2
282	собой разумеется	3	2
283	что для	2	2
284	не было	10	2
285	а на	1	2
286	в произведениях	1	2
287	что мы	1	2
288	под влиянием	3	2
289	он и	3	2
290	и особенно	3	2
291	до этого	1	2
292	отрывок из	2	2
293	его на	3	2
294	к своему	1	2
295	не могут	1	2
296	по существу	3	2
297	для понимания	1	2
298	его от	1	2
299	лет назад	1	2
300	не испытывал	1	2
301	этом случае	1	2
302	человека который	1	2
303	о его	5	2
304	нет ничего	3	2
305	его отца	1	2
306	при всем	1	2
307	с известной	2	2
308	и все	7	2
309	полагать что	1	2
310	конце концов	3	2
311	нет никаких	2	2
312	он понимает	1	2
313	не будет	1	2
314	между ними	1	2
315	только как	1	2
316	равно как	1	2
317	из этого	5	2
318	в свое	1	2
319	к этой	2	2
320	в своих	2	2
321	это в	3	2
322	в таком	3	2
323	всем и	2	1
324	я и	2	1
325	два года	1	1
326	например в	1	1
327	а из	1	1
328	не считая	1	1
329	он требует	1	1
330	и до	2	1
331	доброго и	1	1
332	их жизни	1	1
333	мы имеем	1	1
334	вот о	1	1
335	именно к	3	1
336	этом не	1	1
337	за несколько	1	1
338	совсем иное	1	1
339	а для	1	1
340	требует от	1	1
341	я не	4	1
342	в изложении	1	1
343	ему в	2	1
344	как впрочем	1	1
345	это время	4	1
346	он сам	2	1
347	первый план	2	1
348	все эти	5	1
349	не был	2	1
350	говоря уже	2	1
351	насколько мне	1	1
352	в чем	2	1
353	только после	2	1
354	не без	1	1
355	подходить к	1	1
356	но не	3	1
357	с ]	46	1
358	находит в	1	1
359	но как	1	1
360	и неприятностей	1	1
361	к которой	1	1
362	если в	1	1
363	а уже	2	1
364	себе и	2	1
365	себе отчет	1	1
366	в поисках	1	1
367	тем больше	1	1
368	если она	1	1
369	независимо от	1	1
370	общего с	1	1
371	только об	1	1
372	как к	2	1
373	перед нами	1	1
374	на земле	2	1
375	как уже	1	1
376	и как	3	1
377	что по	1	1
378	и наконец	4	1
379	ибо ни	1	1
380	самом начале	1	1
381	к числу	2	1
382	более или	3	1
383	в действительности	1	1
384	весь город	1	1
385	в этот	1	1
386	говорил он	1	1
387	отношения между	1	1
388	зрения того	1	1
389	из той	1	1
390	сл и	1	1
391	чуть ли	1	1
392	в нашем	1	1
393	все усилия	1	1
394	из этих	3	1
395	выражение в	1	1
396	право на	1	1
397	еще один	2	1
398	им в	3	1
399	больше всего	1	1
400	после которого	1	1
401	в статье	2	1
402	т д	1	1
403	человек не	2	1
404	по крайней	4	1
405	которой не	2	1
406	в первую	1	1
407	нее и	1	1
408	к одному	1	1
409	не к	1	1
410	том чтобы	2	1
411	или вовсе	1	1
412	стихов с	1	1
413	на этом	2	1
414	его можно	1	1
415	находим у	1	1
416	что все	1	1
417	для характеристики	1	1
418	вызвать у	1	1
419	есть все	1	1
420	и дальше	1	1
421	той же	4	1
422	говорил что	1	1
423	них не	1	1
424	это было	4	1
425	отчет в	2	1
426	не отличались	1	1
427	в свой	1	1
428	что понимает	2	1
429	и тем	1	1
430	другому а	1	1
431	от последнего	1	1
432	а пока	2	1
433	в это	4	1
434	во многом	1	1
435	его и	2	1
436	для них	1	1
437	убежден в	1	1
438	для своего	1	1
439	этого не	2	1
440	со своими	1	1
441	друга в	1	1
442	мне известно	1	1
443	однако можно	1	1
444	он меня	2	1
445	можно считать	1	1
446	очень важный	1	1
447	бога и	1	1
448	такой же	1	1
449	вел себя	2	1
450	я этого	1	1
451	время все	1	1
452	той ступени	1	1
453	от своего	1	1
454	кто верит	1	1
455	при изучении	1	1
456	раз не	1	1
457	в №	1	1
458	в следующем	3	1
459	это делает	1	1
460	место в	1	1
461	не столько	3	1
462	цели поэтому	1	1
463	усилия чтобы	1	1
464	то его	2	1
465	в отличие	3	1
466	его отношение	1	1
467	что я	3	1
468	любовь и	1	1
469	и раньше	1	1
470	люблю но	1	1
471	еще из	1	1
472	которые в	1	1
473	времени не	1	1
474	но он	3	1
475	теми же	1	1
476	далека от	1	1
477	что после	1	1
478	вещей и	1	1
479	том же	3	1
480	отправляется в	1	1
481	ним в	2	1
482	и под	1	1
483	а вот	2	1
484	так называемого	1	1
485	называет его	1	1
486	на рубеже	1	1
487	как можно	1	1
488	с которой	2	1
489	свое время	1	1
490	того как	2	1
491	и притом	2	1
492	к этим	2	1
493	в самых	2	1
494	не могло	1	1
495	не желая	2	1
496	на котором	2	1
497	вся его	1	1
498	очень плохо	2	1
499	и весь	1	1
500	на тему	1	1
501	и лишь	1	1
502	всего на	2	1
503	и по	2	1
504	и женщины	1	1
505	он хочет	1	1
506	наряду со	1	1
507	меня и	2	1
508	во всем	1	1
509	принято было	1	1
510	годов в	2	1
511	прибегать к	1	1
512	вот что	4	1
513	же он	1	1
514	свидетельствуют о	1	1
515	в сознании	1	1
516	которое не	1	1
517	я полюбил	1	1
518	двух словах	1	1
519	ну а	1	1
520	у меня	1	1
521	свое собственное	1	1
522	бог и	2	1
523	и обращается	1	1
524	если у	1	1
525	уже о	2	1
526	все то	1	1
527	день в	1	1
528	он оказывается	1	1
529	с цитатами	1	1
530	здесь мы	3	1
531	приходит к	2	1
532	нас важно	1	1
533	миновал и	1	1
534	меня в	2	1
535	мере с	1	1
536	и от	2	1
537	вина и	1	1
538	нет никакой	1	1
539	в себя	1	1
540	и может	2	1
541	и отзывчивого	1	1
542	богу а	1	1
543	как с	1	1
544	и совершенно	1	1
545	в печати	2	1
546	с собой	1	1
547	те же	3	1
548	времени и	1	1
549	ты не	1	1
550	особенно в	1	1
551	к его	2	1
552	на которую	1	1
553	которые он	1	1
554	этим в	1	1
555	когда в	1	1
556	в весьма	3	1
557	ничего подобного	1	1
558	могла быть	1	1
559	отрицать что	1	1
560	для этого	1	1
561	в настоящее	2	1
562	своего отца	1	1
563	и начало	1	1
564	сводится к	1	1
565	ответа на	1	1
566	горькой и	1	1
567	и та	1	1
568	язык и	1	1
569	настоящее время	2	1
570	никак не	3	1
571	его жизни	6	1
572	сам а	1	1
573	не позже	1	1
574	после того	2	1
575	все его	1	1
576	в пользу	1	1
577	может не	1	1
578	там же	12	1
579	нас от	1	1
580	нас в	2	1
581	за свое	1	1
582	первую очередь	1	1
583	то в	5	1
584	но ничего	1	1
585	двух сторон	1	1
586	не дал	1	1
587	этому поводу	1	1
588	во втором	1	1
589	vi в	1	1
590	но несомненно	1	1
591	ее на	2	1
592	крайней мере	4	1
593	того в	1	1
594	отношениях с	2	1
595	друзей и	1	1
596	и она	2	1
597	что здесь	1	1
598	казалось что	1	1
599	ни к	1	1
600	он стал	1	1
601	ли он	2	1
602	только в	6	1
603	течение всей	2	1
604	и кончая	1	1
605	лет спустя	1	1
606	на несколько	1	1
607	жены в	1	1
608	по этому	1	1
609	которая была	1	1
610	со всеми	1	1
611	в эти	7	1
612	i или	1	1
613	человека с	1	1
614	по самой	1	1
615	за мной	1	1
616	из деревни	1	1
617	с двумя	1	1
618	только на	1	1
619	а напротив	1	1
620	ни одного	1	1
621	больше не	1	1
622	же из	1	1
623	это либо	1	1
624	последних лет	1	1
625	жалуется на	1	1
626	в душе	1	1
627	и других	1	1
628	не стал	1	1
629	и их	1	1
630	в новом	2	1
631	пока не	1	1
632	в прошлом	1	1
633	никакого ответа	1	1
634	с этими	1	1
635	вот с	1	1
636	без внимания	1	1
637	уже была	1	1
638	вид что	1	1
639	но вместе	1	1
640	с общим	1	1
641	не были	1	1
642	о своей	1	1
643	что человек	1	1
644	а именно	6	1
645	после смерти	4	1
646	чем он	1	1
647	этому времени	2	1
648	из других	1	1
649	было и	1	1
650	виде и	1	1
651	с семьей	1	1
652	и отправился	2	1
653	был в	2	1
654	не на	2	1
655	у его	1	1
656	вторая половина	1	1
657	с которым	2	1
658	мужа и	2	1
659	место на	1	1
660	мы находим	2	1
661	в августе	1	1
662	поскольку за	1	1
663	эти слова	1	1
664	эта идея	2	1
665	он уже	5	1
666	и потому	2	1
667	шесть лет	1	1
668	впрочем не	3	1
669	в разной	1	1
670	ничего страшного	1	1
671	мы опять	1	1
672	слишком много	1	1
673	ли ты	1	1
674	такого рода	2	1
675	напечатаны в	1	1
676	не удалось	1	1
677	из последних	1	1
