N	2gram	Voloshinov_1	Morfolog
1	может быть	17	52
2	и пр	12	40
3	таким образом	9	20
4	не может	8	17
5	в этих	3	16
6	могут быть	3	15
7	с этим	2	14
8	и в	16	13
9	в этом	9	13
10	так как	4	12
11	и др	3	12
12	связи с	1	11
13	мы видим	2	11
14	заметить что	1	10
15	то же	2	9
16	мы имеем	1	9
17	так и	4	9
18	не всегда	1	9
19	прежде всего	9	9
20	а не	1	9
21	в связи	1	9
22	и не	4	9
23	что и	2	8
24	с другой	1	8
25	вопрос о	1	7
26	имеем в	1	7
27	и этим	2	7
28	в качестве	1	7
29	представляет собою	1	7
30	все же	1	7
31	но если	1	7
32	но не	1	6
33	во время	3	6
34	подобно тому	1	6
35	не могут	2	6
36	и здесь	1	6
37	в том	3	6
38	а в	3	6
39	мы не	2	5
40	во всех	3	5
41	в море	1	5
42	тому как	1	5
43	то что	3	5
44	не менее	2	5
45	этот момент	1	5
46	один из	2	5
47	мы увидим	1	5
48	если мы	2	5
49	как бы	5	5
50	тех же	3	4
51	что его	1	4
52	хотя и	1	4
53	и как	3	4
54	не только	7	4
55	на его	1	4
56	на этом	3	4
57	его в	4	4
58	было бы	2	4
59	вовсе не	1	4
60	как и	2	4
61	несмотря на	1	4
62	точки зрения	8	4
63	с точки	6	4
64	ничего не	1	4
65	как мы	4	4
66	случае не	1	4
67	в некоторых	1	4
68	так же	2	4
69	в точности	1	4
70	что в	3	4
71	самом деле	6	3
72	на самом	4	3
73	и для	2	3
74	между собой	2	3
75	заметим что	1	3
76	вступают в	1	3
77	но в	4	3
78	к чему	1	3
79	в нашем	1	3
80	в пределах	2	3
81	и по	2	3
82	входит в	1	3
83	ни в	5	3
84	в один	4	3
85	том что	3	3
86	и отсюда	1	3
87	в сущности	1	3
88	того чтобы	1	3
89	здесь же	2	3
90	от того	1	3
91	если бы	1	3
92	но и	4	3
93	он не	2	3
94	к нему	1	3
95	и ее	4	3
96	в начале	2	3
97	а то	1	3
98	мы можем	9	3
99	что они	1	3
100	пр и	3	3
101	но это	2	3
102	это уже	1	3
103	мы должны	1	3
104	только что	1	3
105	же в	1	3
106	можно назвать	2	3
107	живое существо	1	2
108	как это	3	2
109	что эти	1	2
110	чем это	1	2
111	совсем не	2	2
112	друг на	2	2
113	а с	1	2
114	и таким	2	2
115	первый взгляд	1	2
116	и к	6	2
117	та же	1	2
118	сказать о	1	2
119	право на	1	2
120	мотив и	1	2
121	приходим к	1	2
122	можно было	1	2
123	в другом	1	2
124	мы уже	2	2
125	где оно	1	2
126	большинстве случаев	3	2
127	это было	1	2
128	за ней	1	2
129	с тем	1	2
130	на друга	2	2
131	на первый	2	2
132	для него	6	2
133	что такое	5	2
134	что до	1	2
135	однако в	1	2
136	все эти	5	2
137	на работу	1	2
138	можно указать	1	2
139	с теми	1	2
140	не имеет	1	2
141	одна из	1	2
142	и его	8	2
143	в каком	2	2
