N	2gram	Medvedev_F_2	Morfolog
1	может быть	23	52
2	и т	14	49
3	т д	5	47
4	и пр	21	40
5	таким образом	20	20
6	не может	14	17
7	в этих	2	16
8	т е	26	16
9	могут быть	6	15
10	с этим	5	14
11	и в	38	13
12	в этом	27	13
13	так как	4	12
14	и др	3	12
15	перед нами	2	11
16	связи с	13	11
17	то же	6	9
18	мы имеем	1	9
19	так и	8	9
20	этом случае	1	9
21	прежде всего	15	9
22	а не	6	9
23	в связи	10	9
24	и не	20	9
25	при помощи	2	8
26	что и	8	8
27	с другой	3	8
28	по существу	7	8
29	в результате	6	8
30	вопрос о	1	7
31	имеем в	1	7
32	и этим	2	7
33	или же	2	7
34	в качестве	2	7
35	в тех	2	7
36	все же	8	7
37	но если	1	7
38	этот случай	1	6
39	но не	2	6
40	это не	2	6
41	не могут	7	6
42	и здесь	3	6
43	в форме	1	6
44	в том	11	6
45	а в	6	6
46	мы не	3	5
47	во всех	5	5
48	то что	6	5
49	далеко не	1	5
50	не менее	1	5
51	потому что	2	5
52	или в	3	5
53	иногда в	1	5
54	образом мы	1	5
55	один из	2	5
56	мы увидим	1	5
57	если мы	5	5
58	сюда же	1	5
59	как бы	4	5
60	и другие	2	5
61	показать что	1	4
62	то это	3	4
63	что его	1	4
64	если в	3	4
65	как в	4	4
66	хотя и	3	4
67	и как	3	4
68	ни одна	2	4
69	не только	9	4
70	на этом	2	4
71	следующим образом	1	4
72	его в	3	4
73	было бы	6	4
74	вовсе не	11	4
75	как и	9	4
76	несмотря на	1	4
77	точки зрения	8	4
78	с точки	7	4
79	тем не	1	4
80	на котором	2	4
81	ничего не	4	4
82	тем что	8	4
83	в других	7	4
84	как мы	7	4
85	могла бы	1	4
86	в некоторых	4	4
87	другой стороны	4	4
88	там где	4	4
89	так же	1	4
90	а если	1	4
91	героя в	1	4
92	что в	7	4
93	начинается с	1	3
94	связана с	1	3
95	самом деле	8	3
96	на самом	3	3
97	в первом	7	3
98	и для	5	3
99	вступают в	1	3
100	независимо от	4	3
101	целый ряд	1	3
102	как таковое	4	3
103	но в	4	3
104	в целом	3	3
105	в нашем	1	3
106	в пределах	12	3
107	он должен	1	3
108	и по	2	3
109	но все	3	3
110	входит в	4	3
111	из них	4	3
112	ни в	2	3
113	сам он	2	3
114	и вне	1	3
115	том что	2	3
116	в то	5	3
117	в сущности	4	3
118	на него	1	3
119	того чтобы	3	3
120	здесь же	1	3
121	по функциям	1	3
122	на нем	2	3
123	с собой	1	3
124	если бы	5	3
125	но и	13	3
126	он не	6	3
127	во втором	7	3
128	к нему	3	3
129	в какой	3	3
130	и ее	6	3
131	не происходит	2	3
132	связывается с	1	3
133	не является	3	3
134	что они	4	3
135	пр и	4	3
136	но это	2	3
137	кроме того	2	3
138	мы должны	1	3
139	же в	1	3
140	в последнем	1	3
141	если же	2	3
142	можно назвать	1	3
143	эти функции	2	2
144	как это	2	2
145	тем же	3	2
146	собственном смысле	1	2
147	как особого	1	2
148	что многие	1	2
149	как таковая	2	2
150	чем это	1	2
151	совсем не	2	2
152	если она	1	2
153	и к	4	2
154	более или	1	2
155	то в	2	2
156	та же	2	2
157	из его	1	2
158	мотив и	1	2
159	касается только	1	2
160	состоит в	2	2
161	чтобы овладеть	1	2
162	приходим к	2	2
163	можно было	1	2
164	в другом	1	2
165	посадить героя	1	2
166	где оно	1	2
167	большинстве случаев	3	2
168	это было	3	2
169	и иных	2	2
170	за ней	1	2
171	в ином	3	2
172	то как	1	2
173	ни одной	1	2
174	этом явлении	1	2
175	с тем	11	2
176	представляют собою	1	2
177	на первый	2	2
178	или менее	1	2
179	для него	7	2
180	и при	1	2
181	мы приходим	2	2
182	отсюда вывод	1	2
183	нельзя было	1	2
184	настоящее время	1	2
185	и более	2	2
186	а а	1	2
187	все эти	6	2
188	что эта	2	2
189	и функции	2	2
190	с теми	2	2
191	эти формы	1	2
192	не имеет	2	2
193	вопрос не	1	2
194	помощи которой	1	2
195	и его	21	2
196	в каком	1	2
197	они и	1	2
198	перейти к	1	2
199	для того	3	2
200	оно не	4	2
201	вывод что	1	2
202	здесь не	4	2
203	в в	2	2
204	в собственном	1	2
205	ясно что	1	2
206	показать как	1	2
207	является в	2	2
208	о том	1	2
209	с одной	1	2
210	можно сказать	1	2
211	в различных	1	2
212	так если	1	2
213	по их	1	2
214	и только	5	2
215	средство а	1	2
216	того что	3	2
217	как например	2	2
218	быть и	3	2
219	хотя бы	6	2
220	этот вопрос	2	2
221	что он	5	2
222	только в	6	2
223	уже не	7	2
224	вопроса о	2	2
225	в большинстве	4	2
226	или не	1	2
227	в виде	1	2
228	от других	1	2
229	или просто	1	2
230	никто не	1	2
231	как их	2	2
232	носит характер	1	2
233	момент в	1	2
234	превращаться в	1	2
235	без всякой	3	2
236	типична для	1	2
237	пр то	1	2
238	а на	1	2
239	элемент может	1	2
240	сказать что	2	2
241	одной стороны	1	2
242	основные элементы	1	2
243	но для	1	2
244	вопрос в	1	2
245	тем и	2	2
246	не существует	1	2
247	в настоящее	1	2
248	от него	2	2
249	же оно	1	2
250	не от	1	2
251	иначе чем	1	2
252	одной из	1	2
253	и становятся	2	2
254	поставить вопрос	2	2
255	но эти	1	2
256	к этому	4	2
257	они представляют	1	1
258	например в	3	1
259	таком случае	1	1
260	функции в	2	1
261	и то	2	1
262	утверждение что	1	1
263	применении к	2	1
264	дело обстоит	2	1
265	дальнейшему развитию	1	1
266	к своей	1	1
267	же относятся	1	1
268	как такового	6	1
269	в самостоятельный	1	1
270	между двумя	2	1
271	противном случае	1	1
272	их и	1	1
273	есть не	1	1
274	и была	1	1
275	на эти	1	1
276	так чтобы	1	1
277	но она	1	1
278	что это	3	1
279	что иное	1	1
280	не вполне	1	1
281	конечно и	1	1
282	и заставляет	1	1
283	в виду	2	1
284	следовательно в	1	1
285	которые он	1	1
286	он был	2	1
287	как фактор	1	1
288	или во	1	1
289	одним словом	4	1
290	мы будем	1	1
291	но как	2	1
292	не то	3	1
293	не входит	3	1
294	с трудом	1	1
295	значение и	3	1
296	отношение к	2	1
297	отличие от	2	1
298	оно является	1	1
299	или иное	1	1
300	основная задача	2	1
301	во что	1	1
302	о необходимости	1	1
303	его не	2	1
304	вот как	4	1
305	дает нам	1	1
306	для всех	1	1
307	более и	1	1
308	становится особенно	1	1
309	в противном	1	1
310	и наконец	4	1
311	его к	1	1
312	образом они	1	1
313	это определение	1	1
314	следует сказать	1	1
315	в этот	1	1
316	лишь о	2	1
317	ad hoc	1	1
318	духа в	1	1
319	со своей	2	1
320	в которой	2	1
321	к другому	2	1
322	из этих	3	1
323	не в	15	1
324	думать что	1	1
325	в этой	6	1
326	различных народов	2	1
327	слушателя и	1	1
328	и тот	1	1
329	может лежать	2	1
330	но ведь	3	1
331	на то	1	1
332	самая постановка	1	1
333	есть но	1	1
334	а вовсе	1	1
335	зрения его	1	1
336	по происхождению	1	1
337	быть поняты	1	1
338	главным образом	3	1
339	время и	3	1
340	всех этих	3	1
341	в россии	1	1
342	и этот	1	1
343	собственно говоря	1	1
344	его до	1	1
345	в каждом	1	1
346	то ни	2	1
347	укладываются в	1	1
348	связанные с	1	1
349	и может	3	1
350	они должны	2	1
351	же касается	1	1
352	и детализации	1	1
353	а их	1	1
354	с другими	10	1
355	от одного	2	1
356	задача в	1	1
357	например с	1	1
358	отличать от	1	1
359	и тем	2	1
360	даже в	2	1
361	из первых	1	1
362	кажется что	1	1
363	поняты без	1	1
364	нет в	1	1
365	отказываться от	1	1
366	дать более	1	1
367	полном объеме	1	1
368	на что	1	1
369	оно имеет	1	1
370	характерно что	2	1
371	чем в	1	1
372	многие другие	1	1
373	этим в	1	1
374	и некоторые	1	1
375	как таковой	3	1
376	непосредственно с	1	1
377	том как	1	1
378	и их	3	1
379	при изучении	1	1
380	лежат в	1	1
381	именно и	1	1
382	теми или	1	1
383	быть названы	1	1
384	в их	6	1
385	не столько	4	1
386	в первый	5	1
387	что говорит	1	1
388	самый объект	1	1
389	наука о	1	1
390	которые в	1	1
391	при этом	9	1
392	но он	1	1
393	все это	3	1
394	никак нельзя	1	1
395	не должно	1	1
396	бы быть	1	1
397	или если	1	1
398	для нее	2	1
399	возвращается к	1	1
400	тому что	2	1
401	она не	2	1
