N	2gram	Vygotskiy__4	Sovremen
1	не может	10	17
2	может быть	22	12
3	точки зрения	6	12
4	таким образом	13	11
5	мы не	5	9
6	в этом	28	7
7	не можем	3	7
8	и в	33	7
9	мы можем	5	6
10	ничего не	2	6
11	как и	5	6
12	и не	13	6
13	в результате	2	6
14	только одна	2	6
15	и наконец	2	5
16	все эти	6	5
17	прежде всего	2	5
18	с точки	4	5
19	в условиях	1	5
20	см рис	2	5
21	в дальнейшем	1	4
22	вопрос о	2	4
23	мы должны	6	4
24	в том	21	4
25	в целом	5	4
26	если мы	12	4
27	из них	4	4
28	так как	12	4
29	не только	7	4
30	как бы	25	4
31	вместе с	8	4
32	это не	6	4
33	точку зрения	1	4
34	их в	3	4
35	а в	4	4
36	жизни и	4	4
37	можем назвать	1	3
38	он может	2	3
39	в первом	1	3
40	с самого	5	3
41	на две	2	3
42	то же	9	3
43	ясно что	5	3
44	но мы	2	3
45	может не	1	3
46	все же	5	3
47	еще не	1	3
48	но в	2	3
49	мы получаем	1	3
50	в этой	9	3
51	в себе	6	3
52	уже в	2	3
53	как он	5	3
54	мы получим	3	3
55	что она	10	3
56	в одном	3	3
57	в конце	8	3
58	в нем	7	3
59	при этом	2	3
60	и мы	15	3
61	было бы	12	3
62	а не	6	3
63	и потому	2	3
64	этим мы	1	3
65	не в	2	3
66	все это	13	3
67	самого начала	5	3
68	при таком	3	3
69	одна из	4	3
70	для нас	7	3
71	и все	12	3
72	у нас	4	3
73	и к	2	3
74	когда мы	6	3
75	отличается от	1	3
76	к действию	1	3
77	как мы	4	2
78	свою очередь	1	2
79	и есть	4	2
80	тем же	1	2
81	все те	2	2
82	той же	4	2
83	времени и	2	2
84	каждого из	1	2
85	на этом	3	2
86	и даже	1	2
87	говорить о	3	2
88	и что	25	2
89	на их	1	2
90	и во	1	2
91	самом деле	12	2
92	в которую	1	2
93	в его	10	2
94	с совершенно	4	2
95	и будет	1	2
96	с этим	5	2
97	дает нам	1	2
98	только один	1	2
99	в самом	12	2
100	в которой	4	2
101	что это	13	2
102	в нашем	1	2
103	из этих	2	2
104	с одной	3	2
105	ни одна	1	2
106	так сказать	1	2
107	с другом	4	2
108	в виде	3	2
109	на его	1	2
110	мы знаем	2	2
111	всяком случае	3	2
112	у него	6	2
113	ее на	2	2
114	но все	2	2
115	то ни	1	2
116	что все	11	2
117	в некоторых	1	2
118	а на	2	2
119	на этот	3	2
120	такой же	2	2
121	в один	1	2
122	что такое	1	2
123	он должен	1	2
124	из которых	3	2
125	знаем что	4	2
126	он приводит	1	2
127	такого рода	1	2
128	друг с	4	2
129	о жизни	1	2
130	же мы	2	2
131	и именно	2	2
132	из четырех	1	2
133	мы видим	6	2
134	тот же	3	2
135	в свою	1	2
136	совершенно не	4	2
137	что при	2	2
138	же самое	6	2
139	что в	21	2
140	если же	1	2
141	в таком	4	2
142	во всяком	3	2
143	а может	1	1
144	должен быть	1	1
145	и это	5	1
146	оно может	1	1
147	ее объяснения	1	1
148	с жизнью	1	1
149	человека и	1	1
150	с ее	3	1
151	ним или	1	1
152	на другой	1	1
153	на самом	6	1
154	шаг за	3	1
155	это и	5	1
156	мы имели	1	1
157	между двумя	2	1
158	отношению к	1	1
159	так в	1	1
160	нас на	1	1
161	и до	3	1
162	не имеют	1	1
163	что такой	2	1
164	в мире	3	1
165	можно было	4	1
166	только тот	1	1
167	мы уже	5	1
168	те же	2	1
169	есть не	1	1
170	раз он	1	1
171	мы имеем	2	1
172	элементы и	1	1
173	же как	3	1
174	и всюду	1	1
175	проделать над	1	1
176	и наш	1	1
177	это только	1	1
178	мы в	3	1
179	если бы	10	1
180	и вообще	1	1
181	но такая	1	1
182	что иное	1	1
183	и действительно	1	1
184	отдельными частями	1	1
185	к началу	1	1
186	жизни которое	1	1
187	для нашей	2	1
188	построения в	1	1
189	и ни	1	1
190	или как	1	1
191	нечто совсем	1	1
192	то они	1	1
193	того же	1	1
194	о том	20	1
195	в ней	6	1
196	и та	2	1
197	красоты в	1	1
198	что каждый	1	1
199	утверждает что	4	1
200	она всегда	1	1
201	он сам	1	1
202	именно эти	1	1
203	иное как	1	1
204	быть в	1	1
205	же время	2	1
206	бы то	2	1
207	что его	3	1
208	это означало	3	1
209	его в	3	1
210	с его	2	1
211	во всех	2	1
212	в какой-нибудь	1	1
213	природы и	1	1
214	те или	1	1
215	должны искать	1	1
216	совсем не	1	1
217	но не	3	1
218	или иные	1	1
219	к этому	4	1
220	мы будем	5	1
221	но как	1	1
222	было совершенно	1	1
223	точка зрения	2	1
224	вся эта	1	1
225	перед глазами	1	1
226	при исследовании	1	1
227	если в	1	1
228	в конечном	1	1
229	конечном счете	1	1
230	по отношению	1	1
231	ним и	1	1
232	во всей	3	1
233	это сравнение	1	1
234	к концу	1	1
235	в ту	1	1
236	все время	24	1
237	идет о	3	1
238	независимо от	1	1
239	стороны и	1	1
240	к которому	1	1
241	к нему	1	1
242	против него	1	1
243	один из	2	1
244	одной из	1	1
245	это просто	2	1
246	ли он	2	1
247	в действительности	2	1
248	увидим что	3	1
249	только в	4	1
250	при каких	1	1
251	для ее	1	1
252	в этот	1	1
253	роль играет	1	1
254	через несколько	2	1
255	что свои	1	1
256	та же	3	1
257	к другому	1	1
258	форму этого	1	1
259	но ведь	1	1
260	промежуток времени	1	1
261	нами в	2	1
262	этот вопрос	4	1
263	конечно не	3	1
264	мы очень	1	1
265	и у	1	1
266	и те	1	1
267	только на	1	1
268	ни одного	2	1
269	должны еще	1	1
270	и если	9	1
271	что задача	1	1
272	чтобы он	2	1
273	он не	11	1
274	отдельных элементов	1	1
275	его и	2	1
276	и еще	1	1
277	себе в	1	1
278	и их	1	1
279	эти три	2	1
280	в корне	1	1
281	по существу	2	1
282	допустим что	2	1
283	сами по	3	1
284	у читателя	1	1
285	необходимо для	1	1
286	вовсе не	5	1
287	в скрытом	1	1
288	как его	1	1
289	но что	1	1
290	какой бы	3	1
291	одной и	2	1
292	в основу	3	1
293	это конечно	1	1
294	это значит	1	1
295	не из	1	1
296	уже совершенно	1	1
297	и только	7	1
298	не будет	4	1
299	факт что	1	1
300	совершенно невозможным	1	1
301	и может	5	1
302	в совершенно	1	1
303	что произошло	1	1
304	в другом	1	1
305	и сделал	1	1
306	одной стороны	3	1
307	и речи	1	1
308	до сих	3	1
309	с другой	2	1
310	на ее	2	1
311	самом конце	3	1
312	именно в	2	1
313	здесь в	3	1
314	по своим	1	1
315	уже знаем	3	1
316	исходным пунктом	1	1
317	этом смысле	1	1
318	но нам	1	1
319	должен был	3	1
320	на которые	1	1
321	в природе	1	1
322	его с	1	1
323	подчиняются тем	1	1
324	виде и	1	1
325	только одно	2	1
326	ни в	3	1
327	от другого	1	1
328	но уже	1	1
329	не было	3	1
330	рядом с	1	1
331	она и	1	1
332	остается еще	1	1
333	на которых	1	1
334	для своего	1	1
335	и вся	1	1
336	одна и	2	1
337	несмотря на	1	1
338	для чего	4	1
339	нам это	1	1
340	вопрос вы	1	1
341	на эту	1	1
342	должно быть	3	1
343	обратимся к	3	1
344	понятия и	1	1
345	в связи	1	1
346	путем и	1	1
347	том что	22	1
348	в эту	1	1
349	роль которую	1	1
350	но если	3	1
351	том как	3	1
352	новой для	1	1
353	так же	13	1
354	в такой	2	1
355	мы конечно	1	1
356	означало бы	3	1
357	что дело	1	1
358	почти не	1	1
359	пор в	1	1
360	тот факт	1	1
361	она в	1	1
362	что вся	1	1
363	вот пример	1	1
364	в первый	3	1
365	мы опять	1	1
366	по многим	1	1
367	от его	1	1
368	природы но	1	1
369	для объяснения	1	1
370	в течение	1	1
371	мы проследим	1	1
372	является только	1	1
373	и той	2	1
374	элемента из	1	1
375	и другую	3	1
376	совершенно иными	1	1
377	которые в	1	1
