N	2gram	Losev_Vlad_1	Dialekti
1	не есть	1	47
2	и не	17	30
3	может быть	6	20
4	не только	24	19
5	и в	31	19
6	и т	2	17
7	а не	1	16
8	в себе	4	15
9	т д	2	15
10	что она	2	14
11	потому что	11	14
12	то что	18	14
13	в том	11	14
14	так как	8	14
15	и даже	15	14
16	вовсе не	5	13
17	то же	6	12
18	точки зрения	2	12
19	не просто	1	12
20	но и	19	12
21	и все	4	12
22	и как	4	10
23	в нем	4	10
24	ни в	2	10
25	как и	4	10
26	том что	14	10
27	сказать что	7	10
28	так и	6	10
29	это не	1	10
30	никогда не	9	9
31	не может	6	9
32	она есть	1	9
33	мы уже	7	8
34	в этом	14	8
35	в своей	4	8
36	не в	5	8
37	есть нечто	1	8
38	личности в	1	8
39	она не	1	8
40	прежде всего	1	8
41	и то	10	7
42	есть не	1	7
43	время как	1	7
44	так что	10	7
45	и к	6	7
46	как это	7	7
47	и притом	3	7
48	но что	3	7
49	совершенно не	2	7
50	но это	3	7
51	что в	14	7
52	я не	4	6
53	но не	3	6
54	что они	3	6
55	отнюдь не	3	6
56	в то	8	6
57	и вообще	4	6
58	что он	12	6
59	конечно не	2	6
60	не потому	1	6
61	что не	1	6
62	того что	2	6
63	да и	4	6
64	личности и	1	6
65	жизни и	5	6
66	и потому	6	5
67	и это	2	5
68	в силу	1	5
69	жизнь и	3	5
70	иной раз	6	5
71	же время	4	5
72	и его	7	5
73	на свете	1	5
74	и с	14	5
75	о том	11	5
76	и что	6	5
77	можно сказать	6	5
78	но как	5	5
79	не мешает	1	5
80	что и	5	5
81	с другой	3	5
82	а именно	2	5
83	и пр	1	5
84	по своему	3	5
85	как раз	7	5
86	только что	2	5
87	в самом	2	5
88	только в	9	5
89	и есть	1	4
90	поэзии и	1	4
91	во мне	2	4
92	еще не	2	4
93	самом деле	1	4
94	тут же	7	4
95	за пределы	3	4
96	в одной	1	4
97	в своем	4	4
98	все же	3	4
99	только то	1	4
100	как он	4	4
101	и если	5	4
102	при этом	2	4
103	он не	10	4
104	и вот	3	4
105	содержит в	1	4
106	и по	8	4
107	одно и	1	4
108	таким образом	3	4
109	заключается в	1	4
110	а потом	1	4
111	нисколько не	2	4
112	в одном	1	4
113	но он	5	4
114	все это	5	4
115	с ним	5	4
116	по своей	4	4
117	связи с	1	4
118	в таком	1	4
119	в каком	2	4
120	не могут	1	4
121	есть только	1	4
122	это конечно	3	4
123	и когда	1	4
124	ясно что	2	4
125	к нему	4	4
126	и только	1	4
127	как нечто	1	4
128	вопрос об	1	4
129	уже в	7	4
130	ни с	4	4
131	одно из	1	4
132	то время	2	4
133	от того	1	4
134	в связи	3	4
135	в меру	2	4
136	хотя бы	2	4
137	а в	9	4
138	другой стороны	3	4
139	по одному	1	4
140	это и	2	3
141	как мы	9	3
142	что если	1	3
143	и тут	2	3
144	вопрос о	1	3
145	что иное	1	3
146	это время	3	3
147	иное как	1	3
148	в чем	2	3
149	себе и	1	3
150	в этой	4	3
151	кроме того	7	3
152	после этого	1	3
153	об этом	7	3
154	и почти	2	3
155	это было	6	3
156	и мы	2	3
157	было бы	2	3
158	уже знаем	1	3
159	мы имеем	1	3
160	и уже	1	3
161	и тогда	1	3
162	но я	3	3
163	в этих	1	3
164	что такое	2	3
165	но тут	1	3
166	и более	1	3
167	что этот	3	3
168	даже в	2	3
169	не менее	2	3
170	ничего не	3	3
171	в разных	1	3
172	или как	1	3
173	но только	3	3
