N	2gram	Losev_Prob_1	Psycholo
1	то что	42	44
2	и в	32	33
3	в этом	19	28
4	и что	9	25
5	как бы	14	25
6	все время	2	24
7	потому что	16	24
8	для того	8	23
9	том что	12	22
10	того чтобы	9	22
11	может быть	14	22
12	что в	12	21
13	в том	9	21
14	о том	11	20
15	что он	7	20
16	сейчас же	3	16
17	только что	2	15
18	как это	6	14
19	что это	3	13
20	таким образом	6	13
21	то есть	33	13
22	так же	9	13
23	и не	31	13
24	все это	7	13
25	сказать что	13	13
26	самом деле	6	12
27	в самом	6	12
28	было бы	8	12
29	к тому	3	12
30	и все	7	12
31	если мы	11	12
32	так как	11	12
33	он не	3	11
34	что все	3	11
35	говорит что	1	10
36	на то	8	10
37	что она	5	10
38	если бы	4	10
39	в его	6	10
40	не может	8	10
41	то же	10	9
42	в этой	10	9
43	и если	6	9
44	по себе	15	9
45	как раз	13	9
46	в конце	6	8
47	как будто	3	8
48	для этого	3	8
49	вместе с	2	8
50	в каком	3	8
51	показать что	1	7
52	в своем	5	7
53	раз в	1	7
54	не только	17	7
55	в нем	13	7
56	так что	6	7
57	и только	4	7
58	для нас	5	7
59	и т	11	6
60	на самом	6	6
61	в сущности	2	6
62	что они	3	6
63	перед нами	5	6
64	все эти	8	6
65	в себе	15	6
66	после этого	4	6
67	во время	1	6
68	точки зрения	3	6
69	но он	3	6
70	что эта	1	6
71	тому что	4	6
72	в самой	3	6
73	когда мы	8	6
74	же самое	9	6
75	никак не	4	6
76	это не	6	6
77	мы видим	2	6
78	а не	15	6
79	что мы	13	6
80	мы должны	5	6
81	как на	1	6
82	мы уже	5	5
83	мы не	2	5
84	и на	8	5
85	только после	2	5
86	о смерти	1	5
87	с этим	3	5
88	все же	1	5
89	и как	6	5
90	как он	4	5
91	и может	2	5
92	ясно что	3	5
93	как и	3	5
94	нисколько не	3	5
95	никогда не	7	5
96	и его	3	5
97	и это	9	5
98	мы будем	2	5
99	казалось бы	4	5
100	с ним	3	5
101	заключается в	1	5
102	что для	2	5
103	вовсе не	35	5
104	мы можем	4	5
105	и есть	6	4
106	той же	1	4
107	в которой	2	4
108	я не	1	4
109	не то	2	4
110	на нас	1	4
111	говорит о	3	4
112	том чтобы	1	4
113	не будет	2	4
114	это было	2	4
115	с тем	5	4
116	и уже	3	4
117	для чего	2	4
118	слова и	1	4
119	смысл и	3	4
120	в своей	8	4
121	знаем что	2	4
122	с точки	3	4
123	одна из	1	4
124	а в	4	4
125	у нас	14	4
126	так например	1	4
127	как мы	7	4
128	и о	8	4
129	можно было	3	4
130	об этом	10	4
131	о нем	3	4
132	утверждает что	1	4
133	не просто	23	4
134	того что	7	4
135	этот вопрос	1	4
136	только в	7	4
137	и так	2	4
138	себя в	1	4
139	в жизни	3	4
140	при помощи	13	4
141	и других	1	4
142	из них	3	4
