N	3gram	Vinokur_Ku_1	Formalny
1	с точки зрения	9	14
2	не может быть	3	14
3	на самом деле	2	12
4	в то же	2	7
5	то же время	2	7
6	во всяком случае	5	6
7	и т д	14	6
8	и т п	18	5
9	в зависимости от	5	5
10	с другой стороны	6	5
11	а вовсе не	1	4
12	в самом деле	7	4
13	в связи с	3	4
14	в большинстве случаев	1	4
15	для того чтобы	15	4
16	потому что он	1	3
17	по отношению к	8	3
18	в этом отношении	5	3
19	вместе с тем	3	3
20	в том что	15	3
21	в этом смысле	3	2
22	о том как	3	2
23	мы увидим что	2	2
24	и в то	1	2
25	сами по себе	1	2
26	в отличие от	1	2
27	лишь тогда когда	1	2
28	можно только в	1	2
29	социального общения и	2	2
30	т е с	1	2
31	так и в	2	2
32	вовсе не в	1	2
33	между ними и	1	2
34	к тому что	2	2
35	тем не менее	4	2
36	дело не в	1	2
37	смысле этого слова	1	2
38	сводится к следующему	1	1
39	и того же	2	1
40	так и не	1	1
41	и даже в	1	1
42	между ними как	1	1
43	что в этом	1	1
44	сводится к тому	2	1
45	лишь в той	1	1
46	в действительности и	1	1
47	иметь в виду	1	1
48	вовсе не есть	1	1
49	т е она	1	1
50	речи вовсе не	1	1
51	у нас все	2	1
52	имеем в виду	1	1
53	что в данном	1	1
54	в настоящее время	1	1
55	т е не	1	1
56	свое выражение в	1	1
57	в этом случае	2	1
58	что же касается	4	1
59	же касается до	1	1
60	можно и должно	1	1
61	но не менее	1	1
62	тот или иной	1	1
63	того как мы	1	1
64	социальной жизни в	1	1
65	хотя бы и	2	1
66	между собою в	1	1
67	т е когда	2	1
68	но для этого	1	1
69	в собственном смысле	1	1
70	с тем что	1	1
71	т п т	1	1
72	говорить о языке	1	1
73	к тому чтобы	1	1
74	всяком случае ясно	1	1
75	в той мере	5	1
76	а то и	1	1
77	в противном случае	1	1
78	с этой точки	1	1
79	до сих пор	4	1
80	так или иначе	2	1
81	в это время	1	1
82	и тогда когда	3	1
83	таким образом есть	1	1
84	от того что	1	1
85	в пределах данного	1	1
86	т е в	2	1
87	так же как	1	1
88	с их помощью	1	1
89	не потому что	3	1
90	случае ясно что	1	1
91	не только в	1	1
92	в самом процессе	1	1
93	с одной стороны	1	1
94	можно говорить как	1	1
95	можно говорить о	1	1
96	если бы в	1	1
97	отсюда следует что	2	1
98	пр и пр	1	1
99	и вместе с	1	1
100	о языке как	3	1
101	с так называемым	1	1
102	мере того как	3	1
103	вовсе не потому	1	1
104	не в том	4	1
105	каждая эпоха имеет	1	1
106	это не значит	1	1
107	если они не	1	1
108	собственном смысле слова	1	1
109	мере в какой	5	1
110	язык как система	1	1
111	языке как о	1	1
112	все то что	1	1
113	потому что они	1	1
114	между тем как	1	1
115	и пр и	1	1
116	этой точки зрения	2	1
117	о том что	5	1
118	того или иного	3	1
119	и все же	1	1
120	ни в каком	1	1
121	не в качестве	1	1
122	можно было бы	3	1
123	в ее целом	1	1
124	и в самом	2	1
125	когда говорят о	1	1
126	той или иной	1	1
127	является с одной	1	1
128	но все же	2	1
129	связи с общим	1	1
130	совершенно прав когда	1	1
131	мы имеем в	1	1
132	на то что	2	1
133	язык в его	1	1
134	одного и того	2	1
135	а вместе с	1	1
136	в этих случаях	1	1
137	этого слова и	1	1
138	что этот закон	1	1
139	т е о	2	1
140	тех или иных	1	1
141	п т е	1	1
142	той мере в	5	1
143	по мере того	3	1
