N	3gram	Vinokur_St_3	Myshleni
1	в том что	11	31
2	заключается в том	2	14
3	с точки зрения	4	11
4	с одной стороны	2	9
5	в этом смысле	4	8
6	с другой стороны	4	8
7	то же самое	1	7
8	в этом отношении	4	7
9	в собственном смысле	1	7
10	в самом деле	1	6
11	можно было бы	1	5
12	не только не	1	5
13	для того чтобы	1	5
14	и той же	1	4
15	с этой точки	1	4
16	одной и той	1	4
17	этой точки зрения	1	4
18	собственном смысле этого	1	4
19	на то что	3	4
20	состоит в том	3	3
21	с первого взгляда	1	3
22	вместе с тем	1	3
23	между тем как	2	3
24	с тем что	3	3
25	во всяком случае	4	3
26	в связи с	3	3
27	то обстоятельство что	5	3
28	о том что	4	3
29	речь идет о	1	3
30	в том виде	1	2
31	но так как	1	2
32	так как в	1	2
33	не может не	1	2
34	именно то что	1	2
35	в его развитии	1	2
36	но и в	2	2
37	не знает что	1	2
38	а с другой	2	2
39	тем что мы	1	2
40	в этой области	2	2
41	в том чтобы	2	2
42	в какой степени	1	2
43	все более и	2	2
44	в свое время	1	2
45	в свою очередь	1	2
46	более и более	2	2
47	и в результате	1	2
48	в том смысле	2	2
49	как мы видели	1	2
50	я думаю что	1	1
51	является как раз	1	1
52	том отношении что	1	1
53	самого последнего времени	1	1
54	одних и тех	1	1
55	это не может	1	1
56	потому что в	1	1
57	прежде всего в	3	1
58	виде в каком	1	1
59	не говоря уже	1	1
60	на самом деле	1	1
61	он может быть	1	1
62	которые вместе с	1	1
63	том виде в	1	1
64	и на том	1	1
65	принять во внимание	1	1
66	в поле зрения	1	1
67	никакого сомнения в	1	1
68	до сих пор	2	1
69	находит свое выражение	1	1
70	и тех же	1	1
71	свидетельствуют о том	1	1
72	сказать что они	1	1
73	говоря уже о	1	1
74	и тем что	1	1
75	ни в какой	1	1
76	и в частности	1	1
77	к тому что	2	1
78	том что здесь	2	1
79	целым рядом других	1	1
80	то время как	4	1
81	зрения согласно которой	1	1
82	может быть не	1	1
83	мы видели уже	1	1
84	не только в	3	1
85	в конце концов	3	1
86	благодаря тому что	1	1
87	он говорит что	1	1
88	в такой же	1	1
89	знак равенства между	1	1
90	то что эти	1	1
91	в том отношении	1	1
92	сомнения в том	1	1
93	не может быть	5	1
94	не только у	1	1
95	это находит свое	1	1
96	на вопрос о	1	1
97	в то время	4	1
98	то что в	1	1
99	в этом же	1	1
100	тем что в	2	1
101	том смысле что	1	1
102	и которые в	1	1
103	с самого начала	2	1
104	вопрос о том	1	1
105	тогда когда мы	1	1
106	но все же	2	1
107	можно сказать что	1	1
108	если принять во	1	1
109	а не на	1	1
110	но на самом	1	1
111	и что он	1	1
112	тем не менее	2	1
113	до самого последнего	1	1
114	теряет свою силу	1	1
115	том что он	1	1
116	по мере его	1	1
117	мы сталкиваемся с	1	1
118	только тогда когда	2	1
119	в том же	1	1
120	этого слова в	1	1
