N	2gram	Bakhtin_Fr_2	Marksizm
1	может быть	5	28
2	и в	49	19
3	как бы	11	19
4	и не	15	19
5	не может	7	18
6	точки зрения	6	17
7	то же	7	16
8	и его	17	16
9	как мы	7	15
10	в этом	15	15
11	языка и	1	15
12	в сущности	8	14
13	так сказать	1	14
14	таким образом	7	14
15	лишь в	4	14
16	не только	17	13
17	с точки	5	13
18	связи с	2	13
19	в нем	9	11
20	если бы	1	11
21	вовсе не	10	11
22	не в	1	10
23	так и	6	10
24	и т.п	11	10
25	но и	13	10
26	в пределах	2	10
27	том что	4	10
28	самом деле	1	9
29	при этом	5	9
30	как и	11	9
31	для него	9	9
32	а не	1	9
33	с его	5	8
34	по отношению	1	8
35	в то	6	8
36	же время	6	8
37	только в	13	8
38	слова в	1	8
39	не является	1	8
40	отношению к	1	8
41	на самом	2	7
42	его в	1	7
43	и более	4	7
44	одна из	4	7
45	никогда не	5	7
46	в том	3	7
47	прежде всего	19	7
48	в связи	2	7
49	и для	1	7
50	но в	4	7
51	мы уже	6	6
52	и значение	2	6
53	во всех	6	6
54	и как	1	6
55	в самом	3	6
56	ни в	3	6
57	в смысле	2	6
58	того чтобы	2	6
59	к тому	1	6
60	для того	1	6
61	и следовательно	2	6
62	мы можем	2	6
63	более того	1	6
64	с помощью	1	6
65	и все	3	6
66	хотя бы	1	6
67	в свою	1	6
68	того же	1	5
69	и на	17	5
70	все же	7	5
71	выражение в	5	5
72	является не	1	5
73	на этой	2	5
74	в их	2	5
75	с самого	1	5
76	и здесь	1	5
77	к нему	3	5
78	в его	18	5
79	в форме	4	5
80	в большинстве	1	5
81	большинстве случаев	1	5
82	совершенно не	2	5
83	к этому	1	5
84	так же	2	5
85	тем же	1	4
86	должна быть	1	4
87	и ее	1	4
88	как если	1	4
89	вполне понятно	2	4
90	конечно не	1	4
91	только на	1	4
92	в себе	4	4
93	на то	2	4
94	в единстве	1	4
95	значение в	4	4
96	в данной	1	4
97	это не	1	4
98	было бы	3	4
99	мы видели	3	4
100	в отношении	2	4
101	ничего не	2	4
102	и т.д	2	4
103	для себя	1	4
104	по мере	1	4
105	того что	1	4
106	в формах	2	4
107	с ними	1	4
108	что он	3	4
109	и их	1	4
110	речь и	2	4
111	как раз	1	4
112	влияние на	1	4
113	связь с	3	4
114	в основном	5	4
115	бы в	1	4
116	то что	6	4
117	сказать что	6	4
118	и то	1	3
119	в котором	1	3
120	и до	4	3
121	на материале	2	3
122	в ней	2	3
123	еще не	2	3
124	французском языке	1	3
125	в ее	3	3
126	менее всего	3	3
127	иногда и	1	3
128	за пределы	2	3
129	относится к	5	3
130	чем же	1	3
131	в истории	6	3
132	перед нами	1	3
133	все эти	7	3
134	учение о	2	3
135	в этой	10	3
136	нами в	1	3
137	он не	1	3
138	в корне	1	3
139	здесь мы	1	3
140	в другом	2	3
141	той же	1	3
142	в этих	4	3
143	в своей	5	3
144	в устах	2	3
145	а иногда	1	3
146	для всего	1	3
147	они являются	2	3
148	могут быть	2	3
149	не есть	1	3
150	и это	3	3
151	значения и	1	3
152	на основе	2	3
153	громадное значение	2	3
154	о том	3	3
155	что и	1	3
156	слов и	1	3
157	одной из	2	3
158	в какой	1	3
159	с одной	3	3
160	в качестве	2	3
161	его из	1	3
162	характерно что	2	3
163	так как	6	3
164	же деле	1	3
165	до сих	4	3
166	с другой	4	3
167	связано с	2	3
168	не было	4	3
169	одной стороны	3	3
170	со всею	1	3
171	да и	3	3
172	для понимания	2	3
173	мы сказали	2	3
174	самом же	1	3
175	и от	1	3
176	сих пор	4	3
177	не существует	1	3
178	сознания и	2	3
179	в различных	1	3
180	а в	4	3
181	слово и	1	3
182	во всяком	2	3
183	отношения к	4	2
184	одним из	2	2
185	связана с	3	2
186	выражения в	1	2
187	собственном смысле	2	2
188	почти исключительно	1	2
189	конечно и	1	2
190	мы здесь	2	2
191	и он	1	2
192	и самого	1	2
193	он был	2	2
194	значение и	1	2
195	что они	2	2
196	в собственном	3	2
197	в одной	1	2
198	независимо от	1	2
199	стороны и	1	2
200	в своем	5	2
201	более и	1	2
202	вступает в	1	2
203	от этого	1	2
204	в нашем	2	2
205	бы не	1	2
206	в тех	2	2
207	т.е не	1	2
208	понимания и	1	2
209	из него	1	2
210	значительной степени	2	2
211	этом последнем	1	2
212	и с	6	2
213	на все	3	2
214	то есть	32	2
215	этих форм	1	2
216	на протяжении	7	2
217	в жизни	4	2
218	всем этим	1	2
219	рядом с	6	2
220	далеко не	3	2
221	разобранные нами	1	2
222	можем сказать	1	2
223	и потому	5	2
224	всегда и	1	2
225	он и	1	2
226	основные линии	1	2
227	место в	3	2
228	точку зрения	2	2
229	совершенно иначе	1	2
230	но они	3	2
231	на языке	2	2
232	и почти	1	2
233	диалога в	2	2
234	в тесной	1	2
235	как о	1	2
236	и пытается	1	2
237	в коем	1	2
238	или как	1	2
239	нам важно	1	2
240	только с	3	2
241	тесной связи	1	2
242	и именно	1	2
243	должен быть	1	2
244	и о	4	2
245	степени в	1	2
246	являются лишь	1	2
247	поэтому в	1	2
248	и даже	2	2
249	другими словами	3	2
250	в значительной	3	2
251	лишь как	2	2
252	ее от	1	2
253	всяком случае	2	2
254	свое наиболее	1	2
255	более глубокие	1	2
256	мы вовсе	1	2
257	но не	5	2
258	коем случае	1	2
259	они могут	1	2
260	эти моменты	1	2
261	и у	1	2
262	уже в	5	2
263	в виде	1	2
264	мы знаем	1	2
265	привела к	1	2
266	у него	2	2
267	тем что	4	2
268	даже и	2	2
269	бы это	1	2
270	в особенности	5	2
271	и речи	1	2
272	именно в	6	2
273	здесь в	6	2
274	и прежде	2	2
275	что не	1	2
276	до конца	2	2
277	не на	1	2
278	о чем	3	2
279	мы встречаем	1	2
280	все более	1	2
281	вместе с	2	2
282	и особенно	3	2
283	ко всем	1	2
284	xix века	2	2
285	там где	4	2
286	новые стороны	1	2
287	того или	1	2
288	в начале	5	2
289	в более	1	2
290	на что-то	1	2
291	т.е к	1	2
292	такое понимание	1	2
293	и внешней	1	2
294	еще более	1	2
295	во французском	1	2
296	а ведь	1	2
297	или иного	1	2
298	и xviii	2	2
299	жизни и	7	2
300	что в	2	2
301	и эта	2	2
302	как на	4	2
303	понимания ни	1	1
304	как известно	2	1
305	то на	1	1
306	также и	3	1
307	например в	1	1
308	xvii века	9	1
309	и действительно	1	1
310	человека и	3	1
311	в разные	1	1
312	дело вовсе	1	1
313	с целым	1	1
314	и объяснение	1	1
315	проникает в	1	1
316	что эти	1	1
317	к созданию	1	1
318	случае нельзя	1	1
319	с темой	1	1
320	о так	1	1
321	входящих в	1	1
322	и за	2	1
323	здесь господствует	1	1
324	он игнорирует	1	1
325	это совершенно	1	1
326	не делает	1	1
327	бы что	1	1
328	что уже	1	1
329	сущности это	1	1
330	почти все	3	1
331	и стиль	1	1
332	этого целого	1	1
333	частным и	1	1
334	мы и	1	1
335	и со	3	1
336	начало и	1	1
337	и грубое	1	1
338	изжить себя	1	1
339	дать ему	1	1
340	по линии	1	1
341	в покое	1	1
342	значении и	1	1
343	время в	1	1
344	и человеческой	1	1
345	существенного для	1	1
346	из этих	5	1
347	видели что	1	1
348	точка зрения	3	1
349	формы художественного	1	1
350	только тогда	1	1
351	вступают в	1	1
352	на тот	1	1
353	же цели	1	1
354	в центре	1	1
355	как в	1	1
356	чем мы	2	1
357	дает нам	2	1
358	в художественном	2	1
359	и где	1	1
360	а чисто	1	1
361	и абстрактный	1	1
362	характер носит	1	1
363	и наконец	1	1
364	об истории	1	1
365	идеологии и	1	1
366	рядом друг	1	1
367	что слово	2	1
368	где все	1	1
369	для которого	3	1
370	сливается с	1	1
371	к чему	1	1
372	в которой	1	1
373	время это	1	1
374	формы в	1	1
375	бы с	1	1
376	отчасти и	2	1
377	с их	6	1
378	быть живым	1	1
379	элементов в	1	1
380	всем его	1	1
381	как готовое	1	1
382	не могла	1	1
383	низ и	2	1
384	этот процесс	4	1
385	главным образом	1	1
386	нашей терминологии	1	1
387	но именно	3	1
388	перестает быть	2	1
389	всех этих	3	1
390	в первую	2	1
391	в силу	1	1
392	и вот	3	1
393	исторических эпох	1	1
394	всех своих	1	1
395	так например	2	1
396	понимание и	1	1
397	в нее	1	1
398	конечно от	1	1
399	в основу	1	1
400	но все	4	1
401	время эти	1	1
402	касается до	1	1
403	было конечно	2	1
404	связанные с	2	1
405	в совершенно	1	1
406	сознание и	1	1
