N	3gram	Vinokur_St_3	Dialekti
1	и т д	2	19
2	с точки зрения	4	12
3	в том что	11	7
4	сам по себе	1	6
5	то же время	3	4
6	можно было бы	1	4
7	по крайней мере	4	4
8	с другой стороны	4	4
9	на то что	3	4
10	в то же	3	4
11	потому что он	2	3
12	более или менее	1	3
13	в этом смысле	4	3
14	в конце концов	3	3
15	и в этом	2	3
16	иметь в виду	1	3
17	не может быть	5	3
18	можно сказать что	1	3
19	той или иной	1	3
20	то что я	2	2
21	на самом деле	1	2
22	до сих пор	2	2
23	в этом отношении	4	2
24	и т п	6	2
25	и в частности	1	2
26	с одной стороны	2	2
27	несет на себе	1	2
28	прежде всего необходимо	1	2
29	ни на что	1	2
30	во всяком случае	4	2
31	же можно сказать	1	2
32	о том что	4	2
33	и ни в	1	2
34	к тому что	2	2
35	можно сравнить с	1	1
36	а потому что	2	1
37	как например в	4	1
38	в той или	1	1
39	в чем же	1	1
40	то время как	4	1
41	и той же	1	1
42	об этом не	1	1
43	в самом деле	1	1
44	так или иначе	1	1
45	т е не	1	1
46	того или другого	1	1
47	что же касается	1	1
48	что ни в	1	1
49	то же можно	1	1
50	отчет в том	1	1
51	и больше ничего	1	1
52	именно то что	1	1
53	да еще и	1	1
54	в каком смысле	2	1
55	вместе с ним	1	1
56	но это не	3	1
57	люди и в	1	1
58	из них есть	1	1
59	и не в	2	1
60	из уст его	1	1
61	и тем не	2	1
62	ни в какой	1	1
63	что это за	2	1
64	никогда не был	1	1
65	не потому что	1	1
66	в том чтобы	2	1
67	в то время	4	1
68	по большей части	1	1
69	во всех этих	2	1
70	с ним и	1	1
71	не в том	3	1
72	его отношении к	1	1
73	в связи с	3	1
74	то что он	1	1
75	может быть связано	1	1
76	во главе с	1	1
77	в этом и	1	1
78	я имею в	1	1
79	но так как	1	1
80	связи с этим	1	1
81	же самое и	1	1
82	идее а не	1	1
83	о которых я	2	1
84	нельзя сказать что	2	1
85	но в конце	1	1
86	том что именно	1	1
87	имею в виду	1	1
88	было бы совершенно	2	1
89	точки зрения своей	1	1
90	было бы утверждать	1	1
91	бы утверждать что	1	1
92	с самого начала	2	1
93	он не имеет	1	1
94	чтобы понять смысл	1	1
95	отношении его к	1	1
96	что это есть	2	1
97	но все же	2	1
98	ко всему этому	1	1
99	и может быть	1	1
100	одной и той	1	1
101	том что такое	1	1
102	думать что все	1	1
103	тем не менее	2	1
104	дело не в	1	1
105	для того чтобы	1	1
106	что если бы	2	1
107	то же самое	1	1
108	не заметить что	1	1
