N	2gram	Vygotskiy__4	Myslijsy
1	потому что	24	46
2	то есть	13	34
3	в том	21	32
4	и в	33	30
5	может быть	22	28
6	то же	9	23
7	не только	7	21
8	только в	4	21
9	для нас	7	20
10	но и	3	19
11	того что	4	18
12	том что	22	18
13	то что	44	18
14	что в	21	17
15	в себе	6	16
16	по себе	9	16
17	и не	13	15
18	не в	2	15
19	в сознании	1	15
20	а не	6	15
21	таким образом	13	14
22	что и	3	13
23	так как	12	13
24	если бы	10	12
25	вместе с	8	12
26	а в	4	12
27	точно так	3	12
28	так и	3	11
29	что оно	3	11
30	этого слова	3	11
31	есть уже	1	11
32	как в	3	10
33	в этом	28	10
34	в душе	1	10
35	как и	5	10
36	в то	3	10
37	и что	25	10
38	мы не	5	9
39	из этих	2	9
40	в нем	7	9
41	было бы	12	9
42	тогда когда	1	9
43	между тем	1	9
44	для него	1	9
45	и то	2	8
46	в ней	6	8
47	в самом	12	8
48	что не	4	8
49	что мы	6	8
50	только что	15	8
51	есть не	1	7
52	с одной	3	7
53	но не	3	7
54	с тем	4	7
55	и без	1	7
56	тем самым	3	7
57	тем что	3	7
58	как мы	4	7
59	так что	7	7
60	слова в	1	7
61	вовсе не	5	7
62	с другой	2	7
63	смысле этого	3	7
64	к тому	12	7
65	например в	3	6
66	то это	3	6
67	с этим	5	6
68	же с	1	6
69	художественное произведение	1	6
70	с ним	5	6
71	не имеет	2	6
72	указывает на	3	6
73	те же	2	6
74	что он	20	6
75	из них	4	6
76	душевной жизни	1	6
77	не может	10	6
78	что только	1	6
79	но это	1	6
80	человека и	1	5
81	художественного произведения	1	5
82	сам по	2	5
83	на деле	1	5
84	и т	6	5
85	еще не	1	5
86	по отношению	1	5
87	независимо от	1	5
88	в своем	7	5
89	и как	5	5
90	думать что	2	5
91	не следует	1	5
92	в них	2	5
93	же время	2	5
94	к ней	1	5
95	как на	6	5
96	в каком	8	5
97	мысль о	1	5
98	уже в	2	5
99	одно из	2	5
100	очевидно что	1	5
101	есть только	2	5
102	тому как	2	5
103	отношению к	1	5
104	должно быть	3	5
105	слова и	4	5
106	сказать что	13	5
107	в действительности	2	5
108	говоря о	1	4
109	тем же	1	4
110	столь же	2	4
111	не все	2	4
112	относится к	1	4
113	что именно	3	4
114	не было	3	4
115	что это	13	4
116	бы не	2	4
117	он не	11	4
118	одной и	2	4
119	в один	1	4
120	в котором	2	4
121	того как	1	4
122	и его	5	4
123	до того	1	4
124	по поводу	4	4
125	для того	23	4
126	на это	1	4
127	и это	5	4
128	то время	2	4
129	в его	10	4
130	один из	2	4
131	что даже	1	4
132	далеко не	3	4
133	и между	1	4
134	себя и	1	4
135	что для	5	4
136	b с	4	4
137	и потому	2	4
138	для понимания	2	4
139	все это	13	4
140	в смысле	1	4
141	для мысли	1	4
142	этот образ	1	4
143	и от	2	4
144	мы должны	6	4
145	слово в	2	4
146	другой стороны	2	4
147	была бы	2	4
148	а b	4	4
149	и есть	4	3
150	в первом	1	3
151	действительности и	1	3
152	говорить о	3	3
153	с но	3	3
154	бы ни	1	3
155	и на	5	3
156	в чем	1	3
157	не то	4	3
158	дает нам	1	3
159	не можем	3	3
160	в простом	1	3
161	в целом	5	3
162	что она	10	3
163	при этом	2	3
164	смотреть как	1	3
165	т д	2	3
166	не будет	4	3
167	что все	11	3
168	и может	5	3
169	его в	3	3
170	художественном произведении	1	3
171	как бы	25	3
172	место в	2	3
173	что при	2	3
174	образом и	1	3
175	тому что	6	3
176	на него	4	3
177	тогда и	1	3
178	образом в	2	3
179	того чтобы	22	3
180	есть к	1	3
181	ни о	1	3
182	содержание в	1	3
183	свою очередь	1	3
184	или в	1	3
185	том как	3	3
186	в словах	2	3
187	и вообще	1	3
188	со стороны	2	3
189	никак не	6	3
190	можно сказать	2	3
191	к другой	2	3
192	это было	4	3
193	к нему	1	3
194	вслед за	3	3
195	слова для	1	3
196	же и	1	3
197	есть в	1	3
198	только на	1	3
199	за ним	1	3
200	никто не	4	3
201	прежде всего	2	3
202	мы можем	5	3
203	и вместе	1	3
204	до сих	3	3
205	именно в	2	3
206	от другого	1	3
207	одной стороны	3	3
208	только от	1	3
209	там где	1	3
210	связь с	5	3
211	так же	13	3
212	за тем	1	3
213	самого себя	1	3
214	чувства и	1	3
215	сих пор	3	3
216	все остальные	1	3
217	тем и	2	3
218	это можно	1	3
219	и все	12	3
220	в свою	1	3
221	в которой	4	3
222	в искусстве	2	3
223	к этому	4	3
224	в таком	4	3
225	нельзя же	1	2
226	таком случае	1	2
227	самом деле	12	2
228	это и	5	2
229	нам кажется	2	2
230	и до	3	2
231	в их	2	2
232	мы уже	5	2
233	той же	4	2
234	он как	1	2
235	не столько	1	2
236	все в	1	2
237	себе что	1	2
238	именно эти	1	2
239	мы назвали	1	2
240	это сравнение	1	2
241	за пределы	1	2
242	что они	6	2
243	но без	1	2
244	нечто вроде	1	2
245	сама по	3	2
246	этой стороны	1	2
247	все же	5	2
248	и той	2	2
249	целый ряд	5	2
250	со своей	1	2
251	та же	3	2
252	так или	1	2
253	в этой	9	2
254	на то	10	2
255	не могла	1	2
256	так сказать	1	2
257	и если	9	2
258	на его	1	2
259	слово это	1	2
260	что должно	1	2
261	и почему	2	2
262	с таким	2	2
263	из него	1	2
264	подобно тому	1	2
265	что ни	2	2
266	но все	2	2
267	могла бы	4	2
268	бы быть	1	2
269	на все	2	2
270	форму то	1	2
271	ни в	3	2
272	несмотря на	1	2
273	еще все	1	2
274	понятия и	1	2
275	именно то	1	2
276	но никак	1	2
277	во время	6	2
278	точки зрения	6	2
279	в своей	4	2
280	что такое	1	2
281	а как	2	2
282	во времена	1	2
283	в которых	3	2
284	мысли и	1	2
285	бы мы	3	2
286	заставляет нас	2	2
287	т п	3	2
288	их в	3	2
289	даже в	2	2
290	что есть	1	2
291	что эта	6	2
292	она не	3	2
293	что с	1	2
294	но только	1	2
295	только не	2	2
296	такая же	1	2
297	из того	1	2
298	в живой	1	2
299	когда мы	6	2
300	от этого	3	2
301	его с	1	2
302	от нее	1	2
303	мысли о	2	2
304	в нас	1	2
305	так например	4	2
306	ничего общего	1	2
307	и о	4	2
308	в ее	2	2
309	так в	1	2
310	каждого из	1	2
311	и с	2	2
312	об этом	4	2
313	о том	20	2
314	и та	2	2
315	но мы	2	2
316	должно было	2	2
317	от него	1	2
318	что поэт	2	2
319	природы и	1	2
320	и мы	15	2
321	как ее	1	2
322	с здесь	1	2
323	которое было	1	2
324	мы видим	6	2
325	мысли об	1	2
326	одной из	1	2
327	в какой	5	2
328	которое мы	1	2
329	но как	1	2
330	тому какое	1	2
331	в природе	1	2
332	том чтобы	4	2
333	от одной	2	2
334	связи с	2	2
335	видеть что	1	2
336	в виде	3	2
337	был бы	3	2
338	заключить что	2	2
339	в одном	3	2
340	но что	1	2
341	у него	6	2
342	принять и	1	2
343	и даже	1	2
344	не один	1	2
345	только один	1	2
346	а с	2	2
347	у меня	1	2
348	эти слова	3	2
349	перейти от	1	2
350	остается только	1	2
351	нет ни	3	2
352	он говорит	3	2
353	слов в	2	2
354	быть не	2	2
355	с этой	4	2
356	еще раз	3	2
357	и действия	1	2
358	перед нами	6	2
359	на слово	1	2
360	из себя	1	2
361	бы в	1	2
362	скажем что	1	2
363	и наконец	2	2
364	на нас	4	2
365	же в	1	2
366	прибавлять что	1	2
367	в свой	1	2
368	жизни и	4	2
369	это в	4	2
370	а под	1	1
371	как говорят	1	1
372	внешние причины	1	1
373	переходит к	1	1
374	не остается	1	1
375	все остальное	2	1
376	на самом	6	1
377	словами и	1	1
378	к своей	3	1
379	и должны	1	1
380	так относится	1	1
381	из его	2	1
382	что эти	2	1
383	мать и	2	1
384	едва ли	2	1
385	с прежним	1	1
386	сказать с	1	1
387	его не	2	1
388	человеческой природы	2	1
389	что если	3	1
390	которую мы	1	1
391	в первый	3	1
392	совершает в	1	1
393	вопрос о	2	1
394	имеет свою	1	1
395	взятых из	1	1
396	нас это	2	1
397	в сущности	6	1
398	одной только	1	1
399	время как	2	1
400	отдельных частей	1	1
401	как я	3	1
402	и со	1	1
403	и заставляет	1	1
404	того же	1	1
405	и он	3	1
406	всех сторон	1	1
407	чем то	1	1
408	его душевной	1	1
409	видеть не	1	1
410	он сам	1	1
411	это возможно	1	1
412	бы то	2	1
413	остались бы	1	1
414	без всякого	2	1
415	с его	2	1
416	же самые	2	1
417	только после	5	1
418	такого что	1	1
419	предположим что	1	1
420	так для	1	1
421	от его	1	1
422	он может	2	1
423	совсем не	1	1
424	самым мы	1	1
425	легко может	1	1
426	заметим что	1	1
427	если в	1	1
428	прибавим к	1	1
429	а через	1	1
430	себе и	2	1
431	в зеркале	1	1
432	в порядке	4	1
433	ведь мы	1	1
434	и чем	1	1
435	эстетическое значение	1	1
436	в настоящем	1	1
437	которые не	1	1
438	же мало	1	1
439	нее все	1	1
440	и я	1	1
441	или действие	1	1
442	в истории	1	1
443	первый взгляд	1	1
444	стороны и	1	1
445	в художественном	2	1
446	совершенно другой	2	1
447	о жизни	1	1
448	что ее	2	1
449	что касается	2	1
450	такой который	1	1
451	мы тем	1	1
452	мы выше	1	1
453	когда он	7	1
454	могли бы	2	1
455	имеет в	1	1
456	увидим что	3	1
457	есть действительность	1	1
458	но в	2	1
459	роль играет	1	1
460	и конечно	2	1
461	из жизни	1	1
462	формы в	1	1
463	все эти	6	1
464	если мы	12	1
465	все силы	1	1
466	такое значение	1	1
467	звуков а	1	1
468	смысла но	1	1
469	говорит не	2	1
470	мы чувствуем	1	1
471	о ее	5	1
472	тому же	3	1
473	как он	5	1
474	двух других	1	1
475	что одна	1	1
476	с чем	2	1
477	главным образом	1	1
478	после этого	6	1
479	идет от	1	1
480	имело бы	1	1
481	он должен	1	1
482	есть та	1	1
483	в корне	1	1
484	и вот	6	1
485	кажется нам	3	1
486	под конец	2	1
487	производит на	1	1
488	с мечом	1	1
489	будем говорить	1	1
490	может понять	2	1
491	что нельзя	1	1
492	в нее	2	1
493	с такими	1	1
494	такого же	1	1
495	одной точки	1	1
496	повторяет в	1	1
497	здесь мы	3	1
498	не станем	1	1
499	его произведения	1	1
500	тем в	1	1
501	вывести из	1	1
502	в совершенно	1	1
503	в мире	3	1
504	и сделал	1	1
505	об этой	1	1
506	что мне	1	1
507	них не	1	1
508	не постоянно	1	1
509	знает что	2	1
510	заключается в	5	1
511	те или	1	1
512	которого не	1	1
513	искусства в	1	1
514	со всех	1	1
515	это не	6	1
516	лицо в	1	1
517	много такого	1	1
518	в жизни	4	1
519	кажется что	2	1
520	только одно	2	1
521	соображения и	1	1
522	в минуту	1	1
523	она и	1	1
524	одна и	2	1
525	нигде не	1	1
526	для чего	4	1
527	себе говорит	1	1
528	идеи с	1	1
529	нам не	1	1
530	с такой	2	1
531	и было	1	1
532	форма и	1	1
533	это нечто	1	1
534	нисколько не	5	1
535	в этих	1	1
536	мы как	1	1
537	вещи в	1	1
538	в связь	1	1
539	та что	1	1
540	но если	3	1
541	которая имеет	1	1
542	как все	4	1
543	в такой	2	1
544	с точки	4	1
545	другим как	1	1
546	что до	1	1
547	знаем что	4	1
548	всякий раз	6	1
549	этой жизни	4	1
550	в обыкновенном	1	1
551	которые в	1	1
552	начнем с	1	1
553	может значить	1	1
554	другом и	2	1
555	но он	6	1
556	без всяких	1	1
557	и более	1	1
558	что этот	3	1
559	образ не	1	1
560	верно потому	1	1
561	b а	1	1
562	своим героям	1	1
563	после такого	1	1
564	исследования в	1	1
565	самостоятельное существование	1	1
566	и другое	2	1
567	с то	1	1
568	ее с	4	1
569	мысли которые	1	1
570	которого он	1	1
571	дает только	1	1
572	и именно	2	1
573	а может	1	1
574	как много	2	1
575	принадлежит к	2	1
576	значение этого	1	1
577	нам и	1	1
578	этому что	1	1
579	все свои	1	1
580	на язык	1	1
581	ничего не	2	1
582	больше чем	2	1
583	это то	3	1
584	в противоречие	1	1
585	с одним	1	1
586	же после	6	1
587	своей природе	1	1
588	и связи	1	1
589	развивается в	1	1
590	что говорят	1	1
591	и другая	1	1
592	во всем	2	1
593	впадаем в	1	1
594	не находим	1	1
595	не нужен	1	1
596	здесь же	1	1
597	быть в	1	1
598	и искусства	1	1
599	что на	1	1
600	на известную	1	1
601	может показаться	1	1
602	с другом	4	1
603	целое но	1	1
604	допустить что	1	1
605	этот закон	2	1
606	уже о	1	1
607	начиная с	1	1
608	нам что	2	1
609	образом что	2	1
610	отличается от	1	1
611	же самое	6	1
612	не заключено	1	1
613	всего что	1	1
614	мы могли	2	1
615	он видит	3	1
616	другую в	1	1
617	принять за	1	1
618	должен быть	1	1
619	можем назвать	1	1
620	и которая	1	1
621	из всего	1	1
622	пример мы	1	1
623	в виду	2	1
624	служит только	1	1
625	мы думаем	1	1
626	и говорит	3	1
627	только то	1	1
628	с самого	5	1
629	она только	1	1
630	содержания можно	1	1
631	до самого	2	1
632	и когда	2	1
