N	3gram	Propp_Isto_7	EvropaiC
1	в том что	4	16
2	до сих пор	2	12
3	по отношению к	1	10
4	с точки зрения	1	8
5	более или менее	1	7
6	мы знаем что	1	7
7	в самом деле	1	5
8	в этом случае	1	4
9	совершенно так же	1	4
10	с другой стороны	8	4
11	не может быть	3	4
12	о том что	5	4
13	тем не менее	4	4
14	так же как	4	3
15	в данном случае	3	3
16	все же не	1	3
17	в связи с	1	3
18	и может быть	1	2
19	не в состоянии	1	2
20	но так как	1	2
21	они должны быть	1	2
22	о том чтобы	1	2
23	ответить на вопрос	1	2
24	бы то ни	1	2
25	он не может	1	2
26	вместе с тем	1	2
27	то ни было	1	2
28	с одной стороны	4	2
29	как бы то	1	2
30	во всех этих	6	2
31	как и в	2	2
32	но все же	2	2
33	мы все же	1	2
34	и в конце	1	1
35	уже знаем что	2	1
36	в чистом виде	1	1
37	хотя и не	1	1
38	по этому вопросу	1	1
39	и это обстоятельство	1	1
40	а не в	1	1
41	то время как	2	1
42	что в данном	1	1
43	никак не может	1	1
44	то же самое	1	1
45	очень много но	1	1
46	никто не может	1	1
47	только в том	1	1
48	не отличается от	1	1
49	это не так	1	1
50	что он может	1	1
51	в зависимости от	1	1
52	это представление о	1	1
53	друг на друга	1	1
54	независимо от того	1	1
55	не знает что	1	1
56	точно так же	2	1
57	много но все	1	1
58	эти примеры показывают	1	1
59	первый взгляд кажется	1	1
60	что во всех	1	1
61	в противоречие с	1	1
62	становится понятным что	1	1
63	таким образом и	1	1
64	выше мы видели	1	1
65	на первый взгляд	4	1
66	одна из этих	2	1
67	состоит в том	1	1
68	в нем черты	1	1
69	что они не	1	1
70	в этом и	2	1
71	одним из самых	1	1
72	во всем этом	1	1
73	что у него	4	1
74	примеры показывают что	1	1
75	образом мы видим	2	1
76	а так как	1	1
77	в тех случаях	4	1
78	а в том	2	1
79	надо сказать что	1	1
80	но с другой	1	1
81	нельзя не отметить	1	1
82	таким образом мы	2	1
83	в то время	2	1
84	же как при	1	1
85	и что если	1	1
86	взгляд кажется что	1	1
87	и все они	1	1
88	мысль о том	1	1
89	по его мнению	1	1
90	мы видели что	1	1
91	еще не вполне	1	1
92	на земле в	1	1
93	тех случаях когда	3	1
94	к тому что	1	1
95	мы видим что	3	1
96	как мы видели	1	1
97	мы уже знаем	3	1
98	направление в котором	1	1
