N	2gram	Berdyaev_N_1	Problemy
1	и в	16	43
2	и не	11	29
3	может быть	7	23
4	не может	16	18
5	как и	7	14
6	но и	3	14
7	в этом	7	13
8	что он	1	13
9	в нем	5	12
10	слова в	1	12
11	не только	5	11
12	не в	6	11
13	по себе	1	11
14	и на	2	10
15	но в	2	10
16	в его	1	10
17	прежде всего	4	10
18	в сущности	1	9
19	еще не	3	9
20	он не	8	9
21	никогда не	6	9
22	в большинстве	1	9
23	лишь в	6	8
24	и его	1	8
25	большинстве случаев	1	8
26	ведь и	2	7
27	в самом	1	7
28	к себе	1	7
29	в то	2	7
30	до сих	1	7
31	а не	17	7
32	сих пор	1	7
33	то что	4	7
34	к одному	1	6
35	в этих	1	6
36	приводит к	1	6
37	в том	8	6
38	в котором	1	6
39	у него	2	6
40	и все	4	6
41	но не	2	5
42	хотя и	2	5
43	в себе	2	5
44	все эти	2	5
45	но ведь	1	5
46	и с	2	5
47	было бы	1	5
48	о том	4	5
49	и что	2	5
50	к нему	1	5
51	в той	1	5
52	все это	5	5
53	а в	2	5
54	и до	1	4
55	мы не	2	4
56	я не	2	4
57	с его	6	4
58	во всех	3	4
59	себе и	1	4
60	отличие от	1	4
61	в своем	1	4
62	человека в	1	4
63	в них	4	4
64	должно быть	4	4
65	во время	1	4
66	в своей	3	4
67	в отличие	1	4
68	но он	1	4
69	их в	1	4
70	к тому	3	4
71	и это	2	4
72	с собой	1	4
73	только в	1	4
74	же и	1	4
75	так как	1	4
76	с другой	3	4
77	не на	1	4
78	не могут	1	4
79	и нет	1	4
80	но это	6	4
81	что в	9	4
82	не хочет	1	3
83	должна быть	3	3
84	мы уже	1	3
85	в виду	1	3
86	за пределы	3	3
87	и к	5	3
88	это не	4	3
89	в жизни	5	3
90	такой же	2	3
91	и их	1	3
92	не должна	1	3
93	она не	3	3
94	того и	1	3
95	во всем	1	3
96	для другого	1	3
97	могут быть	2	3
98	не менее	4	3
99	можно было	2	3
100	так и	2	3
101	и даже	2	3
102	с ним	1	3
103	и только	1	3
104	в формах	1	3
105	себя в	2	3
106	есть в	2	3
107	уже не	2	3
108	тем что	1	3
109	себя и	1	3
110	он и	1	3
111	по существу	2	3
112	но для	2	3
113	и для	4	3
114	в эту	1	3
115	не знает	6	3
116	другой стороны	2	3
117	того же	1	3
118	есть и	1	3
119	человека и	3	2
120	в нашу	2	2
121	не во	4	2
122	вопрос о	3	2
123	героя но	1	2
124	время как	2	2
125	на себя	1	2
126	то это	1	2
127	с большим	1	2
128	и явления	1	2
129	быть в	2	2
130	нужно быть	1	2
131	как в	3	2
132	с этим	2	2
133	из этих	1	2
134	с их	2	2
135	политики и	2	2
136	и еще	1	2
137	к внутренней	1	2
138	оно должно	1	2
139	но все	1	2
140	из них	1	2
141	знает что	1	2
142	он есть	1	2
143	лишь на	1	2
144	него как	1	2
145	ни в	6	2
146	для чего	2	2
147	том что	2	2
148	что такое	3	2
149	в такой	1	2
150	мысли и	2	2
151	значение для	1	2
152	что этот	1	2
153	и очень	1	2
154	одна из	2	2
155	у нас	1	2
156	в категориях	2	2
157	должны быть	1	2
158	это я	1	2
159	для себя	1	2
160	в конце	1	2
161	не могу	1	2
162	то время	1	2
163	в образе	1	2
164	времени и	2	2
165	для этого	2	2
166	только так	1	2
167	не был	1	2
168	переходит в	1	2
169	этом смысле	2	2
170	и мысли	1	2
171	конечно не	3	2
172	уже в	1	2
173	этого нельзя	1	2
174	ведь что	1	2
175	мы переходим	1	2
176	нельзя сказать	1	2
177	что не	1	2
178	и пр	3	2
179	превращается в	1	2
180	так же	2	2
181	и особенно	1	2
182	по своему	4	2
183	будет и	2	2
184	себя на	1	2
185	бы он	1	2
186	хотя бы	2	2
187	не есть	3	2
188	образ человека	1	2
189	сказать что	3	2
190	который не	1	2
191	значение в	1	2
192	во всяком	1	2
193	смысле слова	3	1
194	и через	1	1
195	он может	1	1
196	или к	1	1
197	это и	2	1
198	и есть	10	1
199	живое и	1	1
200	он находится	1	1
201	но те	1	1
202	же как	2	1
203	но она	2	1
204	бы сказать	1	1
205	на них	1	1
206	себя а	1	1
207	уже нет	1	1
208	с одной	2	1
209	то он	1	1
210	силы и	2	1
211	которую она	2	1
212	менее всего	1	1
213	в новом	2	1
214	нет и	2	1
215	во вне	2	1
216	если есть	1	1
217	не удалось	1	1
218	всего как	1	1
219	и острее	1	1
220	о самом	1	1
221	к чему	1	1
222	и тенденции	1	1
223	тоже не	1	1
224	в этой	1	1
225	до последних	1	1
226	все слова	1	1
227	эпохи и	4	1
228	переживает кризис	2	1
229	не могла	2	1
230	может уже	2	1
231	человек не	1	1
232	все они	2	1
233	вообще не	1	1
234	что она	2	1
235	она становится	1	1
236	одному из	1	1
237	не к	2	1
238	вот отчего	1	1
239	значительной степени	1	1
240	от нее	1	1
241	что все	2	1
242	этом он	1	1
243	в мире	3	1
244	с другими	1	1
245	вопрос для	1	1
246	который и	1	1
247	по природе	1	1
248	и мы	4	1
249	нет в	1	1
250	держится не	1	1
251	в ее	3	1
252	не всегда	1	1
253	менее чем	1	1
