N	3gram	Bakhtin_Fr_2	Problema
1	о том что	3	9
2	с точки зрения	5	8
3	в том что	1	8
4	в конце концов	1	6
5	с другой стороны	3	5
6	до некоторой степени	1	4
7	в настоящее время	1	3
8	на первом плане	3	3
9	далеко не всегда	1	3
10	с одной стороны	3	3
11	можно сказать что	2	3
12	в новое время	1	3
13	после того как	1	3
14	только тогда когда	1	3
15	как и у	1	2
16	в те времена	1	2
17	дело в том	1	2
18	по отношению к	1	2
19	но даже и	2	2
20	также и в	1	2
21	до сих пор	4	2
22	но и в	4	2
23	в значительной мере	1	2
24	не может быть	4	2
25	во всяком случае	2	2
26	но все же	2	2
27	на то что	1	2
28	для того чтобы	1	2
29	он видит в	2	2
30	в античном мире	1	2
31	другой стороны он	1	1
32	же время это	1	1
33	в области художественного	1	1
34	по существу и	1	1
35	там где нет	1	1
36	на самом деле	1	1
37	так и его	1	1
38	в силу того	1	1
39	в одной из	1	1
40	не входит в	1	1
41	области художественного творчества	1	1
42	в этом отношении	3	1
43	в наше время	1	1
44	в какой степени	1	1
45	все же в	3	1
46	на точке зрения	1	1
47	то есть на	1	1
48	и после того	1	1
49	только потому что	1	1
50	в виду в	1	1
51	вовсе не в	1	1
52	жизни в самом	1	1
53	но в то	3	1
54	не только в	5	1
55	можно найти еще	1	1
56	отношение к свободе	1	1
57	не только как	1	1
58	содержит в себе	2	1
59	с богами и	1	1
60	то есть только	1	1
61	силу того что	1	1
62	то же время	6	1
63	время это уже	1	1
64	так и в	1	1
65	здесь в связи	1	1
66	xvii и xviii	2	1
67	то есть в	1	1
68	в большинстве случаев	1	1
69	в то же	6	1
70	в предисловии к	1	1
71	но не только	1	1
72	в ту эпоху	2	1
