N	3gram	Medvedev_F_2	FransuaR
1	то же время	5	6
2	в то же	5	6
3	до сих пор	1	4
4	в той же	1	4
5	но в то	1	4
6	в связи с	10	4
7	большей или меньшей	1	3
8	на самом деле	3	3
9	в отличие от	2	3
10	прежде всего необходимо	1	3
11	и прежде всего	2	3
12	для того чтобы	3	3
13	и в других	1	2
14	но и в	3	2
15	в этом отношении	7	2
16	в значительной степени	3	2
17	или меньшей степени	1	2
18	в большей или	1	2
19	не может быть	10	2
20	в данном случае	1	2
21	его отношение к	1	2
22	как и в	1	2
23	как мы видели	4	2
24	смысле этого слова	1	1
25	высшей степени характерно	1	1
26	что иное как	1	1
27	но как раз	1	1
28	многочисленные примеры из	1	1
29	что в основе	1	1
30	все дело в	1	1
31	или во всяком	1	1
32	менее всего может	1	1
33	прежде всего на	1	1
34	они не способны	1	1
35	прежде всего в	2	1
36	имеем в виду	1	1
37	раз и не	1	1
38	и до сих	1	1
39	и в особенности	1	1
40	в настоящее время	1	1
41	но даже и	1	1
42	мы не найдем	1	1
43	в этом случае	1	1
44	потому что не	1	1
45	для этого прежде	1	1
46	как раз и	3	1
47	с точки зрения	7	1
48	всяком случае его	1	1
49	на первый план	2	1
50	и не может	3	1
51	языка но и	1	1
52	вот его выводы	1	1
53	вместе с ними	1	1
54	бы то ни	1	1
55	в собственном смысле	1	1
56	ничего не говорят	1	1
57	что в нем	2	1
58	с исторической точки	1	1
59	в поэтических произведениях	1	1
60	слова мы имеем	1	1
61	может быть и	3	1
62	остановимся прежде всего	1	1
63	в своей статье	3	1
64	в общем правильно	1	1
65	это может быть	1	1
66	в применении к	2	1
67	этого прежде всего	1	1
68	в особенности в	1	1
69	не что иное	1	1
70	в том чтобы	1	1
71	в книге о	1	1
72	в более широком	1	1
73	однако и здесь	1	1
74	мы видели является	1	1
75	в высшей степени	4	1
76	именно в таком	1	1
77	становится еще более	1	1
78	и в этом	5	1
79	с помощью которого	1	1
80	и в этой	2	1
81	то что он	1	1
82	во всяком случае	5	1
83	как мы увидим	1	1
84	же время не	1	1
85	с другой стороны	3	1
86	в его целом	1	1
87	в самом языке	7	1
88	что они не	1	1
89	а не бытовой	1	1
90	во всех этих	1	1
91	только то что	1	1
92	есть не что	1	1
93	между этими двумя	2	1
94	языке но в	1	1
95	его здесь не	1	1
96	в свою очередь	1	1
97	это и есть	1	1
98	связи с этим	3	1
99	с самого начала	2	1
100	в отрыве от	1	1
101	мы знаем что	1	1
102	мы имеем в	1	1
103	исторической точки зрения	1	1
104	но все эти	1	1
105	каждый из этих	1	1
106	в направлении к	1	1
107	в узком смысле	1	1
108	всего может быть	1	1
109	но все же	2	1
110	и здесь не	1	1
111	в том что	2	1
112	в последнем счете	1	1
113	и ее требования	1	1
114	что и в	1	1
115	как мы знаем	2	1
116	ради нее самой	1	1
117	при известных условиях	2	1
