N	2gram	Vinokur_St_1	Dialekti
1	и не	16	30
2	т е	15	25
3	по себе	1	25
4	и т	30	21
5	т д	21	19
6	и в	44	18
7	точки зрения	11	17
8	ничего не	2	17
9	может быть	15	17
10	и есть	1	16
11	в нем	5	16
12	так что	6	15
13	не имеет	4	15
14	ни в	3	15
15	потому что	6	14
16	значит что	3	14
17	а не	16	14
18	что в	30	13
19	и даже	5	13
20	то что	18	13
21	не только	18	13
22	не может	8	12
23	с точки	8	12
24	в этом	21	12
25	если бы	9	12
26	и что	4	12
27	было бы	17	12
28	в себе	2	11
29	все это	5	11
30	что это	4	11
31	так как	5	11
32	что он	10	11
33	как бы	4	11
34	прежде всего	7	10
35	то же	5	10
36	что такое	1	10
37	несмотря на	2	10
38	сказать что	7	10
39	и то	5	9
40	так и	9	9
41	в том	36	9
42	это не	8	9
43	никогда не	5	9
44	том что	29	9
45	к нему	2	8
46	совершенно не	5	8
47	ясно что	10	8
48	в каком	3	8
49	но это	6	8
50	что не	3	7
51	вовсе не	19	7
52	мы находим	4	7
53	то в	3	7
54	но и	10	7
55	не существует	3	7
56	также и	9	7
57	не просто	1	7
58	что она	4	7
59	той или	1	7
60	с другой	9	6
61	и вот	1	6
62	можно сказать	1	6
63	не было	4	6
64	она не	2	6
65	не в	12	6
66	хотя бы	6	6
67	в то	9	6
68	ни с	3	6
69	да и	3	6
70	в чем	3	6
71	но в	10	6
72	его не	1	6
73	ни на	2	6
74	все же	8	5
75	говорить о	2	5
76	на то	4	5
77	общего с	3	5
78	и с	3	5
79	а в	17	5
80	в отношении	9	5
81	отношение к	2	5
82	но если	4	5
83	в этих	2	5
84	что оно	3	5
85	говорит о	3	5
86	ни о	1	5
87	я не	7	5
88	есть только	2	5
89	в виду	1	5
90	можно было	13	5
91	в своем	2	5
92	то я	1	4
93	же время	4	4
94	во всяком	6	4
95	а есть	1	4
96	это и	4	4
97	мы говорим	1	4
98	так же	5	4
99	крайней мере	2	4
100	как раз	4	4
101	у пушкина	8	4
102	что эта	2	4
103	как это	4	4
104	только то	1	4
105	об этом	3	4
106	и вообще	3	4
107	но не	3	4
108	и притом	1	4
109	к тому	1	4
110	наука и	1	4
111	хотя и	1	4
112	больше того	1	4
113	тут не	2	4
114	как мы	1	4
115	нисколько не	2	4
116	как он	1	4
117	то это	3	4
118	не о	1	4
119	только и	1	4
120	каком случае	1	4
121	в конце	3	4
122	другой стороны	7	4
123	в котором	5	4
124	и об	7	4
125	по крайней	2	4
126	быть и	2	4
127	ничего общего	3	4
128	о том	17	4
129	и более	2	4
130	не могу	1	4
131	и из	1	3
132	точек зрения	1	3
133	или иное	3	3
134	но с	3	3
135	не значит	3	3
136	отношении к	1	3
137	бы в	1	3
138	же это	3	3
139	жизни и	5	3
140	от этого	2	3
141	что они	7	3
142	в разных	1	3
143	даже не	4	3
144	случае не	2	3
145	еще и	2	3
146	думать что	2	3
147	должна быть	3	3
148	и все	2	3
149	в сознании	2	3
150	даже в	3	3
151	этом смысле	1	3
152	если в	2	3
153	при условии	1	3
154	а только	1	3
155	то или	3	3
156	стороны и	1	3
157	но все	4	3
158	нуждается в	1	3
159	что же	6	3
160	или иной	1	3
161	но только	1	3
162	в самом	7	3
163	вплоть до	5	3
164	но вот	1	3
165	отношения к	2	3
166	то как	1	3
167	что ни	2	3
168	имеет ничего	2	3
169	на самом	6	3
170	у них	1	3
171	или нет	1	3
172	еще более	4	3
173	конце концов	1	3
174	что для	3	3
175	в его	9	3
176	гораздо более	4	3
177	считать что	1	3
178	относиться к	1	3
179	что я	1	3
180	только с	2	3
181	и о	1	3
182	содержит в	1	3
183	и потому	2	3
184	только в	10	3
185	говорит что	3	3
186	в основе	3	3
187	о чем-то	1	3
188	в них	1	3
189	точку зрения	3	3
190	всех этих	2	3
191	состоит из	1	3
192	и та	1	3
193	могут быть	5	3
194	в одну	1	3
195	тому что	3	3
196	что и	6	3
197	даже и	2	3
198	но наука	1	3
199	в науке	1	3
200	меньше всего	1	3
201	но что	1	3
202	была бы	5	3
203	самом деле	11	3
204	и вы	1	3
205	в ней	3	3
206	но эта	1	3
207	всегда и	1	3
208	не является	3	3
209	конечно не	2	3
210	уже и	1	3
211	он не	2	3
212	в данном	14	3
213	все эти	5	2
214	если и	1	2
215	о которых	1	2
216	каждом из	1	2
217	почти не	1	2
218	стороны в	2	2
219	с него	1	2
220	еще не	3	2
221	со всей	1	2
222	а главное	1	2
223	в другом	3	2
224	вопрос о	4	2
225	что их	1	2
226	то не	2	2
227	как и	9	2
228	д и	2	2
229	нужно быть	1	2
230	одной стороны	2	2
231	чем он	1	2
232	в первую	2	2
233	могла бы	1	2
234	как например	1	2
235	отличается от	1	2
236	и для	3	2
237	что как	2	2
238	нас не	1	2
239	никто не	4	2
240	что сначала	1	2
241	не знает	2	2
242	время как	2	2
243	т п	9	2
244	на деле	1	2
245	и их	2	2
246	не менее	5	2
247	просто не	1	2
248	как более	2	2
249	в виде	3	2
250	как можно	2	2
251	с ней	1	2
252	это может	1	2
253	сих пор	7	2
254	и так	3	2
255	и является	1	2
256	для той	1	2
257	до сих	7	2
258	можно только	1	2
259	дело не	4	2
260	это за	1	2
261	в своей	6	2
262	на нем	1	2
263	бы и	4	2
264	бы все	3	2
265	с одной	3	2
266	были бы	1	2
267	и другое	1	2
268	связанные с	3	2
269	с той	1	2
270	всего необходимо	1	2
271	наукой и	1	2
272	с этой	3	2
273	но которая	1	2
274	если это	3	2
275	здесь в	1	2
276	что касается	3	2
277	для него	6	2
278	того что	9	2
279	в корне	1	2
280	будет в	1	2
281	при чем	6	2
282	но они	1	2
283	не больше	1	2
284	в современной	1	2
285	как в	13	2
286	мог бы	1	2
287	и при	1	2
288	же можно	1	2
289	из этих	6	2
290	в качестве	4	2
291	можно говорить	1	2
292	но как	1	2
293	хотя это	1	2
294	тут и	1	2
295	я в	1	2
296	и от	1	2
297	с этим	3	2
298	но к	1	2
299	я никогда	1	2
300	для того	10	2
301	можно найти	2	2
302	говорить что	1	2
303	и говорить	1	2
304	же и	4	2
305	всяком случае	6	2
306	к ним	1	2
307	научного значения	2	2
308	о чем	1	2
309	уже не	1	2
310	это было	1	2
311	в эпоху	2	2
312	мы имеем	2	2
313	в каждом	3	2
