N	2gram	Berdyaev_M_2	Tvorches
1	у достоевского	34	30
2	и в	46	20
3	в романах	1	13
4	романах достоевского	1	13
5	не только	18	13
6	никогда не	18	11
7	преступлении и	1	11
8	как бы	8	11
9	в преступлении	1	10
10	в его	5	10
11	и наказании	1	10
12	достоевского в	2	9
13	и его	5	9
14	и не	18	9
15	ивана карамазова	7	8
16	достоевского не	3	8
17	и с	3	8
18	в том	3	8
19	может быть	21	8
20	в этом	20	8
21	прежде всего	12	8
22	но и	15	8
23	то же	5	7
24	это не	5	7
25	иван карамазов	13	7
26	потому что	12	7
27	достоевский в	3	7
28	не может	15	7
29	xix века	1	7
30	братьях карамазовых	2	7
31	что в	4	7
32	из подполья	2	6
33	в целом	1	6
34	в братьях	2	6
35	как и	13	6
36	в своей	5	6
37	что он	7	6
38	так и	4	6
39	в конце	5	6
40	у него	22	6
41	а не	13	6
42	в бесах	6	6
43	все это	1	6
44	и на	3	5
45	в этой	7	5
46	если он	2	5
47	и сам	1	5
48	в мире	7	5
49	достоевский не	5	5
50	о том	3	5
51	достоевского с	1	5
52	в творчестве	3	5
53	но это	8	5
54	так же	6	5
55	мы не	1	4
56	все эти	1	4
57	и достоевский	8	4
58	что они	3	4
59	настасьи филипповны	1	4
60	как в	7	4
61	хотя и	2	4
62	когда он	1	4
63	но в	10	4
64	не в	9	4
65	творчество достоевского	3	4
66	на его	2	4
67	что она	5	4
68	что у	4	4
69	об этом	1	4
70	настасье филипповне	2	4
71	если бы	3	4
72	настасья филипповна	4	4
73	ничего не	2	4
74	легенда о	1	4
75	в духе	5	4
76	в чем	3	4
77	мы видим	2	4
78	герои достоевского	2	4
79	творчестве достоевского	3	4
80	а в	2	4
81	и потому	7	4
82	и от	3	4
83	том что	4	4
84	но у	1	4
85	великом инквизиторе	2	3
86	же как	3	3
87	человека и	7	3
88	на западе	1	3
89	х годов	1	3
90	что достоевский	1	3
91	он сам	6	3
92	а с	1	3
93	по отношению	2	3
94	это был	1	3
95	с аглаей	1	3
96	отношению к	2	3
97	в себе	10	3
98	в нем	22	3
99	он не	10	3
100	в записках	1	3
101	у пушкина	1	3
102	в плане	1	3
103	в образе	3	3
104	человека в	14	3
105	его в	3	3
106	достоевского но	1	3
107	в самом	5	3
108	в котором	1	3
109	место в	2	3
110	в которых	1	3
111	в дневнике	2	3
112	своего рода	1	3
113	человеческое сердце	1	3
114	тем что	3	3
115	и это	5	3
116	быть может	2	3
117	с ним	3	3
118	до сих	3	3
119	любви к	7	3
120	между тем	2	3
121	достоевского это	1	3
122	уже не	4	3
123	записках из	1	3
124	о великом	2	3
125	для него	18	3
126	у нее	1	3
127	так как	8	3
128	то что	5	3
129	подпольного человека	1	3
130	как у	2	3
131	что не	2	3
132	превращается в	2	3
133	вместе с	2	3
134	что раскольников	1	3
135	с этой	1	3
136	сих пор	3	3
137	нет ничего	3	3
138	один из	5	3
139	достоевского нет	2	3
140	жизни в	3	3
141	в своих	3	3
142	к этому	1	3
143	самом деле	1	2
144	от этой	2	2
145	и есть	8	2
146	по преимуществу	5	2
147	доводит до	1	2
148	проникает в	1	2
149	преступления и	1	2
150	говорить о	1	2
151	я не	5	2
152	и он	11	2
153	в xix	1	2
154	в ее	1	2
155	нет и	1	2
156	преступление и	2	2
157	так что	2	2
158	и поэтому	2	2
159	но эта	2	2
160	для которого	1	2
161	в которой	2	2
162	из жизни	1	2
163	отказывается от	1	2
164	бы не	2	2
165	во многих	1	2
166	и если	2	2
167	говорил что	1	2
168	к миру	1	2
169	и наказания	1	2
170	он же	3	2
171	иваном карамазовым	2	2
172	достоевского и	2	2
173	которой он	1	2
174	в такой	3	2
175	всему миру	1	2
176	одном из	1	2
177	как достоевский	1	2
178	их в	1	2
179	не могли	1	2
180	теперь я	1	2
181	эта мысль	2	2
182	из нас	1	2
183	как о	1	2
184	в русской	6	2
185	своих романах	1	2
186	xix веке	1	2
187	достоевским в	3	2
188	что на	1	2
189	у нас	11	2
190	личности в	2	2
191	с иваном	1	2
192	же не	1	2
193	достоевского к	5	2
194	приводит к	1	2
195	роль в	1	2
196	веру в	1	2
197	глубже в	1	2
198	и что	2	2
199	не стоит	3	2
200	самого достоевского	3	2
201	и только	1	2
202	все время	2	2
203	к которому	3	2
204	не случайно	2	2
205	только в	3	2
206	в стороне	1	2
207	и ее	1	2
208	себя в	4	2
209	человеческой личности	7	2
210	и у	1	2
211	уже в	2	2
212	и других	2	2
213	его и	1	2
214	не так	3	2
215	но достоевский	3	2
216	друг друга	12	2
217	только с	3	2
218	с другим	3	2
219	с другой	1	2
220	дневнике писателя	2	2
221	не было	11	2
222	идеи в	1	2
223	не означает	2	2
224	жизнь идей	1	2
225	не знал	3	2
226	в россии	3	2
227	о человеке	1	2
228	образ и	5	2
229	из этой	2	2
230	можно принять	1	2
231	и тогда	3	2
232	в окончательном	1	2
233	в силах	1	2
234	в основе	2	2
235	о достоевском	1	2
236	более всего	1	2
237	ни к	1	2
238	для достоевского	8	2
239	видим в	1	2
240	это все	2	2
241	к самому	2	2
242	связь с	1	2
243	образ человека	1	2
244	но если	1	2
245	и без	1	2
246	из этого	1	2
247	сам в	1	2
248	но эти	1	2
249	возвращает богу	1	1
250	народ в	3	1
251	лишь из	1	1
252	нем нет	2	1
253	противопоставлен всему	1	1
254	в сфере	2	1
255	связана с	7	1
256	а между	1	1
257	бытия а	1	1
258	иване карамазове	1	1
259	только потому	1	1
260	и должно	3	1
261	это и	3	1
262	жалости и	1	1
263	муки совести	6	1
264	перед лицом	1	1
265	свою жену	1	1
266	карамазовых это	1	1
267	поэтому он	2	1
268	почти всегда	1	1
269	человека достоевский	1	1
270	мы убиваем	1	1
271	и за	2	1
272	приходит к	2	1
273	смерти отца	1	1
274	той же	3	1
275	достоевский раскрывает	5	1
276	любить друг	2	1
277	что если	1	1
278	большую роль	1	1
279	по достоевскому	2	1
280	не была	1	1
281	но такое	1	1
282	на себя	1	1
283	это отношение	1	1
284	открыть в	1	1
285	достоевский был	9	1
286	до предела	1	1
287	личности с	1	1
288	же что	2	1
289	он был	9	1
290	быть в	1	1
291	не был	2	1
292	с его	4	1
293	во всех	2	1
294	я никогда	2	1
295	себе он	1	1
296	к которой	3	1
297	и всякий	1	1
298	для сведения	1	1
299	в противоречии	1	1
300	сознания не	1	1
301	таково же	1	1
302	не все	1	1
303	если в	1	1
304	есть по	2	1
305	менее всего	3	1
306	него с	1	1
307	в жизни	4	1
308	отношение к	8	1
309	такой силой	1	1
310	как личности	1	1
311	по бесконечной	1	1
312	в иване	1	1
313	и русское	1	1
314	сама жизнь	1	1
315	необходимо лишь	1	1
316	с этим	1	1
317	сострадания и	1	1
318	и нет	3	1
319	по внешним	1	1
320	в мысли	2	1
321	и как	1	1
322	говорит что	2	1
323	я должен	1	1
324	от народной	1	1
325	его к	1	1
326	и к	7	1
327	великим человеком	1	1
328	за границей	1	1
329	достоевского хотя	1	1
330	что это	6	1
331	живет в	1	1
332	говорили что	1	1
333	человеческой души	1	1
334	думать что	4	1
335	что ничего	1	1
