N	2gram	Vygotskiy__6	Problemy
1	и в	28	43
2	и не	11	29
3	может быть	13	23
4	как бы	11	22
5	не может	19	18
6	в пределах	5	16
7	как и	6	14
8	но и	10	14
9	в этом	27	13
10	точки зрения	13	13
11	что он	18	13
12	в нем	7	12
13	в одном	2	12
14	слова в	1	12
15	не только	16	11
16	в каждом	3	11
17	не в	4	11
18	по себе	3	11
19	и на	5	10
20	но в	5	10
21	как мы	10	10
22	в его	3	10
23	прежде всего	2	10
24	в сущности	7	9
25	еще не	8	9
26	он не	7	9
27	пределах одного	1	9
28	никогда не	8	9
29	то же	7	8
30	слово не	2	8
31	для него	6	8
32	с точки	10	8
33	и его	3	8
34	слово в	1	8
35	перед нами	1	7
36	в самом	8	7
37	в то	6	7
38	слова с	1	7
39	в другом	2	7
40	до сих	3	7
41	а не	3	7
42	что же	1	7
43	сих пор	3	7
44	то что	28	7
45	и наконец	2	6
46	при этом	3	6
47	к одному	2	6
48	не как	1	6
49	в этих	2	6
50	что я	2	6
51	приводит к	6	6
52	в том	28	6
53	в котором	2	6
54	у него	2	6
55	и все	5	6
56	сам по	1	5
57	самом деле	2	5
58	к другому	4	5
59	и он	1	5
60	но не	10	5
61	по отношению	10	5
62	хотя и	3	5
63	в себе	4	5
64	все эти	2	5
65	на то	4	5
66	таким образом	18	5
67	и с	1	5
68	было бы	9	5
69	рядом с	1	5
70	о том	1	5
71	никак не	1	5
72	и что	6	5
73	к нему	1	5
74	слов и	3	5
75	слово с	1	5
76	мы увидим	1	5
77	так что	6	5
78	вовсе не	1	5
79	в той	4	5
80	все это	2	5
81	бы в	3	5
82	а в	2	5
83	на фоне	3	5
84	отношению к	10	5
85	и до	1	4
86	мы не	6	4
87	я не	4	4
88	с его	3	4
89	во всех	4	4
90	себе и	2	4
91	отличие от	1	4
92	его собственных	1	4
93	там где	7	4
94	в своем	7	4
95	человека в	1	4
96	может стать	1	4
97	в них	3	4
98	далеко не	1	4
99	во время	1	4
100	в своей	2	4
101	в отличие	1	4
102	но он	2	4
103	их в	1	4
104	том же	5	4
105	с другом	5	4
106	в направлении	1	4
107	к тому	10	4
108	и это	1	4
109	по мере	3	4
110	этот вопрос	3	4
111	только в	18	4
112	ни одного	1	4
113	так как	10	4
114	как раз	6	4
115	с другой	2	4
116	на этот	4	4
117	до конца	3	4
118	более того	2	4
119	не на	2	4
120	не могут	5	4
121	друг с	5	4
122	но это	2	4
123	в результате	1	4
124	между ними	7	4
125	речи и	5	4
126	совершенно не	1	4
127	что в	17	4
128	но эти	1	4
129	связи между	6	3
130	в приведенном	1	3
131	в конкретном	1	3
132	мы уже	2	3
133	той же	4	3
134	что если	2	3
135	он сам	2	3
136	за пределы	1	3
137	в одной	4	3
138	стороны и	1	3
139	кроме того	1	3
140	когда он	2	3
141	и к	6	3
142	только на	2	3
143	это не	5	3
144	и их	1	3
145	в их	3	3
146	зрения и	1	3
147	даже в	1	3
148	в отношении	10	3
149	она не	2	3
150	во всем	1	3
151	для другого	1	3
152	могут быть	5	3
153	той или	1	3
154	не менее	2	3
155	он с	2	3
156	в себя	3	3
157	чужой речи	1	3
158	можно было	7	3
159	так и	6	3
160	если бы	7	3
161	и даже	1	3
162	с ним	2	3
163	и здесь	3	3
164	в различных	1	3
165	между тем	1	3
166	что и	4	3
167	и только	3	3
168	наконец в	1	3
169	здесь в	1	3
170	и следовательно	4	3
171	его в	6	3
172	тот же	1	3
173	том или	1	3
174	и ее	1	3
175	есть в	3	3
176	уже не	1	3
177	в виде	1	3
178	тем что	8	3
179	к самому	1	3
180	или иной	1	3
181	он и	1	3
182	ни на	1	3
183	по существу	2	3
184	все же	2	3
185	это все	1	3
186	не знает	3	3
187	другой стороны	2	3
188	того же	7	3
189	есть и	1	3
190	ту же	3	2
191	отношения к	3	2
192	самый предмет	1	2
193	тем же	1	2
194	из его	1	2
195	и о	1	2
196	вопрос о	5	2
197	время как	5	2
198	от друга	1	2
199	мы и	4	2
200	себе что	2	2
201	в каждой	4	2
202	с большим	1	2
203	и сами	1	2
204	не нужно	1	2
205	всем этим	2	2
206	быть в	1	2
207	друг к	3	2
208	в голове	1	2
209	имеют первостепенное	1	2
210	или другом	1	2
211	отношение к	7	2
212	друг от	1	2
213	к третьему	1	2
214	опирается на	2	2
215	как в	3	2
216	с этим	4	2
217	и различные	1	2
218	целый ряд	4	2
219	и как	6	2
220	его к	1	2
221	в первом	4	2
222	сливается с	1	2
223	эти отношения	5	2
224	что это	1	2
225	в целом	3	2
226	из этих	3	2
227	определенному типу	1	2
228	с их	1	2
229	им в	1	2
230	нами в	2	2
231	отношение между	3	2
232	как он	1	2
233	но на	2	2
234	могут оказаться	2	2
235	и еще	1	2
236	на том	2	2
237	оно должно	1	2
238	одно и	1	2
239	но все	1	2
240	об этом	1	2
241	из них	2	2
242	к другу	4	2
243	знает что	1	2
244	входит в	1	2
245	ко второму	1	2
246	известно что	2	2
247	ни в	1	2
248	том что	19	2
249	и при	1	2
250	что такое	3	2
251	осознания и	1	2
252	в такой	2	2
253	в которых	2	2
254	мысли и	2	2
255	мы сказали	1	2
256	значение для	3	2
257	и то	4	2
258	и очень	1	2
259	раз и	2	2
260	дело в	1	2
261	того как	5	2
262	одна из	1	2
263	одной плоскости	1	2
264	в процессе	9	2
265	и без	1	2
266	к определенному	2	2
267	тем не	1	2
268	и является	2	2
269	что на	4	2
270	у нас	2	2
271	лежит в	3	2
272	я сам	1	2
273	отличается от	3	2
274	должны быть	1	2
275	и самое	1	2
276	в конце	2	2
277	без всякого	1	2
278	настоящее время	1	2
279	говорили что	1	2
280	то время	6	2
281	мы наблюдаем	1	2
282	что у	2	2
283	для этого	2	2
284	в глаза	1	2
285	все его	1	2
286	от одного	1	2
287	того что	24	2
288	этом смысле	2	2
289	но так	1	2
290	первостепенное значение	2	2
291	конечно не	1	2
292	если мы	2	2
293	то и	1	2
294	формулы и	1	2
295	этого нельзя	1	2
296	речь в	2	2
297	его и	1	2
298	это место	1	2
299	мы можем	9	2
300	его мысли	3	2
301	с другим	1	2
302	нельзя сказать	1	2
303	он это	1	2
304	как же	1	2
305	а с	1	2
306	и др	2	2
307	материал в	1	2
308	он только	1	2
309	в руках	1	2
310	так же	15	2
311	и безукоризненно	1	2
312	по своему	2	2
313	если оно	1	2
314	например в	4	2
315	этого слова	2	2
316	является как	3	2
317	между собой	9	2
318	в настоящее	1	2
319	и важно	1	2
320	для нас	2	2
321	бы он	1	2
322	конце концов	1	2
