N	3gram	Propp_Isto_3	Formalny
1	не может быть	1	10
2	в связи с	3	10
3	с точки зрения	1	7
4	с тем что	1	5
5	во всяком случае	2	5
6	и т д	15	5
7	вместе с тем	1	4
8	как мы видели	5	4
9	и пр но	1	3
10	на самом деле	1	3
11	но и в	1	3
12	может быть и	1	3
13	в большинстве случаев	1	3
14	в том смысле	1	3
15	с другой стороны	7	3
16	так как они	1	2
17	сами по себе	1	2
18	что в нем	1	2
19	с самого начала	1	2
20	но в этом	1	2
21	при известных условиях	1	2
22	но все же	2	2
23	и прежде всего	1	2
24	в том что	5	2
25	речи и т	1	1
26	и пр то	1	1
27	мы знаем что	1	1
28	что иное как	3	1
29	это даже не	1	1
30	по этому вопросу	1	1
31	к нему является	1	1
32	или сам становится	1	1
33	равно как и	1	1
34	становится особенно ясным	1	1
35	в этом случае	5	1
36	с одной стороны	2	1
37	на своем пути	1	1
38	т д отсюда	1	1
39	до сих пор	5	1
40	в таком случае	1	1
41	и в других	2	1
42	прежде всего то	1	1
43	и так или	1	1
44	как мы увидим	1	1
45	но они не	1	1
46	из того что	1	1
47	ничего не говорят	1	1
48	важен как фактор	1	1
49	на этот вопрос	1	1
50	того что они	1	1
51	это может быть	1	1
52	в данном случае	3	1
53	именно так и	1	1
54	смысле этого слова	1	1
55	у различных народов	1	1
56	и должно было	1	1
57	и пр это	1	1
58	так или иначе	1	1
59	в такой же	1	1
60	это и есть	1	1
61	все же не	1	1
62	один из моментов	1	1
63	в других случаях	1	1
64	каждого из них	1	1
65	только то что	1	1
66	есть не что	1	1
67	только в связи	2	1
68	языка не может	1	1
69	еще одну особенность	1	1
70	уже потому что	1	1
71	но тем не	2	1
72	таким образом мы	2	1
73	но эти случаи	1	1
74	в свою очередь	1	1
75	ничего общего с	1	1
76	можно будет установить	1	1
77	не в ином	1	1
78	мы имеем в	2	1
79	явлений связанных с	2	1
80	не что иное	3	1
81	тем не менее	5	1
82	она не может	1	1
83	как и в	2	1
84	что и в	2	1
85	и входит в	1	1
