N	3gram	Voloshinov_1	Narrotol
1	в данном случае	1	8
2	в том что	1	5
3	той или иной	1	4
4	не может быть	3	4
5	подобно тому как	1	3
6	в этом отношении	1	3
7	для того чтобы	1	3
8	в этом и	1	3
9	о том что	2	2
10	в самом деле	2	2
11	то же самое	1	2
12	до сих пор	3	2
13	друг на друга	2	2
14	чем иным как	1	2
15	и т.п и	1	2
16	имеем дело с	1	2
17	в связи с	1	2
18	дело в том	1	2
19	во всяком случае	3	2
20	можно сказать что	3	2
21	и того же	1	1
22	что иное как	1	1
23	и столь же	1	1
24	как один из	1	1
25	сих пор еще	1	1
26	же как и	1	1
27	с точки зрения	6	1
28	как это было	1	1
29	бы то ни	1	1
30	не говорит и	1	1
31	она может быть	1	1
32	как со стороны	1	1
33	по крайней мере	3	1
34	разных местах и	1	1
35	можно ли признать	1	1
36	мы узнаем о	1	1
37	и даже чисто	1	1
38	то ни было	1	1
39	с одной стороны	1	1
40	говорили что на	1	1
41	друг с другом	1	1
42	а с другой	1	1
43	и та же	1	1
44	одна и та	1	1
45	связи с этим	1	1
46	самом деле в	1	1
47	мы не можем	1	1
48	в постель к	1	1
49	еще в году	1	1
50	в конечном счете	2	1
51	ничего не говорит	1	1
52	одного и того	1	1
53	на самом деле	4	1
54	мы уже знаем	1	1
55	во всех его	2	1
56	обратим внимание на	1	1
