N	2gram	Tiupa_Narr_1	Komedia
1	и в	19	22
2	и не	20	21
3	том что	14	13
4	таким образом	1	12
5	в том	18	12
6	со стороны	9	11
7	ни в	3	10
8	потому что	1	10
9	в самом	1	9
10	до сих	1	9
11	сих пор	1	9
12	в этом	17	8
13	его в	2	8
14	в глазах	1	8
15	в своем	2	8
16	к ней	1	8
17	о том	6	8
18	если бы	1	8
19	в его	9	8
20	что и	1	8
21	что он	6	8
22	едва ли	1	7
23	то же	4	7
24	при этом	9	7
25	не по	1	7
26	об этом	1	7
27	в конце	1	7
28	о чем	2	7
29	а в	11	7
30	в свою	3	7
31	того же	1	6
32	самом деле	2	6
33	еще не	7	6
34	тому же	5	6
35	в то	3	6
36	и его	5	6
37	к тому	7	6
38	свою очередь	3	6
39	может быть	25	6
40	как раз	2	6
41	речь идет	4	5
42	отношение к	2	5
43	но в	6	5
44	не только	32	5
45	а по	2	5
46	он не	3	5
47	в которых	1	5
48	не менее	3	5
49	же время	4	5
50	связи с	4	5
51	к себе	5	5
52	и сам	1	5
53	хотя и	3	5
54	с ним	1	5
55	к нему	5	5
56	что в	3	5
57	по отношению	7	5
58	из них	3	5
59	тем что	3	5
60	прежде всего	4	5
61	как это	6	5
62	на себя	3	4
63	в ней	3	4
64	с другой	8	4
65	нет и	2	4
66	отнюдь не	5	4
67	все же	7	4
68	когда он	3	4
69	то что	11	4
70	в себе	8	4
71	тому назад	1	4
72	лет тому	1	4
73	но все	4	4
74	и с	4	4
75	должен был	1	4
76	несмотря на	2	4
77	точки зрения	10	4
78	не в	14	4
79	однако в	2	4
80	на него	3	4
81	у него	4	4
82	и здесь	1	4
83	так и	9	4
84	между собой	2	4
85	до нас	1	4
86	не дает	1	4
87	вовсе не	1	4
88	но и	23	4
89	ничем не	1	4
90	а не	12	4
91	в связи	2	4
92	не является	8	4
93	и для	2	4
94	тем более	2	4
95	хотя бы	4	4
96	так же	2	4
97	идет о	2	3
98	который в	2	3
99	говорить о	2	3
100	на них	1	3
101	столь же	3	3
102	с его	6	3
103	в ее	3	3
104	и к	1	3
105	представляет собой	13	3
106	в этой	5	3
107	и тот	2	3
108	не могла	1	3
109	в нем	4	3
110	что ни	1	3
111	приводит к	2	3
112	то ни	3	3
113	было бы	4	3
114	в них	1	3
