N	2gram	Voloshinov_1	Vvedenie
1	и в	19	32
2	в том	6	31
3	в этом	16	30
4	том что	3	26
5	может быть	26	26
6	не только	8	22
7	для того	4	21
8	того чтобы	5	20
9	таким образом	17	19
10	также и	1	18
11	то что	8	16
12	потому что	1	15
13	так как	2	15
14	не может	24	14
15	в самом	10	13
16	в нем	10	13
17	о том	2	13
18	со стороны	1	13
19	в общем	1	12
20	в его	6	12
21	того что	3	12
22	только в	9	12
23	и не	26	12
24	как мы	13	11
25	в ее	7	11
26	ясно что	5	11
27	в данном	4	11
28	что такое	2	11
29	языка и	13	10
30	что в	4	10
31	то же	7	9
32	в истории	3	9
33	и как	3	9
34	но в	7	9
35	по себе	4	9
36	между тем	3	9
37	в той	1	9
38	этом смысле	2	9
39	науки о	4	8
40	а только	1	8
41	это не	1	8
42	не в	5	8
43	тем не	2	8
44	не менее	4	8
45	с другой	5	8
46	именно в	5	8
47	самом деле	10	7
48	вопрос о	4	7
49	но не	1	7
50	все же	8	7
51	было бы	4	7
52	точки зрения	34	7
53	в применении	1	7
54	можно было	2	7
55	прежде всего	13	7
56	смысле этого	3	7
57	в большей	1	7
58	и это	3	6
59	из этих	2	6
60	как он	2	6
61	широком смысле	1	6
62	его в	3	6
63	с тем	1	6
64	как и	12	6
65	представить себе	1	6
66	к истории	1	6
67	вовсе не	5	6
68	в то	3	6
69	в качестве	2	6
70	же время	3	6
71	тем что	2	6
72	не могут	3	6
73	этот вопрос	5	6
74	и его	19	6
75	истории языка	2	6
76	и даже	2	6
77	до сих	8	6
78	но и	8	6
79	применении к	1	6
80	сих пор	8	6
81	все это	3	6
82	хотя бы	5	6
83	одним из	2	5
84	а как	3	5
85	в целом	1	5
86	в широком	1	5
87	или вообще	2	5
88	с их	1	5
89	так например	1	5
90	на почве	6	5
91	и тем	1	5
92	но если	2	5
93	сказать что	4	5
94	могут быть	2	5
95	быть в	2	5
96	так что	1	5
97	уже в	1	5
98	не есть	3	5
99	что не	2	5
100	на этот	3	5
101	а не	7	5
102	она есть	1	5
