N	2gram	Berdyaev_M_1	Problemy
1	и не	11	31
2	и в	28	29
3	в его	9	24
4	может быть	30	24
5	в этом	20	22
6	а не	25	22
7	т е	2	21
8	в нем	13	19
9	точки зрения	4	19
10	как бы	2	19
11	для него	11	18
12	у достоевского	42	16
13	не только	29	15
14	то что	5	15
15	не как	4	14
16	и его	9	14
17	рядом с	1	14
18	но и	25	14
19	в пределах	1	13
20	уже не	4	13
21	достоевского в	9	12
22	достоевского не	4	12
23	как и	5	12
24	не может	28	12
25	о себе	3	12
26	в самом	11	10
27	из подполья	10	10
28	в то	2	10
29	только в	6	10
30	в одном	1	10
31	все эти	2	9
32	с его	3	9
33	все же	2	9
34	достоевского как	2	9
35	это не	5	9
36	если бы	2	9
37	себе самом	1	9
38	о нем	2	9
39	но не	8	9
40	по отношению	2	8
41	что в	10	8
42	в каждом	1	8
43	творчества достоевского	1	8
44	в том	6	8
45	что он	10	8
46	потому что	16	8
47	до конца	14	8
48	в своем	10	8
49	романов достоевского	3	8
50	в своей	15	8
51	отношению к	2	8
52	а как	2	7
53	слово о	1	7
54	и на	6	7
55	за пределы	4	7
56	и как	2	7
57	но в	7	7
58	в себе	7	7
59	входит в	2	7
60	достоевского и	10	7
61	том что	3	7
62	не в	16	7
63	вовсе не	1	7
64	она не	4	7
65	так и	1	7
66	прежде всего	10	7
67	в романах	1	7
68	мира и	5	7
69	о достоевском	7	7
70	а в	4	7
71	одним из	2	6
72	самом деле	1	6
73	так же	1	6
74	менее всего	7	6
75	в одной	1	6
76	как в	2	6
77	что она	1	6
78	в мире	10	6
79	его в	3	6
80	достоевского но	3	6
81	точку зрения	1	6
82	в самой	7	6
83	могут быть	2	6
84	самого достоевского	2	6
85	к нему	7	6
86	этого мира	3	6
87	достоевский в	5	6
88	был бы	10	6
89	в конце	7	6
90	так как	3	6
91	и потому	10	6
92	не могут	5	6
93	все это	6	6
94	о мире	2	6
95	на самом	1	5
96	это и	4	5
97	должна быть	6	5
98	в зависимости	1	5
99	зависимости от	1	5
100	у него	17	5
101	с их	2	5
102	романах достоевского	1	5
103	творчество достоевского	13	5
104	он не	24	5
105	в плане	1	5
106	было бы	10	5
107	он и	2	5
108	мысли и	2	5
109	мир и	1	5
110	и это	12	5
111	и о	1	5
112	еще не	1	5
113	с ним	2	5
114	ничего не	3	5
115	между тем	1	5
116	творчестве достоевского	4	5
117	и др	1	5
118	мира в	1	5
119	в творчестве	10	5
120	сознания и	1	5
121	конце концов	2	5
122	для достоевского	5	5
123	во всяком	1	5
124	и т	1	4
125	ивана карамазова	7	4
126	тем как	1	4
127	и наконец	1	4
128	бы и	3	4
129	является лишь	1	4
130	в этой	6	4
131	не значит	2	4
132	человека в	13	4
133	должно быть	3	4
134	в основе	2	4
135	от того	1	4
136	личности в	2	4
137	все то	1	4
138	достоевского к	5	4
139	и с	3	4
140	но у	1	4
141	из одного	1	4
142	в свете	3	4
143	достоевского говорит	1	4
144	тем что	4	4
145	что и	4	4
146	не было	18	4
147	не на	1	4
148	его как	2	4
149	что же	1	4
150	но это	1	4
151	и для	2	4
152	они не	1	4
153	отношения к	4	3
154	отношении к	2	3
155	и самое	1	3
156	он знает	2	3
157	не во	1	3
158	по достоевскому	2	3
159	достоевского мы	2	3
160	достоевского глубоко	1	3
161	я не	1	3
162	он сам	6	3
163	он в	2	3
164	себе и	2	3
165	уже в	4	3
166	и до	1	3
167	ее как	1	3
168	эти миры	1	3
169	достоевского было	3	3
170	достоевского нет	5	3
171	в их	4	3
172	этот мир	2	3
173	мире в	1	3
174	достоевский не	6	3
175	никогда не	14	3
176	карамазова и	2	3
177	как будто	2	3
178	в духе	1	3
179	отличается от	2	3
180	оно не	1	3
181	его художественного	1	3
182	и этим	1	3
183	приводит к	2	3
184	все его	3	3
185	все в	6	3
186	в них	4	3
187	человека из	2	3
188	в другой	1	3
189	была для	1	3
190	особенность его	1	3
191	герои достоевского	4	3
192	и у	2	3
193	мир в	3	3
194	всяком случае	1	3
195	т п	1	3
196	точек зрения	1	3
197	достоевского с	2	3
198	достоевский был	9	3
199	в человеке	8	3
200	в мир	3	3
201	как к	1	3
202	есть то	1	3
203	достоевского становится	1	3
204	его творчества	2	3
205	бы в	2	3
206	не знает	4	3
207	сказать что	2	3
208	в своих	1	3
209	все что	2	3
210	себя как	1	2
211	только он	1	2
212	обращено к	1	2
213	или к	4	2
214	и есть	14	2
215	к другому	1	2
216	мы уже	1	2
217	бы уже	1	2
218	в которой	6	2
219	вопрос о	2	2
220	в ней	15	2
221	культурной традиции	1	2
222	его духа	8	2
223	достоевского был	1	2
224	мир мир	1	2
225	то он	1	2
226	для других	1	2
227	отношение к	4	2
228	так что	1	2
229	в истории	2	2
230	толстого и	1	2
231	в той	2	2
232	его на	1	2
233	с этим	3	2
234	достоевского идея	1	2
235	и нет	2	2
236	его к	1	2
237	и к	2	2
238	в противоположность	1	2
239	идеи но	2	2
240	замыкается в	1	2
241	он ни	2	2
242	он все	1	2
243	всех этих	1	2
244	в россии	2	2
245	войти в	1	2
246	ни был	1	2
247	же не	1	2
248	достоевского он	7	2
249	с начала	1	2
250	в жизни	3	2
251	кажется что	1	2
252	чем в	2	2
253	выйти за	1	2
254	данте и	1	2
255	в отношении	1	2
256	конечно что	1	2
257	в котором	8	2
258	в которых	4	2
259	нему и	1	2
260	ее он	1	2
261	но он	9	2
262	зрения и	1	2
263	человека но	4	2
264	с которой	2	2
265	да ведь	1	2
266	мира не	3	2
267	мысли в	1	2
268	к этим	2	2
269	поэтому в	1	2
270	жизни не	1	2
271	а лишь	1	2
272	не потому	1	2
273	записок из	5	2
274	к себе	1	2
275	достоевского для	1	2
276	идет не	1	2
277	и что	2	2
278	слова а	1	2
279	и сам	1	2
280	сознании и	1	2
281	была идея	1	2
282	находится в	1	2
283	именно потому	1	2
284	сам был	1	2
285	и во	2	2
286	от них	1	2
287	противоречия и	1	2
288	во всей	1	2
289	по своим	1	2
290	один из	4	2
291	мы видим	2	2
292	хотя бы	3	2
293	и ее	1	2
294	же и	1	2
295	к идее	1	2
296	конечно не	3	2
297	то и	1	2
298	человеческого духа	26	2
299	его и	1	2
300	него нет	1	2
301	одно из	3	2
302	ведь это	2	2
303	произведения и	1	2
304	лишь один	1	2
305	и даже	1	2
306	до сих	2	2
307	все время	1	2
308	себя и	3	2
309	на этот	2	2
310	него не	2	2
311	достоевским и	1	2
312	нет ни	1	2
313	для понимания	1	2
314	его творчество	2	2
315	с этой	4	2
316	на пути	4	2
317	является для	1	2
318	сих пор	2	2
319	в смысле	1	2
320	можно было	1	2
321	нисколько не	1	2
322	вихревое движение	1	2
323	путь достоевского	1	2
324	великого инквизитора	5	2
325	и от	2	2
326	и человек	2	2
327	человек и	6	2
328	словом о	1	2
329	бы он	1	2
330	находит свое	1	2
331	своих героев	2	2
332	не есть	9	2
333	значит конечно	1	2
334	от ее	1	2
335	этот вопрос	1	2
336	жизни а	1	2
337	есть и	3	2
338	жизни и	2	2
339	эта новая	1	1
340	смысле слова	4	1
341	становится в	1	1
342	выражения в	1	1
343	эта тема	1	1
344	с какой-то	1	1
345	его внутреннюю	1	1
346	черты своего	1	1
347	из самых	8	1
348	также что	1	1
349	можно лишь	1	1
350	человека достоевский	2	1
351	она все	1	1
352	духа в	3	1
353	с таким	1	1
354	его не	3	1
355	из всех	1	1
356	достоевский но	1	1
357	мы не	1	1
358	в первый	1	1
359	не была	3	1
360	время как	2	1
361	оно есть	1	1
362	жизни как	1	1
363	бы ни	1	1
364	не способен	1	1
365	и он	12	1
366	себе а	1	1
367	не поддаются	1	1
368	и мира	3	1
369	во всех	1	1
370	друг к	1	1
371	сам его	1	1
372	к которой	1	1
373	и всякий	1	1
374	ответ на	1	1
375	творчество не	1	1
376	достоевский прежде	2	1
377	его художественный	1	1
378	нет и	5	1
379	и достоевский	12	1
380	в свои	1	1
381	что они	1	1
382	пределы и	2	1
383	относится к	2	1
384	внутренние противоречия	1	1
385	которые не	1	1
386	и всякой	1	1
387	своем творчестве	2	1
388	как последняя	1	1
389	что как	1	1
390	еще большую	1	1
391	может найти	1	1
392	глубже чем	1	1
393	героев достоевского	2	1
394	раскольникова ставрогина	2	1
395	бы мир	1	1
396	нему как	1	1
397	для третьих	1	1
398	слова он	1	1
399	от этого	2	1
400	как объективный	1	1
401	за собой	2	1
402	со своей	1	1
403	идей в	1	1
404	та же	1	1
405	отказывается от	1	1
406	что достоевский	4	1
407	в мышлении	1	1
408	нет свободы	2	1
409	чем его	4	1
410	достоевского по	1	1
411	потому она	1	1
412	имеем в	1	1
413	в философии	1	1
414	как он	2	1
