N	2gram	Vinokur_Ku_2	Problema
1	и в	23	44
2	вовсе не	9	37
3	и не	16	35
4	не есть	1	35
5	может быть	15	28
6	по себе	10	25
7	потому что	25	25
8	не просто	2	23
9	то что	9	23
10	в том	19	21
11	только в	5	19
12	а не	10	18
13	в этом	18	17
14	также и	5	16
15	если мы	4	16
16	даже и	2	16
17	для нас	4	16
18	сказать что	4	16
19	когда мы	1	15
20	и то	5	14
21	не только	20	14
22	и даже	2	14
23	и т	39	13
24	то же	6	13
25	т д	14	13
26	не в	8	13
27	но в	11	12
28	том что	11	12
29	так что	1	12
30	отнюдь не	4	10
31	так и	4	10
32	как и	2	10
33	тем не	6	10
34	не менее	7	10
35	у нас	12	10
36	в виду	3	10
37	но и	7	10
38	не имеет	4	9
39	в нем	4	9
40	и с	7	9
41	это не	6	9
42	и тем	5	9
43	в то	4	9
44	и это	3	9
45	никак не	3	9
46	в его	5	9
47	что и	3	9
48	что он	5	9
49	так как	15	9
50	в данном	4	9
51	как бы	4	9
52	таким образом	5	9
53	и от	2	9
54	во всяком	5	9
55	смысле слова	2	8
56	сама по	1	8
57	перед нами	4	8
58	в себе	1	8
59	он не	3	8
60	было бы	15	8
61	ни в	4	8
62	но это	3	8
63	и вообще	2	8
64	есть нечто	1	8
65	как раз	3	8
66	связи с	3	8
67	как мы	3	8
68	здесь не	3	8
69	того что	3	8
70	или иной	1	8
71	а именно	2	8
72	что же	5	8
73	что мы	6	8
74	что в	10	8
75	это и	3	7
76	мы не	1	7
77	в связи	4	7
78	на самом	2	7
79	все эти	12	7
80	мы должны	2	7
81	указывает на	1	7
82	ничего общего	1	7
83	данном случае	2	7
84	и что	8	7
85	с другой	8	7
86	значит что	1	7
87	уже не	8	7
88	мы находим	1	7
89	еще и	2	7
90	не может	9	7
91	и потому	2	7
92	сам по	1	6
93	в целом	1	6
94	все же	7	6
95	и к	1	6
96	о том	1	6
97	и если	2	6
98	то ни	1	6
99	ясно что	5	6
100	того или	2	6
101	но только	4	6
102	никогда не	2	6
103	для этого	3	6
104	можно сказать	4	6
105	и только	1	6
106	всяком случае	5	6
107	сами по	1	6
108	мы можем	1	6
109	такого рода	1	6
110	в виде	1	6
111	и есть	2	5
112	едва ли	1	5
113	есть не	1	5
114	еще не	5	5
115	а только	3	5
116	что они	2	5
117	в своем	2	5
118	хотя и	4	5
119	в нашем	7	5
120	с тем	2	5
121	есть именно	1	5
122	точки зрения	14	5
123	в своей	2	5
124	тем самым	2	5
125	тех или	1	5
126	и его	3	5
127	и о	4	5
128	которое мы	1	5
129	в ней	3	5
130	и здесь	5	5
131	крайней мере	6	5
132	что здесь	1	5
133	с той	2	5
134	то и	3	5
135	гораздо более	3	5
136	или даже	1	5
137	в конце	4	5
138	не было	4	5
139	по крайней	6	5
140	этом случае	2	5
141	так же	4	5
142	как в	3	5
143	да и	6	5
144	этого слова	5	5
145	все это	5	5
146	а в	3	5
147	другой стороны	7	5
148	не что	1	4
149	мы уже	1	4
150	время как	1	4
151	что иное	1	4
152	но даже	2	4
153	иное как	1	4
154	бы то	1	4
155	в чем	1	4
156	но как	1	4
157	и вовсе	2	4
158	могли бы	2	4
159	то время	1	4
160	при этом	2	4
161	данного слова	1	4
162	заключается в	2	4
163	и без	1	4
164	тому что	1	4
165	можно ли	4	4
166	дело в	1	4
167	только с	1	4
168	или иных	1	4
169	отличается от	3	4
170	в ее	1	4
171	языка и	8	4
172	можно было	9	4
173	это вовсе	1	4
174	мы в	2	4
175	с полным	1	4
176	мы могли	2	4
177	д и	1	4
178	всякого рода	2	4
179	что даже	1	4
180	же и	2	4
181	тем что	3	4
182	нас в	1	4
183	на этот	2	4
184	мы говорим	2	4
185	или в	4	4
186	а также	3	4
187	совершенно не	3	4
188	сколько угодно	1	4
189	в каком	4	4
190	в искусстве	1	4
191	отношения к	2	3
192	же как	2	3
193	то в	1	3
194	говорить о	4	3
195	но не	6	3
196	знак и	1	3
197	уже как	1	3
198	общего с	1	3
199	кроме того	1	3
200	и как	1	3
201	в самом	12	3
202	что это	7	3
