N	2gram	Voloshinov_1	VelikijI
1	и не	16	20
2	и в	15	16
3	так как	9	9
4	то что	10	9
5	еще не	7	8
6	в истории	3	8
7	что они	1	7
8	а не	2	7
9	и потому	8	7
10	человека и	6	6
11	на себя	2	5
12	но и	4	5
13	того что	2	5
14	хотя и	1	5
15	в мире	1	5
16	все это	5	5
17	как бы	11	5
18	и есть	2	4
19	в его	9	4
20	в этом	13	4
21	что он	8	4
22	потому что	4	4
23	в нем	4	4
24	так и	10	4
25	что все	5	4
26	как и	6	4
27	что мы	2	4
28	в котором	1	4
29	в ней	5	4
30	в силах	2	4
31	и все	4	4
32	все что	9	4
33	от этого	1	3
34	этого мира	1	3
35	и что	3	3
36	должна быть	1	3
37	хотя бы	7	3
38	то это	1	3
39	в чем	4	3
40	с его	8	3
41	во всех	8	3
42	что и	2	3
43	в том	4	3
44	тот же	5	3
45	но в	9	3
46	в вопросе	1	3
47	бы и	2	3
48	по этому	1	3
49	все эти	9	3
50	и они	1	3
51	их в	2	3
52	в своей	9	3
53	в жизни	5	3
54	ни в	6	3
55	не было	4	3
56	должно быть	2	3
57	в этих	2	3
58	нет ничего	1	3
59	всех людей	2	3
60	в первый	4	3
61	не в	4	3
62	любовь к	1	3
63	тому что	3	3
64	этих трех	1	3
65	но это	2	3
66	никогда не	7	3
67	превращается в	1	3
68	и для	2	3
69	к тому	4	3
70	жизни и	5	3
71	что в	6	3
72	людей в	1	3
73	оно не	2	3
74	а между	1	2
75	и это	1	2
76	того чтобы	2	2
77	и то	2	2
78	но мы	2	2
79	это мы	1	2
80	и т	1	2
81	и за	2	2
82	мы не	4	2
83	в последнем	1	2
84	с ним	12	2
85	человечества в	1	2
86	и во	1	2
87	к нам	1	2
88	между тем	2	2
89	нет и	1	2
90	от этих	1	2
91	которые не	1	2
92	человека как	1	2
93	материалом для	1	2
94	его к	1	2
95	только в	6	2
96	в себя	5	2
97	о высшем	1	2
98	конечно не	3	2
99	уже не	5	2
100	не только	5	2
101	все тот	2	2
102	его и	2	2
103	не так	1	2
104	для него	5	2
105	не к	1	2
106	в прошлом	1	2
107	и вечно	1	2
108	тем что	1	2
109	совести и	1	2
110	это не	2	2
111	т д	1	2
112	истории и	1	2
113	а с	1	2
114	прежде всего	11	2
115	для них	3	2
116	мы и	4	2
117	один из	4	2
118	вопросе о	1	2
119	для их	1	2
120	и тогда	1	2
121	мира в	1	2
122	не могут	3	2
123	а есть	1	2
124	самого себя	2	2
125	что было	1	2
126	одна из	3	2
127	было еще	1	2
128	уже на	1	2
129	том что	5	2
130	в форме	1	2
131	и теперь	1	2
132	ее в	2	2
133	но теперь	1	2
134	людей и	1	2
135	а в	6	2
136	но не	5	2
137	могут быть	6	2
138	во всяком	4	2
139	эта новая	1	1
140	как мы	10	1
141	бы сделать	1	1
142	быть может	1	1
143	в виду	1	1
144	свободно и	1	1
145	в ее	4	1
146	ни стало	1	1
147	и до	3	1
148	роль в	6	1
149	скрыть от	1	1
150	значение в	3	1
151	мы будем	1	1
152	то же	7	1
153	их и	1	1
154	ли это?	1	1
155	ней мы	1	1
156	из всего	1	1
157	жизни о	1	1
158	это только	2	1
159	по сравнению	1	1
160	которого они	2	1
161	вопрос о	1	1
162	составные части	1	1
163	и вообще	1	1
164	свое дело	1	1
165	только это	1	1
166	находится в	3	1
167	о возможности	1	1
168	я не	3	1
169	и начало	1	1
170	и ее	3	1
171	по смыслу	1	1
172	не был	1	1
173	зависимости от	2	1
174	вражда к	2	1
175	меня в	1	1
176	и на	3	1
177	он был	3	1
178	после того	1	1
179	бы то	1	1
180	отказ от	1	1
181	любви к	1	1
182	духа который	1	1
183	других людей	1	1
184	это желание	2	1
185	природы и	1	1
186	все в	1	1
187	что оно	2	1
188	к нему	7	1
189	ко всякому	2	1
190	но как	1	1
191	ее от	1	1
192	его системы	1	1
193	человек был	1	1
194	могут и	1	1
195	с которыми	2	1
196	а потому	2	1
197	что человек	1	1
198	себе и	1	1
199	бы в	2	1
200	крайней мере	1	1
201	мире и	1	1
202	и чем	1	1
203	что бы	1	1
204	во что	1	1
205	как в	3	1
206	бытия на	1	1
207	пути в	1	1
208	это ни	1	1
209	в своем	2	1
210	связать себя	1	1
211	все же	5	1
212	себя с	3	1
213	в двух	1	1
214	мы видим	1	1
215	с ними	4	1
216	мы увидим	4	1
217	ли он	1	1
218	утверждают что	1	1
219	и хотя	1	1
220	и так	1	1
221	в самом	6	1
222	у них	1	1
223	в которой	1	1
224	что это	3	1
225	в целом	2	1
226	теперь в	1	1
227	человеческой души	1	1
228	сущности и	1	1
229	этот третий	1	1
230	влечение к	7	1
231	в этой	5	1
232	я в	1	1
233	и современная	2	1
234	уже в	1	1
235	в которую	1	1
236	то и	1	1
237	достоинства и	1	1
238	часто он	1	1
239	только себя	1	1
240	о которой	2	1
241	в я	2	1
242	теперь его	1	1
243	любви в	1	1
244	и навсегда	1	1
245	и вот	6	1
246	поддался и	1	1
247	вовсе не	2	1
248	отношение к	7	1
249	у него	3	1
250	и по	5	1
251	на этом	5	1
252	переход к	1	1
253	человека в	3	1
254	не хотим	1	1
255	для того	1	1
256	то ни	1	1
257	в состоянии	2	1
258	конечно в	2	1
259	и с	7	1
260	а его	1	1
261	мы им	1	1
262	человеком как	1	1
263	с другой	1	1
264	художественный образ	2	1
265	этом пути	1	1
266	и быть	1	1
267	и тем	1	1
268	были в	1	1
269	в высшую	1	1
270	говорит о	1	1
271	быть на	1	1
272	к человеку	1	1
273	жизни от	1	1
274	на которых	1	1
275	не всегда	4	1
276	далее и	1	1
277	и уже	1	1
278	жизнь в	1	1
279	между собою	1	1
280	очень важное	1	1
281	было для	1	1
282	жизни но	2	1
283	и было	2	1
284	действии и	1	1
285	таким же	1	1
286	вместе с	4	1
287	так же	1	1
288	ко всем	1	1
289	как это	1	1
290	человека к	2	1
291	то есть	1	1
292	мы в	1	1
293	еще с	1	1
294	в человеке	5	1
295	у нас	3	1
296	сравнению с	1	1
297	ненависть к	1	1
298	и ведет	1	1
299	в одном	3	1
300	в мир	3	1
301	у самого	2	1
302	по крайней	1	1
303	цель ее	1	1
304	презрения к	1	1
305	это символ	1	1
306	мира с	1	1
307	и смерти	2	1
308	его совести	1	1
309	освободиться от	1	1
310	и очень	2	1
311	конечно ни	1	1
312	раз и	1	1
313	нет никакого	2	1
314	в атмосфере	1	1
315	и нет	1	1
316	можно ли	1	1
317	и внешней	1	1
318	так ли	1	1
319	иногда может	1	1
320	есть прежде	1	1
321	гораздо шире	1	1
322	и новой	1	1
323	на два	1	1
324	тому кто	1	1
325	мы все	1	1
326	не существует	3	1
327	и от	1	1
328	мира и	1	1
329	это как	3	1
330	которая в	1	1
331	ничего не	2	1
332	в разных	1	1
333	может быть	13	1
334	природы в	1	1
335	пути и	1	1
336	будто бы	2	1
337	на него	4	1
338	в сознании	3	1
339	наших дней	2	1
340	звучит в	1	1
341	уже и	1	1
342	соединения с	1	1
343	к ее	1	1
344	связь с	4	1
345	жизни в	3	1
346	что на	1	1
347	в будущем	1	1
348	религии и	2	1
349	им не	1	1
350	но все	2	1
351	есть и	2	1
352	к этому	7	1
353	его с	1	1
354	в искусстве	3	1
355	и другие	2	1
356	в своих	4	1
357	в процессе	4	1
358	и эта	1	1
359	в противоположность	1	1
360	себя и	3	1
361	она не	2	1
362	они не	2	1
