N	3gram	Vinokur_St_2	Myshleni
1	с точки зрения	2	18
2	для того чтобы	5	15
3	в том что	16	15
4	с другой стороны	3	9
5	с самого начала	3	8
6	по отношению к	1	7
7	в другом месте	2	6
8	заключается в том	1	6
9	о том что	11	6
10	вместе с тем	5	5
11	по сравнению с	1	5
12	так же как	3	5
13	в то время	1	5
14	до сих пор	5	4
15	в высшей степени	1	4
16	но вместе с	1	4
17	в этом отношении	9	4
18	к выводу что	1	4
19	на то что	2	3
20	сам по себе	1	3
21	в первую очередь	1	3
22	к тому что	5	3
23	в том чтобы	1	3
24	во всяком случае	3	3
25	в пользу того	1	3
26	в свою очередь	1	3
27	в этом вопросе	1	3
28	том что в	2	2
29	и то же	1	2
30	того чтобы показать	1	2
31	том что он	5	2
32	в известном смысле	1	2
33	в зависимости от	1	2
34	в сущности говоря	1	2
35	виде в каком	1	2
36	в приложении к	1	2
37	на этот вопрос	1	2
38	то же время	1	2
39	именно в этом	1	2
40	одно и то	1	2
41	в данном случае	1	2
42	пользу того что	1	2
43	в значительной степени	2	2
44	другом месте и	1	2
45	я не могу	1	2
46	вместо того чтобы	1	2
47	на вопрос о	1	2
48	в одном из	3	2
49	в самом деле	2	2
50	речь идет о	3	2
51	в то же	1	2
52	в заключительной части	1	1
53	и в которой	1	1
54	в чем же	1	1
55	дело в том	4	1
56	на самом деле	1	1
57	в этом смысле	1	1
58	в ответ на	1	1
59	свое выражение в	2	1
60	в том же	2	1
61	одну из важнейших	1	1
62	в качестве совершенно	1	1
63	что он не	4	1
64	в отличие от	2	1
65	о чем он	1	1
66	и именно в	1	1
67	об этом в	1	1
68	точно так же	1	1
69	и я не	1	1
70	на первом месте	1	1
71	то что в	2	1
72	как раз в	2	1
73	то обстоятельство что	4	1
74	в ту же	1	1
75	значений слов в	1	1
76	никакой связи с	1	1
77	к сожалению не	1	1
78	и на все	1	1
79	в конце концов	1	1
80	тот факт что	4	1
81	что оба эти	2	1
82	потому что оно	1	1
83	не столько в	2	1
84	и в этом	2	1
85	тем что в	1	1
86	между тем в	1	1
87	сомнений в том	1	1
88	в котором была	1	1
89	столько же сколько	1	1
90	вопрос о чем	1	1
91	в этих словах	2	1
92	сказал бы что	1	1
93	друг к другу	1	1
94	потому что они	1	1
95	хотя бы даже	1	1
96	совершенно независимо от	1	1
97	и пр в	1	1
98	выхода в свет	4	1
99	и вместе с	1	1
100	что у него	1	1
101	что человек с	1	1
102	не только не	2	1
103	в связь с	1	1
104	и эти два	1	1
105	но все же	2	1
106	чем он думал	1	1
107	оно не является	1	1
108	в том числе	1	1
109	и т д	6	1
110	вне всякого сомнения	2	1
111	тем не менее	2	1
112	а затем уже	1	1
113	не мог не	1	1
