N	3gram	Losev_Prob_5	Morfolog
1	и т д	1	47
2	в связи с	7	8
3	не может быть	2	8
4	таким образом мы	1	5
5	связи с этим	1	5
6	по отношению к	2	4
7	с точки зрения	8	4
8	а также и	1	4
9	мы увидим ниже	1	4
10	с другой стороны	5	4
11	тем не менее	5	4
12	как мы увидим	1	3
13	на самом деле	1	3
14	но все же	2	3
15	состоит в том	1	2
16	в настоящее время	3	2
17	точно так же	3	2
18	то время как	3	2
19	с одной стороны	3	2
20	на первый взгляд	1	2
21	друг на друга	1	2
22	и таким образом	1	2
23	в то время	3	2
24	в большинстве случаев	1	2
25	для того чтобы	2	2
26	в том что	8	2
27	бросается в глаза	1	1
28	хотя и не	1	1
29	по существу и	1	1
30	то ни стало	1	1
31	а вовсе не	1	1
32	здесь перед нами	1	1
33	и дает ему	1	1
34	это уже не	2	1
35	и вслед за	1	1
36	том что он	2	1
37	о том как	1	1
38	что иное как	3	1
39	во что бы	1	1
40	тому что в	1	1
41	до сих пор	2	1
42	в таком случае	2	1
43	бы то ни	2	1
44	прежде чем перейти	1	1
45	в какой степени	1	1
46	но это не	1	1
47	можно было бы	1	1
48	чем перейти к	1	1
49	нет не только	1	1
50	его самого в	1	1
51	в данном случае	2	1
52	что бы то	1	1
53	в нее влюбляется	1	1
54	не входит в	1	1
55	во всяком случае	2	1
56	не думает о	1	1
57	потому что они	2	1
58	а не от	1	1
59	что несмотря на	1	1
60	то же время	1	1
61	похожи друг на	1	1
62	что они должны	1	1
63	и как будто	1	1
64	далеко не всегда	3	1
65	о том что	9	1
66	мы прежде всего	1	1
67	с самого начала	1	1
68	той или иной	1	1
69	или духа в	1	1
70	можно сказать что	3	1
71	на то что	2	1
72	в то же	1	1
73	не что иное	3	1
74	на друга что	1	1
75	все же в	1	1
