N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	24	28
2	и в	23	21
3	как бы	28	17
4	романах достоевского	6	15
5	в то	10	15
6	то же	10	13
7	из подполья	11	13
8	времени в	1	13
9	в его	24	13
10	в романах	7	13
11	достоевского в	19	12
12	то есть	24	12
13	как и	8	12
14	же время	7	12
15	что в	8	12
16	с его	6	11
17	том что	9	11
18	подпольного человека	1	11
19	все это	7	10
20	в романе	11	10
21	как в	6	8
22	он не	4	8
23	достоевского с	7	8
24	то что	18	8
25	в году	1	7
26	и на	10	7
27	но в	4	7
28	что достоевский	3	7
29	не только	13	7
30	при этом	3	7
31	тем самым	1	7
32	во многом	1	7
33	у него	6	7
34	и не	34	7
35	в том	11	7
36	в этом	25	6
37	достоевского не	11	6
38	в творчестве	5	6
39	человека в	5	6
40	в котором	2	6
41	не менее	1	6
42	и его	13	6
43	по природе	1	6
44	он сам	3	6
45	о том	2	6
46	и все	3	6
47	что он	10	6
48	для него	15	6
49	а в	7	6
50	жизни в	1	6
51	преступления и	1	5
52	мира достоевского	4	5
53	все же	5	5
54	в этой	4	5
55	таким образом	11	5
56	и наказания	1	5
57	вовсе не	8	5
58	в бедных	1	5
59	в своих	2	5
60	его романов	3	5
61	в русской	1	5
62	потому что	12	5
63	как будто	3	5
64	по нашему	5	5
65	только в	8	5
66	творчестве достоевского	5	5
67	может быть	21	5
68	нашему мнению	3	5
69	а не	20	5
70	бедных людях	1	5
71	но это	5	5
72	это уже	1	5
73	хотя бы	2	5
74	из всех	1	4
75	в своем	8	4
76	и как	8	4
77	в целом	4	4
78	в человеке	6	4
79	это не	10	4
80	в своей	11	4
81	мысли и	2	4
82	своего рода	1	4
83	достоевский не	5	4
84	времени у	1	4
85	творчества достоевского	7	4
86	достоевским в	1	4
87	в мире	7	4
88	времени и	1	4
89	поэтики достоевского	8	4
90	одной из	1	4
91	для достоевского	6	4
92	герои достоевского	3	4
93	проблемы поэтики	1	4
94	достоевского это	1	4
95	прежде всего	7	4
96	в момент	1	4
97	не может	11	4
98	и от	1	4
99	в основном	2	4
100	один из	2	4
101	с большой	1	4
102	одним из	8	4
103	на самом	4	3
104	это и	9	3
105	той же	6	3
106	среды и	1	3
107	я не	3	3
108	что я	1	3
109	со всеми	1	3
110	достоевского к	5	3
111	творчество достоевского	3	3
112	хотя и	1	3
113	героев достоевского	3	3
114	в самом	8	3
115	сливается с	2	3
116	тут и	2	3
117	в нем	20	3
118	он ни	1	3
119	в россии	1	3
120	на его	2	3
121	времени он	1	3
122	и по	2	3
123	в каждом	8	3
124	что все	3	3
125	и с	4	3
126	и других	5	3
127	авторской позиции	3	3
128	достоевский и	2	3
129	достоевского и	12	3
130	далеко не	1	3
131	в их	3	3
132	место в	1	3
133	даже в	2	3
134	человека но	2	3
135	романа достоевского	14	3
136	самого начала	3	3
137	дело в	1	3
138	героев и	6	3
139	никогда не	5	3
140	достоевский в	7	3
141	записок из	3	3
142	вот почему	1	3
143	стремится к	1	3
144	с ее	2	3
145	и другие	2	3
146	с самого	2	3
147	в дальнейшем	1	3
148	смешного человека	1	3
149	с ним	6	3
150	мире достоевского	5	3
151	самого достоевского	6	3
152	романного мира	3	3
153	того что	2	3
154	действительной жизни	1	3
155	который в	1	3
156	во времени	3	3
157	времени как	1	3
158	уже не	8	3
159	уже в	5	3
160	говорит о	1	3
161	не так	1	3
162	так как	7	3
163	в которой	4	3
164	и даже	3	3
165	с другой	2	3
166	но и	11	3
167	к человеку	2	3
168	ни на	2	3
169	подхода к	1	3
170	но не	8	3
171	он говорит	2	3
172	романов достоевского	12	3
173	в книге	3	3
174	достоевский как	2	3
175	не существует	1	3
176	своих героев	3	3
177	жизни и	6	3
178	ее в	1	3
179	это в	2	3
180	так же	6	3
181	себя как	5	2
182	самом деле	5	2
183	в первом	2	2
184	по преимуществу	3	2
185	а как	6	2
186	есть не	2	2
187	на первом	1	2
188	социальной действительности	2	2
189	и иван	1	2
190	и он	1	2
191	героев в	2	2
192	героя и	5	2
193	в ней	1	2
194	в отличие	2	2
195	людей в	1	2
196	в чем	1	2
197	не то	1	2
198	мир достоевского	11	2
199	отличие от	2	2
200	и достоевский	3	2
201	человека его	1	2
202	в настоящем	3	2
203	в одной	4	2
204	как к	1	2
205	что как	1	2
206	и наконец	5	2
207	в материал	1	2
208	пространстве а	2	2
209	то в	1	2
210	но его	1	2
211	по достоевскому	2	2
212	можно не	1	2
213	в себе	5	2
214	что она	2	2
215	так сказать	3	2
216	здесь мы	2	2
217	его романах	1	2
218	не будет	1	2
219	в вечности	1	2
220	достоевского он	2	2
221	действительности в	1	2
222	и тем	2	2
223	личности не	1	2
224	в данном	2	2
225	ведет к	1	2
226	такой же	1	2
227	в один	2	2
228	в этих	2	2
229	и диалектика	1	2
230	не во	3	2
231	достоевский с	1	2
232	не столько	3	2
233	в черновиках	1	2
234	говорит об	1	2
235	самосознания героя	1	2
236	не в	6	2
237	в пространстве	3	2
238	но он	2	2
239	по крайней	2	2
240	однако в	2	2
241	на свете	1	2
242	между людьми	1	2
243	и против	1	2
244	сам достоевский	2	2
245	одна из	2	2
246	и притом	2	2
247	в основе	5	2
248	но только	1	2
249	к ней	1	2
250	людей и	1	2
251	реализм достоевского	1	2
252	динамика достоевского	1	2
253	которого он	1	2
254	личности в	4	2
255	иван карамазов	1	2
256	в духе	3	2
257	нет ни	2	2
258	могут быть	1	2
259	является одним	1	2
260	к тому	1	2
261	достоевского может	2	2
262	в жизни	6	2
263	данном случае	2	2
264	в себя	3	2
265	этот роман	1	2
266	приводит к	3	2
267	так и	10	2
268	здесь нет	1	2
269	об этом	1	2
270	во второй	1	2
271	невского проспекта	1	2
272	макар девушкин	1	2
273	этой концепции	1	2
274	можно сказать	2	2
275	что и	5	2
276	во всей	2	2
277	крайней мере	2	2
278	вслед за	1	2
279	перед тем	1	2
280	вот в	1	2
281	в литературе	3	2
282	тот же	2	2
283	наше время	1	2
284	во вкусе	1	2
285	его произведений	2	2
286	что времени	1	2
287	тон рассказа	1	2
288	в качестве	1	2
289	так что	1	2
290	же и	1	2
291	и у	4	2
292	от других	1	2
293	при помощи	1	2
294	из них	2	2
295	был бы	5	2
296	этой проблемы	1	2
297	именно в	6	2
298	что не	1	2
299	что для	2	2
300	до конца	5	2
301	и далее	1	2
302	его как	5	2
303	сам себе	1	2
304	мира в	6	2
305	в частности	1	2
306	вместе с	2	2
307	времени а	1	2
308	пространства и	1	2
309	эти слова	1	2
310	в мир	3	2
311	в первой	2	2
312	человеку как	1	2
313	время не	2	2
314	перед нами	4	2
315	в одно	1	2
316	для автора	3	2
317	ее и	1	2
318	ибо в	1	2
319	отсюда же	2	2
320	только что	1	2
321	прошлого и	1	2
322	личности и	1	2
323	не знает	1	2
324	сказать что	5	2
325	и человек	1	2
326	к этому	2	2
327	точно так	2	2
328	гораздо более	1	2
329	только он	1	1
330	от этой	1	1
331	этого в	1	1
332	в сфере	2	1
333	же как	1	1
334	в движение	1	1
335	совершенно справедливо	1	1
336	принципиально новую	1	1
337	у бальзака	2	1
338	проявилась в	1	1
339	живет на	1	1
340	и есть	5	1
341	нам кажется	4	1
342	этого мира	4	1
343	из самых	1	1
344	и до	1	1
345	видения мира	1	1
346	места в	1	1
347	сознания героя	1	1
348	уже по	1	1
349	мы уже	2	1
350	их и	1	1
351	своего индивидуального	1	1
352	лежит на	1	1
353	что если	1	1
354	и тут	1	1
355	к воплощению	1	1
356	единство и	1	1
357	он как	1	1
358	достоевского мы	4	1
359	записных книжек	1	1
360	в сущности	5	1
361	время как	1	1
362	говорить о	2	1
363	принадлежит к	1	1
364	в полной	1	1
365	но даже	1	1
366	становится объектом	1	1
367	то это	1	1
368	композиции у	1	1
369	стремление достоевского	1	1
370	этом плане	1	1
371	разобраться в	2	1
372	преодолеть время	1	1
373	святые и	1	1
374	и самого	4	1
375	себе а	1	1
376	достоевского был	2	1
377	одно из	1	1
378	еще не	5	1
379	по этому	2	1
380	зеркалом и	1	1
381	не успел	1	1
382	бы то	3	1
383	во всех	5	1
384	тем как	4	1
385	в создании	1	1
386	иного рода	1	1
387	в двойнике	1	1
388	роман достоевского	11	1
389	как правило	1	1
390	совсем не	1	1
391	акакий акакиевич	1	1
392	на трех	1	1
393	достоевского была	1	1
394	наряду с	1	1
395	внутри этой	1	1
396	и всякий	1	1
397	забывали что	1	1
398	его сознания	3	1
399	к слову	1	1
400	его построения	1	1
401	по отношению	11	1
402	к творчеству	1	1
403	а и	1	1
404	макара девушкина	1	1
405	тогда как	1	1
406	книге достоевский	1	1
407	одного момента	1	1
408	в истории	2	1
409	первый взгляд	1	1
410	не согласиться	1	1
411	с этим	1	1
412	для создания	3	1
413	своем творчестве	1	1
414	найти в	1	1
415	для романтического	1	1
416	до его	1	1
417	в художественном	2	1
418	кроме того	3	1
419	частей и	1	1
420	разрезе одного	2	1
421	сознания в	2	1
422	как уже	1	1
423	это тоже	1	1
424	его романного	1	1
425	и превращается	1	1
426	его к	4	1
427	и к	4	1
428	в действительности	1	1
429	же катастрофическая	1	1
430	в этот	2	1
431	за собой	1	1
432	мир по	2	1
433	со своей	1	1
434	бы и	4	1
435	что это	1	1
436	всего романа	1	1
437	европейского романа	4	1
438	он в	2	1
439	все эти	8	1
440	его содержания	1	1
441	есть о	1	1
442	новый тип	1	1
443	еще далеко	1	1
444	достоевский мыслил	1	1
445	времени отсюда	2	1
446	в известном	1	1
447	каждой личности	1	1
448	и противоречивость	5	1
449	человеке и	1	1
450	чем его	1	1
451	этого образа	1	1
452	достоевского таким	2	1
453	претендовать на	1	1
454	маленькому человеку	1	1
455	героя к	1	1
456	вследствие этого	1	1
457	он считает	1	1
458	вечность ибо	1	1
459	больше всего	1	1
460	да и	2	1
461	шекспира и	2	1
462	перестает быть	1	1
463	всех этих	3	1
464	не значит	2	1
465	к одному	1	1
466	не к	1	1
467	и вот	2	1
468	кризис и	1	1
469	и сколько	1	1
470	братья карамазовы	1	1
471	достоевского каждое	1	1
472	находим у	1	1
473	достоевского как	12	1
474	а вместе	1	1
475	романе достоевский	1	1
476	то ни	3	1
477	а преодоление	1	1
478	же не	1	1
479	значение в	1	1
480	мира достоевский	3	1
481	его не	1	1
482	его в	4	1
483	это было	1	1
484	заключается в	2	1
485	первой главе	1	1
486	воспринимается как	1	1
487	действия вихревое	1	1
488	было бы	6	1
489	одновременные и	1	1
490	форму и	1	1
491	роль в	2	1
492	лишь на	2	1
493	весь мир	1	1
494	приходит в	1	1
495	быть перенесено	1	1
496	что обычные	1	1
497	достоевского следовать	1	1
498	ни в	3	1
499	к герою	1	1
500	для них	1	1
501	сложными и	1	1
502	в них	3	1
503	все равно	2	1
504	достоевского динамика	1	1
505	их взаимоотношения	1	1
506	мировой литературы	2	1
507	с этой	1	1
508	и уже	3	1
509	нельзя признать	1	1
510	он и	5	1
511	меня но	1	1
512	появляется герой	1	1
513	чем в	2	1
514	единства времени	1	1
515	и было	1	1
516	достоевский говорит	2	1
517	принципу единства	1	1
518	достоевского было	3	1
519	и угадать	1	1
520	их на	1	1
521	укладывается ни	1	1
522	героя такова	1	1
523	достоевского нет	3	1
524	на первый	1	1
525	пессимизм и	1	1
526	что такое	1	1
527	не мир	1	1
528	все как	1	1
529	к истории	1	1
530	центр тяжести	1	1
531	именно и	2	1
532	художественными средствами	1	1
533	же это	1	1
534	к маленькому	1	1
535	человека до	1	1
536	воле в	1	1
537	не от	1	1
538	от себя	1	1
539	как одна	1	1
540	героя то	1	1
541	и внутренних	1	1
542	но эта	4	1
543	художественного мира	5	1
544	образом и	1	1
545	художественный мир	1	1
546	в философии	1	1
547	действительность становится	1	1
548	героем достоевского	1	1
549	борьбу с	1	1
550	и более	1	1
551	единственный способ	1	1
552	по себе	7	1
553	сам сознает	1	1
554	и достоевского	1	1
555	тому что	2	1
556	с раскольниковым	1	1
557	ему как	1	1
558	в отношении	2	1
559	несколько часов	2	1
560	социальное положение	1	1
561	и другое	1	1
562	в смысле	2	1
563	в разрезе	5	1
564	него была	1	1
565	к этим	1	1
566	на него	2	1
567	в процессе	4	1
568	в плане	5	1
569	и имеет	1	1
570	в нас	1	1
571	в вечность	2	1
572	литературной традиции	1	1
573	даже как	1	1
574	взаимоотношения в	1	1
575	человека по	2	1
576	этот тип	1	1
577	принципом одновременности	1	1
578	казалось бы	1	1
579	вот это	1	1
580	резко отличен	1	1
581	как формы	1	1
582	в самой	7	1
583	трагедии в	1	1
584	на себя	3	1
585	всего на	1	1
586	это из	1	1
587	форме романа	1	1
588	того в	1	1
589	как она	1	1
590	способ преодолеть	1	1
591	от почвы	1	1
592	уже говорили	1	1
593	со своим	3	1
594	собственной личности	1	1
595	в роман	1	1
596	входят в	2	1
597	только с	2	1
598	и делает	1	1
599	в области	3	1
600	подполья не	1	1
601	события но	1	1
602	содержания как	1	1
603	у нас	1	1
604	среди них	1	1
605	выпадает из	1	1
606	в трагедии	1	1
607	xx века	1	1
608	быстрота действия	1	1
609	к себе	2	1
610	притом это	1	1
611	не могут	6	1
612	но все	4	1
613	одновременно все	1	1
614	и поступков	2	1
615	переход в	1	1
616	содержание в	1	1
617	что оно	1	1
618	бы он	1	1
619	мысли о	1	1
620	не есть	1	1
621	сознании героя	1	1
622	же его	1	1
623	оно не	2	1
624	если же	2	1
625	быть назван	1	1
626	она не	5	1
627	его художественной	1	1
628	и это	5	1
629	он ищет	3	1
630	вихревое движение	2	1
631	торжество времени	1	1
632	и о	3	1
633	в конце	5	1
634	до них	1	1
635	представляет в	1	1
636	перенесено и	1	1
637	но при	1	1
638	отношения и	1	1
639	в ее	1	1
640	от внешней	1	1
641	он просто	1	1
642	элементы повествования	1	1
643	другой стороны	2	1
644	как по	1	1
645	только не	1	1
646	и говорит	1	1
647	только то	3	1
648	что у	1	1
649	за и	1	1
650	слово о	2	1
651	что может	2	1
652	человека он	1	1
653	самого автора	6	1
654	мире не	1	1
655	чужого сознания	2	1
656	утверждает что	1	1
657	но у	2	1
658	сходно с	1	1
659	это объясняется	1	1
660	здесь достоевский	1	1
661	не существовало	1	1
662	и здесь	3	1
663	на тех	1	1
664	своей книге	1	1
665	обычно служит	1	1
666	он живет	1	1
667	никак не	2	1
668	и что	1	1
669	достоевского все	1	1
670	что каждый	1	1
671	она всегда	1	1
672	единство романа	3	1
673	романа мы	1	1
674	все его	1	1
675	раскольникова и	1	1
676	кажется что	3	1
677	и многих	1	1
678	как у	2	1
679	знает что	1	1
680	черт его	1	1
681	к нему	3	1
682	литературе о	3	1
683	достоевский изображает	1	1
684	между тем	5	1
685	от них	1	1
686	была бы	2	1
687	свобода и	1	1
688	человека из	4	1
689	мучений и	1	1
690	подполья и	2	1
691	нем и	1	1
692	представления о	1	1
693	все время	1	1
694	достоевского совершенно	1	1
695	сравнение с	1	1
696	такой человек	1	1
697	действительности не	1	1
698	известном смысле	1	1
699	достоевского то	2	1
700	как он	2	1
701	и быстрота	1	1
702	пришел к	1	1
703	быстрота единственный	1	1
704	эту форму	1	1
705	и действительно	1	1
706	даже если	1	1
707	это очень	3	1
708	с чертом	1	1
709	всех его	1	1
710	и оценку	1	1
711	петербурга и	1	1
712	широте и	1	1
713	делает его	1	1
714	вот что	2	1
715	себя в	3	1
716	все одновременно	1	1
717	произведений достоевского	7	1
718	ощущению его	1	1
719	одновременно он	1	1
720	сколько в	2	1
721	он считал	1	1
722	романе драматическому	1	1
723	к идее	1	1
724	такого изображения	1	1
725	если мы	1	1
726	то и	2	1
727	свидригайлов и	1	1
728	мир толстого	1	1
729	не все	1	1
730	но с	1	1
731	на этих	1	1
732	преодоление его	1	1
733	слова не	1	1
734	изолированной личности	1	1
735	его и	1	1
736	его героев	5	1
737	катастрофическая быстрота	1	1
738	на столе	1	1
739	время во	1	1
