N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	8
2	с одной стороны	2	7
3	в том что	4	5
4	до сих пор	3	4
5	о том что	1	4
6	мы имеем в	1	4
7	в данном случае	2	3
8	то время как	1	3
9	в то время	1	3
10	не может быть	7	3
11	том что в	1	2
12	но и в	1	2
13	только то что	1	2
14	здесь же мы	1	2
15	сих пор мы	1	2
16	во всяком случае	1	2
17	по отношению к	11	2
18	но все же	1	2
19	можно было бы	1	2
20	как и в	1	2
21	следует отметить что	1	1
22	костяк который обрастает	1	1
23	с ним на	1	1
24	уже не может	1	1
25	более или менее	1	1
26	так как в	1	1
27	мы обратимся к	1	1
28	нам кажется что	1	1
29	одной стороны и	2	1
30	же как и	1	1
31	в частности в	1	1
32	сих пор не	1	1
33	и не может	3	1
34	для нас же	2	1
35	в зависимости от	2	1
36	по аналогии с	1	1
37	совершенно ясно что	1	1
38	со всех сторон	1	1
39	только одна сторона	1	1
40	одно и то	2	1
41	на передний план	1	1
42	и должна быть	1	1
43	так же как	1	1
44	это прежде всего	1	1
45	и то же	2	1
46	все же не	1	1
47	в этом направлении	1	1
48	это только одна	1	1
49	этой точки зрения	3	1
50	могут быть только	1	1
51	таким образом мы	1	1
52	в них всегда	1	1
53	подобно тому как	1	1
54	с этой стороны	2	1
55	можно сказать что	5	1
56	еще не вполне	1	1
57	тем не менее	3	1
58	и с другой	1	1
