N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	49
2	для нас	4	31
3	и в	23	24
4	может быть	15	23
5	то что	9	20
6	и не	16	19
7	в том	19	18
8	а не	10	18
9	что в	10	16
10	не только	20	15
11	по себе	10	15
12	того же	3	14
13	при этом	2	13
14	в слове	1	13
15	не в	8	13
16	было бы	15	13
17	то же	6	12
18	но не	6	12
19	мы можем	1	12
20	не может	9	12
21	мы не	1	11
22	таким образом	5	11
23	вместе с	5	11
24	если бы	12	11
25	что и	3	11
26	что мы	6	11
27	только в	5	11
28	как в	3	10
29	в себе	1	10
30	для него	1	10
31	тогда когда	1	10
32	так что	1	10
33	так как	15	10
34	независимо от	1	9
35	в нем	4	9
36	вовсе не	9	9
37	то и	3	9
38	но и	7	9
39	как бы	4	9
40	точно так	3	9
41	и на	6	8
42	а только	3	8
43	в этом	18	8
44	том что	11	8
45	в одно	1	8
46	могут быть	4	8
47	а в	3	8
48	в чем	1	7
49	с этим	3	7
50	как и	2	7
51	между собою	1	7
52	всяком случае	5	7
53	того как	2	7
54	или же	2	7
55	не могут	5	7
56	быть может	1	7
57	прежде всего	8	7
58	сами по	1	7
59	тем что	3	7
60	того что	3	7
61	во всяком	5	7
62	и т	39	6
63	что если	2	6
64	и как	1	6
65	тем не	6	6
66	в то	4	6
67	не имеет	4	6
68	связи с	3	6
69	свою очередь	2	6
70	между тем	6	6
71	и только	1	6
72	в одном	1	6
73	заметить что	1	6
74	с другой	8	6
75	не было	4	6
76	в ряду	1	6
77	этого слова	5	6
78	не есть	1	6
79	в свою	2	6
80	только как	2	6
81	по поводу	2	6
82	столь же	1	5
83	что они	2	5
84	все же	7	5
85	уже в	3	5
86	на то	4	5
87	есть не	1	5
88	и уже	1	5
89	не менее	7	5
90	по крайней	6	5
91	так и	4	5
92	о том	1	5
93	а потому	1	5
94	крайней мере	6	5
95	тот же	5	5
96	слова в	6	5
97	от того	4	5
98	в них	4	5
99	для того	9	5
100	что не	6	5
101	и их	1	5
102	слова есть	1	5
103	только для	2	5
104	или не	1	5
105	же в	3	5
106	в которой	1	5
107	сам по	1	4
108	в самом	12	4
109	время как	1	4
110	еще не	5	4
111	но в	11	4
112	уже не	8	4
113	из этих	1	4
114	одно время	2	4
115	главным образом	3	4
116	и если	2	4
117	с тем	2	4
118	такой же	1	4
119	в котором	1	4
120	место в	1	4
121	том смысле	1	4
122	сих пор	1	4
123	между прочим	2	4
124	они не	1	4
125	тем самым	2	4
126	для меня	1	4
127	образом в	2	4
128	одна из	1	4
129	должны быть	2	4
130	то время	1	4
131	так в	3	4
132	никогда не	2	4
133	к языку	1	4
134	и что	8	4
135	для самого	2	4
136	что он	5	4
137	с одной	2	4
138	указания на	2	4
139	в других	1	4
140	до сих	1	4
141	там где	5	4
142	если не	1	4
143	с а	1	4
144	что оно	3	4
145	мысли о	1	4
146	себе не	2	4
147	вряд ли	4	3
148	и то	5	3
149	на деле	1	3
150	тем же	2	3
151	той же	2	3
152	есть нечто	1	3
153	но даже	2	3
154	же что	1	3
155	нужно будет	1	3
156	только тогда	1	3
157	очевидно что	2	3
158	со стороны	4	3
159	относится к	1	3
160	помнить что	1	3
161	хотя и	4	3
162	что это	7	3
