N	2gram	Bakhtin_Fr_1	Tvorches
1	и в	65	21
2	как бы	22	17
3	в то	1	15
4	то же	1	13
5	времени в	1	13
6	в его	9	13
7	то есть	45	12
8	как и	5	12
9	же время	1	12
10	что в	3	12
11	с его	5	11
12	том что	6	11
13	все это	9	10
14	в романе	2	10
15	как в	5	8
16	он не	2	8
17	то что	3	8
18	в году	6	7
19	и на	11	7
20	но в	14	7
21	не только	10	7
22	при этом	6	7
23	тем самым	1	7
24	во многом	2	7
25	у него	1	7
26	и не	22	7
27	в том	16	7
28	в этом	15	6
29	человека в	1	6
30	не менее	1	6
31	и его	10	6
32	о том	2	6
33	и все	5	6
34	что он	3	6
35	для него	5	6
36	xix века	5	6
37	жизни в	5	6
38	все же	6	5
39	в этой	4	5
40	вовсе не	18	5
41	в своих	5	5
42	потому что	5	5
43	по нашему	1	5
44	только в	7	5
45	может быть	6	5
46	нашему мнению	1	5
47	а не	1	5
48	но это	3	5
49	это уже	4	5
50	хотя бы	1	5
51	человека и	1	4
52	из всех	2	4
53	в своем	8	4
54	и как	1	4
55	в целом	2	4
56	самим собой	1	4
57	это не	3	4
58	в своей	5	4
59	мысли и	4	4
60	своего рода	1	4
61	времени и	6	4
62	одной из	1	4
63	прежде всего	11	4
64	не может	3	4
65	и от	2	4
66	в основном	2	4
67	один из	1	4
68	одним из	2	4
69	на самом	6	3
70	это и	1	3
71	время в	2	3
72	человеческих отношений	2	3
73	хотя и	2	3
74	в самом	4	3
75	в нем	13	3
76	на его	2	3
77	и по	2	3
78	что все	1	3
79	и с	3	3
80	и других	3	3
81	на протяжении	5	3
82	далеко не	3	3
83	в их	4	3
84	место в	1	3
85	представление о	1	3
86	даже в	3	3
87	дело в	2	3
88	никогда не	6	3
89	вот почему	1	3
90	стремится к	1	3
91	он видит	1	3
92	и другие	8	3
93	в дальнейшем	8	3
94	с ним	3	3
95	того что	2	3
96	который в	1	3
97	во времени	1	3
98	уже не	3	3
99	уже в	1	3
100	говорит о	1	3
101	так как	6	3
102	человек как	1	3
103	в которой	1	3
104	связан с	3	3
105	и даже	8	3
106	с другой	3	3
107	но и	10	3
108	к человеку	1	3
109	ни на	2	3
110	но не	2	3
111	он говорит	1	3
112	в книге	2	3
113	просто не	1	3
114	это как	4	3
115	жизни и	7	3
116	это в	4	3
117	самом деле	3	2
118	некоторые из	2	2
119	на деле	1	2
120	когда человек	1	2
121	человеческой души	1	2
122	по преимуществу	1	2
123	действительности и	1	2
124	с темой	1	2
125	а как	1	2
126	на первом	1	2
127	и он	2	2
128	в ней	6	2
129	в отличие	4	2
130	людей в	1	2
131	в чем	2	2
132	отличие от	5	2
133	в настоящем	1	2
134	как к	1	2
135	что как	1	2
136	говорит что	1	2
137	и наконец	2	2
138	но его	1	2
139	в себе	3	2
140	на площади	1	2
141	так сказать	4	2
142	отношений между	1	2
143	здесь мы	1	2
144	а затем	2	2
145	действительности в	1	2
146	такой же	1	2
147	в этих	2	2
148	не столько	1	2
149	говорит об	1	2
150	жизни с	1	2
151	не в	4	2
152	но он	1	2
153	на свете	1	2
154	между людьми	5	2
155	одна из	1	2
156	в основе	8	2
157	людей и	1	2
158	никуда не	1	2
159	которого он	1	2
160	в духе	8	2
161	могут быть	2	2
162	к тому	2	2
163	протяжении всего	2	2
164	где он	1	2
165	в жизни	4	2
166	это время	2	2
167	в виду	3	2
168	в себя	3	2
169	приводит к	2	2
170	так и	10	2
171	здесь нет	1	2
172	об этом	1	2
173	еще в	1	2
174	во второй	2	2
175	жить только	1	2
176	стремление к	2	2
177	этой концепции	1	2
178	можно сказать	2	2
179	и та	1	2
180	настоящее время	1	2
181	жизни он	1	2
182	что и	1	2
183	во всей	3	2
184	и мир	1	2
185	в литературе	6	2
186	человека с	1	2
187	же и	1	2
188	и у	6	2
189	от других	1	2
190	из них	4	2
191	был бы	1	2
192	представлений о	1	2
193	в современном	1	2
194	только на	2	2
195	именно в	1	2
196	что не	2	2
197	влияние на	7	2
198	в образах	1	2
199	до конца	2	2
200	его как	1	2
201	мира в	3	2
202	было в	1	2
203	все более	1	2
204	в частности	5	2
205	к жизни	2	2
206	еще более	5	2
207	в мир	2	2
208	вокруг себя	1	2
209	первом плане	1	2
210	на эти	1	2
211	для этой	1	2
212	или в	2	2
213	не знает	6	2
214	сказать что	6	2
215	в глаза	1	2
216	одновременно и	2	2
217	время он	1	2
218	к этому	1	2
219	от этой	1	1
220	бытия по	1	1
221	прямой потомок	1	1
222	эта идея	1	1
223	говорили уже	1	1
224	эта позиция	1	1
225	они представляют	1	1
226	связана с	5	1
227	с исторической	1	1
228	маски в	1	1
229	нам кажется	2	1
230	можно жить	1	1
231	из самых	1	1
232	вот его	1	1
233	и до	4	1
234	прошлое и	1	1
235	оно было	1	1
236	места в	1	1
237	был и	1	1
238	мы уже	12	1
239	их и	1	1
240	на пороге	1	1
241	мы имеем	1	1
242	xvii века	4	1
243	лежит на	1	1
244	этот мотив	1	1
245	реализма он	1	1
246	свое завершение	1	1
247	в сущности	16	1
248	говорить о	1	1
249	принадлежит к	1	1
250	в одиночку	1	1
251	жизни это	1	1
252	в xix	1	1
253	одно из	6	1
254	еще не	6	1
255	он был	2	1
256	во всех	9	1
257	совершенно прав	1	1
258	всегда включает	1	1
259	видит в	1	1
260	наряду с	2	1
261	действия и	1	1
262	литературы с	1	1
263	отвлеченной мысли	1	1
264	по отношению	1	1
265	а и	1	1
266	человеку и	1	1
267	празднества на	1	1
268	с этим	1	1
269	из уст	1	1
270	он перестает	1	1
271	более и	1	1
272	это был	1	1
273	кроме того	2	1
274	сознания в	1	1
275	как уже	1	1
276	что по	1	1
277	ищет в	1	1
278	и превращается	1	1
279	завершение в	1	1
280	его к	2	1
281	и к	4	1
282	вышел в	1	1
283	в этот	1	1
284	от своей	1	1
285	эпохи и	1	1
286	при таком	2	1
287	для которого	1	1
288	понимание времени	1	1
289	время это	1	1
290	он в	1	1
291	все эти	10	1
292	чуть ли	1	1
293	новый тип	2	1
294	еще далеко	1	1
295	связанного с	1	1
296	так в	1	1
297	с народной	7	1
298	в известном	1	1
299	им в	1	1
300	традиция в	1	1
301	имеем в	1	1
302	тому же	1	1
303	в концепции	3	1
304	и если	1	1
305	связанные с	1	1
306	своем развитии	1	1
307	да и	2	1
308	шекспира и	4	1
309	среди людей	1	1
310	перестает быть	3	1
311	всех этих	8	1
312	не к	2	1
313	собой не	1	1
314	и вот	2	1
315	понимаем его	1	1
316	на этом	1	1
317	в гротескной	2	1
318	в основу	1	1
319	которого был	1	1
320	эта книга	1	1
321	мировой литературе	3	1
322	на все	2	1
323	традиции и	1	1
324	на этой	3	1
325	его в	7	1
326	это было	2	1
327	воспринимается как	2	1
328	немецкий ученый	1	1
329	было бы	1	1
330	роль в	2	1
331	лишь на	1	1
332	по мысли	1	1
333	весь мир	3	1
334	более широком	1	1
335	прочим в	1	1
336	в них	5	1
337	о которых	1	1
338	две линии	1	1
339	мировой литературы	5	1
340	и уже	1	1
341	он и	3	1
342	нигде не	1	1
343	смысле с	1	1
344	и чего	1	1
345	друга в	1	1
346	иногда в	1	1
347	жизни но	2	1
348	пародия на	3	1
349	даже за	1	1
350	о которой	1	1
351	на первый	1	1
352	можно только	4	1
353	отрыве от	3	1
354	что такое	1	1
355	не мир	1	1
356	и ее	1	1
357	к истории	1	1
358	же это	1	1
359	и степени	1	1
360	человеком и	1	1
361	эпизоде с	1	1
362	но эта	2	1
363	может вызвать	1	1
364	времени не	1	1
365	времен и	1	1
366	и более	1	1
367	на всю	4	1
368	по себе	1	1
369	европейской культуры	3	1
370	о сложной	1	1
371	в отношении	6	1
372	с развитием	1	1
373	и движущая	1	1
374	вплоть до	1	1
375	в таких	2	1
376	что с	1	1
377	вместе и	1	1
378	их неразрывном	1	1
379	считает что	1	1
380	на него	2	1
381	в процессе	2	1
382	глубина и	1	1
383	и далеко	1	1
384	для всего	1	1
385	все свои	1	1
386	преимущественно в	3	1
387	не вполне	2	1
388	на традиции	1	1
389	в самой	3	1
390	всего на	2	1
391	природы в	1	1
392	всю историю	1	1
393	уже говорили	7	1
394	xix веке	1	1
395	же он	2	1
396	со своим	1	1
397	до того	1	1
398	и искусства	4	1
399	в области	7	1
400	у нас	1	1
401	которую не	1	1
402	xx века	1	1
403	не одно	1	1
404	начиная с	2	1
405	к себе	2	1
406	не могут	3	1
407	новым материалом	1	1
408	но все	3	1
409	в других	3	1
410	сама жизнь	3	1
411	его понимании	1	1
412	считают не	1	1
413	что на	1	1
414	имеет место	1	1
415	оно не	1	1
416	он создает	1	1
417	она не	1	1
418	сквозь призму	3	1
419	и это	2	1
420	опираясь на	1	1
421	в раннем	1	1
422	в конце	1	1
423	он вовсе	1	1
424	но при	2	1
425	в ее	3	1
426	как самого	1	1
427	другой стороны	1	1
428	в собственном	1	1
429	его всегда	1	1
430	правды и	1	1
431	смерти в	1	1
432	и говорит	1	1
433	культуры и	8	1
434	говорили что	2	1
435	мы наблюдаем	1	1
436	это вовсе	1	1
437	особенно в	2	1
438	утверждает что	1	1
439	но у	2	1
440	жизнь и	1	1
441	сам не	1	1
442	в эпоху	9	1
443	нас и	1	1
444	западной европы	1	1
445	в таком	2	1
446	и здесь	3	1
447	на тех	2	1
448	своей книге	2	1
449	и возможно	1	1
450	даже у	1	1
451	все его	1	1
452	движущая сила	1	1
453	нас в	1	1
454	мы понимаем	1	1
455	в которую	1	1
456	к нему	3	1
457	в отрыве	2	1
458	мира сего	1	1
459	литературе о	1	1
460	между тем	5	1
461	от них	1	1
462	свобода и	1	1
463	стоит и	1	1
464	выступает как	1	1
465	резко отличается	1	1
466	представления о	2	1
467	так говорит	1	1
468	где происходит	1	1
469	до предела	1	1
470	в жизнь	1	1
471	и чище	1	1
472	с человеческим	1	1
473	бросается в	1	1
474	известном смысле	1	1
475	со второй	2	1
476	как он	1	1
477	с ними	1	1
478	к чисто	1	1
479	и действительно	1	1
480	всей жизни	1	1
481	это очень	2	1
482	всех его	2	1
483	и оценку	1	1
484	не художественной	1	1
485	делает его	1	1
486	с одной	2	1
487	вся эта	3	1
488	и тела	3	1
489	характерной для	1	1
490	сколько в	1	1
491	для всех	1	1
492	то и	1	1
493	по законам	1	1
494	которых можно	1	1
495	но с	2	1
496	это характерно	1	1
497	на этих	1	1
498	и обратно	1	1
499	мышления и	1	1
500	его и	1	1
501	например к	1	1
502	вступая в	1	1
503	фаз развития	1	1
504	в одном	5	1
505	сами по	1	1
506	не совпадают	1	1
507	к ним	1	1
508	далек от	2	1
509	и конечной	1	1
510	золотого века	3	1
511	отметить что	2	1
512	тем что	1	1
513	даже и	3	1
514	резких и	1	1
515	не было	1	1
516	не укладывается	2	1
517	же деле	3	1
518	и стал	1	1
519	без всякой	1	1
520	совершенно иного	1	1
521	развития в	1	1
522	видим что	1	1
523	они оставались	1	1
524	до сих	4	1
525	диккенса и	1	1
526	к которому	1	1
527	наконец в	1	1
528	неразрывном единстве	2	1
529	себя и	1	1
530	у других	2	1
531	и их	3	1
532	превращается в	5	1
533	его романе	1	1
534	самом же	3	1
535	тот самый	1	1
536	одной стороны	2	1
537	связи с	4	1
538	а на	1	1
539	он только	1	1
540	это прежде	1	1
541	сложную и	1	1
542	на этот	2	1
543	томас манн	1	1
544	и самый	2	1
545	не на	1	1
546	жизнь в	1	1
547	так называемой	1	1
548	о чем	1	1
549	его собственной	1	1
550	его концепции	3	1
551	него не	1	1
552	в последующем	1	1
553	другие в	1	1
554	люди в	1	1
555	именно поэтому	1	1
556	связь с	5	1
557	и мышление	1	1
558	как это	1	1
559	по своему	8	1
560	в изображении	2	1
561	в область	1	1
562	есть только	2	1
563	литературная традиция	1	1
564	xix век	1	1
565	человек с	1	1
566	ли не	1	1
567	и смерти	1	1
568	века между	1	1
569	слова и	1	1
570	времени вполне	1	1
571	сих пор	4	1
572	только для	1	1
573	отличается от	1	1
574	между прочим	2	1
575	как раз	3	1
576	в полном	1	1
577	пока еще	1	1
578	вне его	1	1
579	в комедии	1	1
580	и сам	1	1
581	в более	3	1
582	форм и	9	1
583	в мировой	1	1
584	картине мира	3	1
585	и часто	2	1
586	времени его	1	1
587	уже на	1	1
588	искусства как	1	1
589	в самые	1	1
590	в связи	1	1
591	восходящая к	2	1
592	но на	3	1
593	еще раз	2	1
594	в настоящее	1	1
595	гораздо шире	1	1
596	во время	4	1
597	романе и	1	1
598	от него	2	1
599	вовсе нет	2	1
600	все они	1	1
601	же в	2	1
602	в искусстве	3	1
603	отношении к	1	1
604	всеми его	1	1
605	этот вопрос	2	1
606	всего мира	2	1
607	связанный с	3	1
608	от всех	3	1
609	их с	1	1
610	этап в	1	1
611	но этот	1	1
612	отношению к	1	1
613	в какой	1	1
614	о нем	3	1
615	время становится	1	1
616	и литературная	1	1
617	к людям	1	1
618	для эпохи	1	1
619	карнавального мироощущения	4	1
620	как результат	1	1
621	с самим	1	1
