N	3gram	Vinokur_Ku_3	Dialekti
1	и т д	8	23
2	с точки зрения	16	14
3	в таком случае	2	10
4	тем не менее	9	10
5	не только не	1	7
6	т д и	1	6
7	а не просто	2	6
8	не может быть	3	6
9	в самом деле	11	5
10	сам по себе	3	5
11	по крайней мере	1	5
12	от всякого другого	1	5
13	д и т	1	5
14	само по себе	1	5
15	о том что	3	5
16	т е в	1	4
17	в то время	1	4
18	сама по себе	2	4
19	то ясно что	1	3
20	имеется в виду	1	3
21	что она есть	1	3
22	как раз и	2	3
23	ни в коем	1	3
24	в коем случае	1	3
25	с одной стороны	4	3
26	в каком смысле	1	3
27	в том что	8	3
28	то что мы	1	3
29	и прежде всего	1	3
30	ровно ничего не	1	3
31	только тогда когда	4	3
32	хотя и не	1	2
33	одному тому что	1	2
34	по одному тому	1	2
35	не говоря уже	2	2
36	того или иного	3	2
37	тот или иной	2	2
38	говоря уже о	2	2
39	а что же	1	2
40	из того что	1	2
41	с этой точки	1	2
42	и тем не	3	2
43	в зависимости от	7	2
44	так же как	1	2
45	уже по одному	1	2
46	и в этом	4	2
47	можно только тогда	1	2
48	не могут быть	2	2
49	с другой стороны	3	2
50	чтобы она была	1	2
51	во всяком случае	1	2
52	что учение о	1	2
53	этой точки зрения	1	2
54	мы не можем	1	2
55	и не надо	1	2
56	той или иной	5	2
57	в вопросе о	1	2
58	для нас в	1	2
59	к тому что	1	2
60	к тому же	2	2
61	в этом его	1	1
62	и пр и	1	1
63	не состоит из	1	1
64	есть не более	1	1
65	было бы и	1	1
66	мы говорим что	1	1
67	нас в данном	1	1
68	тому что она	1	1
69	есть слово в	1	1
70	потому что в	2	1
71	и той же	1	1
72	если стать на	1	1
73	на наших глазах	1	1
74	на самом деле	3	1
75	во-первых с точки	1	1
76	то же самое	1	1
77	это во внимание	1	1
78	точки зрения чисто	1	1
79	до сих пор	8	1
80	первом смысле не	1	1
81	и не может	1	1
82	и в то	1	1
83	на точку зрения	2	1
84	а в особенности	1	1
85	одна на другую	1	1
86	это вовсе не	1	1
87	не о чем	1	1
88	это и значит	2	1
89	а кроме того	1	1
90	в первом смысле	1	1
91	а так как	1	1
92	в данном случае	4	1
93	что есть еще	1	1
94	чтобы не было	1	1
95	раз из того	1	1
96	стать на точку	2	1
97	и в отношении	1	1
98	себе ничего не	1	1
99	то тем самым	1	1
100	как раз из	1	1
101	не в том	2	1
102	что он дает	1	1
103	по себе ничего	1	1
104	это не значит	1	1
105	ступени его развития	1	1
106	решительно ничего не	1	1
107	и так как	1	1
108	когда мы говорим	1	1
109	вовсе еще не	1	1
110	не есть вообще	1	1
111	более или менее	2	1
112	так то ясно	1	1
113	хочу сказать что	1	1
114	то же время	1	1
115	самом деле есть	1	1
116	вовсе не в	1	1
117	от того что	2	1
118	том смысле что	1	1
119	это потому что	1	1
120	что в ней	1	1
121	все эти факты	1	1
122	в одном из	1	1
123	и в зависимости	1	1
124	в конечном счете	1	1
125	бы то ни	1	1
126	целый ряд таких	1	1
127	мы имеем в	1	1
128	в то же	1	1
129	в связи с	4	1
130	мы приходим к	1	1
131	в том смысле	1	1
132	одной и той	1	1
133	тех или иных	1	1
134	пр и пр	1	1
135	это не только	1	1
136	уже о том	1	1
137	и в вопросе	1	1
138	что и в	2	1
139	и вопрос о	1	1
140	я и хочу	1	1
