N	3gram	Bakhtin_Fr_2	DiskursI
1	в том что	1	6
2	то же время	6	5
3	как и в	1	5
4	по отношению к	1	4
5	в этом отношении	3	4
6	в то же	6	4
7	с одной стороны	3	4
8	так и в	1	3
9	не может быть	4	3
10	о том что	3	3
11	одной стороны и	1	2
12	подобно тому как	2	2
13	в этом случае	1	2
14	с точки зрения	5	2
15	и не может	1	2
16	в первую очередь	1	2
17	в наше время	1	2
18	содержит в себе	2	2
19	так и на	2	2
20	дело в том	1	2
21	в свое время	3	2
22	и прежде всего	1	2
23	нового времени но	1	1
24	но прежде всего	3	1
25	в другом месте	2	1
26	только таким путем	1	1
27	время от времени	1	1
28	потому что в	1	1
29	прежде всего на	1	1
30	прежде всего в	1	1
31	того или иного	1	1
32	так и его	1	1
33	и там где	1	1
34	с другой стороны	3	1
35	и в то	2	1
36	до известной степени	1	1
37	жизни и смерти	5	1
38	только то что	2	1
39	то что в	1	1
40	что в них	1	1
41	именно в этом	1	1
42	в значительной степени	2	1
43	все это по	1	1
44	он описывает в	1	1
45	в области художественного	1	1
46	не могут быть	1	1
47	лично для себя	1	1
48	большую или меньшую	1	1
49	во всяком случае	2	1
50	и той же	1	1
51	не претендуя на	1	1
52	то есть в	1	1
53	в пределах одной	2	1
54	может быть названо	1	1
55	включает в себя	2	1
56	можно сказать что	2	1
57	существенную роль в	1	1
58	но не менее	1	1
59	в большинстве случаев	1	1
60	одной и той	1	1
61	но также и	1	1
62	особое отношение к	1	1
63	роль в этом	1	1
64	не только от	1	1
65	он как бы	2	1
