N	3gram	Bakhtin_Fr_1	Literetu
1	в то же	1	9
2	то же время	1	9
3	не может быть	1	7
4	с одной стороны	2	6
5	в том что	6	5
6	с другой стороны	1	4
7	по отношению к	1	3
8	в этом отношении	3	3
9	с точки зрения	3	3
10	в том числе	10	2
11	в свое время	2	2
12	это прежде всего	1	2
13	со второй половины	2	1
14	в одном из	1	1
15	от земли и	1	1
16	однако и в	1	1
17	во многих отношениях	1	1
18	знает и не	1	1
19	в этой системе	1	1
20	нет и не	1	1
21	но это и	1	1
22	тех или иных	1	1
23	в себя и	1	1
24	для того чтобы	1	1
25	имея в виду	1	1
26	может быть наиболее	1	1
27	по нашему мнению	1	1
28	и в полном	1	1
29	в целом ряде	1	1
30	это и не	1	1
31	и прежде всего	3	1
32	и не является	1	1
33	во всей своей	1	1
34	и не может	1	1
35	и др на	1	1
36	на что мы	1	1
37	на самом деле	2	1
38	вовсе не является	2	1
39	в отличие от	4	1
40	все то что	1	1
41	в основе своей	2	1
42	той или иной	5	1
43	и наряду с	1	1
44	эти и подобные	1	1
45	не могут быть	1	1
46	то что было	1	1
47	в самом начале	1	1
48	освобождает от всех	1	1
49	и вовсе не	2	1
50	том числе и	7	1
51	и подобные им	1	1
52	и т.п наконец	1	1
53	во всех этих	2	1
54	то есть в	4	1
