N	3gram	Bakhtin_Pr_5	DiskursI
1	в том что	2	13
2	по отношению к	6	9
3	о том что	1	5
4	в отличие от	2	4
5	то же время	10	4
6	к тому же	3	4
7	и т.п но	1	3
8	той или иной	4	3
9	не может быть	3	3
10	и как бы	1	3
11	в свою очередь	1	3
12	с другой стороны	3	3
13	в то же	10	3
14	что же касается	1	2
15	и того же	1	2
16	а не в	1	2
17	и в особенности	1	2
18	подобно тому как	2	2
19	то же самое	1	2
20	по крайней мере	1	2
21	в значительной степени	1	2
22	большей или меньшей	1	2
23	в данном случае	1	2
24	можно сказать что	1	2
25	одного и того	1	2
26	то все же	2	1
27	в этом случае	1	1
28	точки зрения на	1	1
29	в которой он	1	1
30	прежде всего как	1	1
31	быть и он	1	1
32	прежде всего в	1	1
33	дело в том	1	1
34	на самом деле	9	1
35	громадное значение в	1	1
36	в этом смысле	3	1
37	как раз и	2	1
38	о том как	1	1
39	и на протяжении	1	1
40	он не может	3	1
41	с точки зрения	2	1
42	до сих пор	1	1
43	и не может	2	1
44	как и все	2	1
45	и в то	2	1
46	сам по себе	2	1
47	с другим на	2	1
48	что он не	1	1
49	в строгом смысле	1	1
50	что каждый из	1	1
51	том или ином	1	1
52	вместе с тем	1	1
53	из уст в	1	1
54	одно и то	3	1
55	как мы видели	1	1
56	и в том	1	1
57	тем что он	1	1
58	оно стремится к	2	1
59	которое как и	1	1
60	как будто бы	1	1
61	потому что в	1	1
62	каждый из них	1	1
63	в большей или	1	1
64	между двумя пределами	1	1
65	или меньшей степени	1	1
66	имеет громадное значение	1	1
67	в этом направлении	1	1
68	том что он	1	1
69	к той же	1	1
70	во всяком случае	4	1
71	для правильного понимания	1	1
72	уст в уста	1	1
73	в свое время	1	1
74	в этом отношении	1	1
75	и в позднейшем	1	1
76	в нем нет	1	1
77	то есть все	1	1
78	так и в	2	1
79	с самого начала	8	1
80	говорит не о	1	1
81	или во всяком	1	1
82	которая может быть	1	1
83	может и не	1	1
84	что он ничего	1	1
85	и то же	3	1
86	в том и	1	1
87	и прежде всего	4	1
88	том и в	1	1
89	тем не менее	1	1
90	пока еще в	1	1
91	но все же	2	1
92	то что они	1	1
93	неизменным на протяжении	1	1
94	лицом к лицу	1	1
95	в большинстве случаев	2	1
96	как и в	1	1
97	в том или	1	1
98	и в другом	1	1
