N	2gram	Tiupa_Lite_2	VelikijI
1	во имя	2	32
2	и не	11	20
3	и в	19	16
4	свободы и	1	12
5	так как	3	9
6	то что	7	9
7	еще не	2	8
8	в истории	2	8
9	от бога	1	8
10	на земле	1	7
11	а не	20	7
12	и потому	1	7
13	на себя	2	5
14	но и	10	5
15	того что	5	5
16	в мире	9	5
17	что есть	1	5
18	как бы	2	5
19	ты не	1	5
20	о счастье	1	5
21	в образе	1	4
22	в его	4	4
23	нет у	1	4
24	и я	1	4
25	в этом	9	4
26	что он	3	4
27	потому что	2	4
28	в нем	3	4
29	так и	7	4
30	что не	2	4
31	как и	10	4
32	что мы	1	4
33	в ней	4	4
34	и все	1	4
35	все что	2	4
36	от этого	1	3
37	и что	2	3
38	должна быть	1	3
39	за то	2	3
40	нас и	1	3
41	хотя бы	2	3
42	в чем	1	3
43	во всех	3	3
44	что и	2	3
45	и будет	1	3
46	в том	10	3
47	тот же	2	3
48	с тобою	1	3
49	но в	2	3
50	все эти	1	3
51	в конце	2	3
52	их в	1	3
53	в своей	1	3
54	и мы	1	3
55	в жизни	2	3
56	в них	2	3
57	не было	2	3
58	в этих	1	3
59	нет ничего	1	3
60	в первый	2	3
61	что я	2	3
62	не в	4	3
63	тому что	1	3
64	но это	3	3
65	к бытию	1	3
66	не имеет	1	3
67	никогда не	3	3
68	личности и	1	3
69	первый раз	2	3
70	свободы от	1	3
71	и для	3	3
72	что ты	2	3
73	к тому	1	3
74	жизни и	4	3
75	что в	4	3
76	того чтобы	1	2
77	и то	3	2
78	вечности и	1	2
79	людей что	1	2
80	от своей	1	2
81	у людей	1	2
82	но мы	1	2
83	во главе	1	2
84	по которым	1	2
85	превыше всего	1	2
86	и сам	2	2
87	и т	2	2
88	можно было	1	2
89	и за	2	2
90	его не	1	2
91	мы не	4	2
92	в последнем	1	2
93	с ним	2	2
94	мы это	1	2
95	дороги и	1	2
96	их жизнь	1	2
97	ее и	1	2
98	жизни все	1	2
99	нет и	1	2
100	которые не	1	2
101	мы во	1	2
102	не с	3	2
103	личности а	1	2
104	в земной	1	2
105	в себя	3	2
106	существе своем	1	2
107	путь которым	1	2
108	уже не	2	2
109	не только	8	2
110	твое и	1	2
111	не так	2	2
112	для него	4	2
113	земли и	1	2
114	не к	2	2
115	вот почему	1	2
116	тем что	4	2
117	на том	1	2
118	это не	1	2
119	а с	1	2
120	прежде всего	4	2
121	люди не	1	2
122	все равно	2	2
123	с тем	2	2
124	мы и	1	2
125	один из	4	2
126	мира в	2	2
127	более чем	1	2
128	не могут	1	2
129	является в	1	2
130	что было	2	2
131	с тобой	5	2
132	одна из	5	2
133	том что	7	2
134	а к	2	2
135	для нас	2	2
136	от него	1	2
137	и теперь	1	2
138	ее в	1	2
139	а в	3	2
140	но не	5	2
141	могут быть	2	2
142	всего в	1	2
143	если б	1	1
144	речь идет	3	1
145	нас как	1	1
146	эта новая	1	1
147	как мы	1	1
148	быть может	3	1
149	в виду	2	1
150	для себя	2	1
151	в ее	2	1
152	над людьми	1	1
153	в словах	1	1
154	и говорит	1	1
155	и до	2	1
156	человеческой воли	1	1
157	то же	12	1
158	лет назад	1	1
159	это он	1	1
160	в результате	2	1
161	о людях	1	1
162	что уже	1	1
163	основана на	1	1
164	была с	1	1
165	находится в	1	1
166	я не	5	1
167	о судьбе	1	1
168	как сам	1	1
169	думаю что	1	1
170	в их	3	1
171	и на	6	1
172	он был	1	1
173	после того	1	1
174	бы то	1	1
175	любви к	1	1
176	истории в	1	1
177	личности есть	1	1
178	но как	2	1
179	сознания не	1	1
180	если в	2	1
181	в новом	1	1
182	а потому	2	1
183	тогда как	9	1
184	что человек	1	1
185	себе и	3	1
186	бы в	1	1
187	не просто	1	1
188	крайней мере	2	1
189	мире и	1	1
190	это самое	1	1
191	кому бы	1	1
192	как в	1	1
193	пути в	8	1
194	в своем	1	1
195	я был	1	1
196	все же	2	1
197	но с	3	1
198	победы над	1	1
199	идет по	1	1
200	и свою	1	1
201	и хотя	1	1
202	со своей	2	1
203	в самом	1	1
204	что это	1	1
205	и насилием	2	1
206	в целом	2	1
207	богом и	1	1
208	личности по	1	1
209	в этой	3	1
210	в известном	1	1
211	я в	7	1
212	уже в	2	1
213	жизнь как	2	1
214	то и	3	1
215	слово это	1	1
216	тем чтобы	1	1
217	в исторических	1	1
218	слова не	1	1
219	о которой	2	1
220	чего бы	1	1
221	перестает быть	3	1
222	забыв о	1	1
223	не сумеет	1	1
224	государства как	1	1
225	жил и	2	1
226	слова которое	1	1
227	и вот	1	1
228	вовсе не	2	1
229	не для	1	1
230	бытия и	1	1
231	у него	2	1
232	свобода есть	1	1
233	не случайно	4	1
234	и по	1	1
235	на этом	2	1
236	ее на	1	1
237	лишив его	1	1
238	человека в	4	1
239	на нее	1	1
240	для того	2	1
241	то ни	1	1
242	себя мы	1	1
243	и с	3	1
244	не надо	2	1
245	и менее	1	1
246	с другой	8	1
247	его личности	1	1
248	есть не	1	1
249	в глазах	3	1
250	еще и	1	1
251	души и	1	1
252	говорит о	1	1
253	на всей	1	1
254	к человеку	1	1
255	сделать их	1	1
256	и своего	1	1
257	она и	1	1
258	жизнь человеческая	1	1
259	не всегда	1	1
260	между собою	1	1
261	и было	1	1
262	него не	2	1
263	и вновь	2	1
264	пути не	1	1
