N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	46
2	то есть	5	40
3	и не	22	27
4	может быть	12	23
5	не может	8	19
6	как бы	8	19
7	в нем	2	17
8	в этом	14	16
9	не только	14	14
10	и т.п	6	14
11	перед нами	1	12
12	как мы	2	12
13	но и	14	12
14	как и	5	12
15	и на	2	11
16	точки зрения	7	11
17	в одном	4	11
18	а не	12	11
19	не в	10	10
20	и к	3	9
21	в самом	3	9
22	с точки	3	9
23	и все	1	9
24	в его	6	9
25	в том	12	9
26	вовсе не	1	9
27	прежде всего	3	9
28	конечно не	1	8
29	еще не	6	7
30	в себе	6	7
31	и с	2	7
32	слова с	1	7
33	по себе	2	7
34	как раз	2	7
35	слова и	1	7
36	то же	9	6
37	никогда не	4	6
38	и он	1	6
39	хотя и	4	6
40	но в	3	6
41	в каждом	1	6
42	на фоне	1	6
43	что я	5	6
44	но это	1	6
45	и его	6	6
46	живет на	1	6
47	о нем	2	6
48	что он	5	6
49	только в	7	6
50	есть в	1	6
51	друг друга	1	6
52	к себе	8	6
53	все это	1	6
54	в романе	3	6
55	в котором	1	5
56	с его	6	5
57	во всех	2	5
58	по отношению	4	5
59	за пределы	1	5
60	так сказать	1	5
61	при этом	15	5
62	это не	5	5
63	в жизни	8	5
64	в то	9	5
65	и сам	2	5
66	о том	6	5
67	же время	7	5
68	к нему	1	5
69	так как	1	5
70	у него	1	5
71	отношению к	4	5
72	жизни и	3	5
73	например в	3	4
74	самом деле	3	4
75	в их	1	4
76	на себя	2	4
77	героя и	1	4
78	но не	4	4
79	как в	5	4
80	все же	2	4
81	он не	1	4
82	людей и	1	4
83	и наконец	3	4
84	он и	2	4
85	том что	8	4
86	в этих	1	4
87	своего рода	10	4
88	слово как	1	4
89	в процессе	1	4
90	во всем	1	4
91	потому что	3	4
92	здесь не	2	4
93	так и	9	4
94	в чужом	1	4
95	в словах	3	4
96	по мере	1	4
97	в виду	1	4
98	и других	1	4
99	можно сказать	2	4
100	уже не	3	4
101	уже в	1	4
102	еще и	2	4
103	до конца	4	4
104	превращается в	1	4
105	себе самому	3	4
106	должно быть	4	4
107	то что	12	4
108	не знает	2	4
109	совершенно не	3	4
110	что в	2	4
111	том числе	3	4
112	одним из	4	3
113	в приведенном	1	3
114	между двумя	1	3
115	и до	1	3
116	мы уже	1	3
117	той же	3	3
118	и о	1	3
119	так чтобы	2	3
120	мы и	2	3
121	то это	2	3
122	самим собою	1	3
123	отношение к	2	3
124	себе и	1	3
125	отличие от	5	3
126	значение для	1	3
127	в центре	1	3
128	в той	1	3
129	в своем	1	3
130	героев достоевского	1	3
131	более или	1	3
132	в этой	8	3
133	как он	1	3
134	на то	2	3
135	не к	1	3
136	на лестнице	1	3
137	в мире	16	3
138	было бы	2	3
139	кажется что	1	3
140	далеко не	2	3
141	в слове	3	3
142	или менее	1	3
143	и при	2	3
144	и их	1	3
145	в своей	7	3
146	в отличие	5	3
147	не как	2	3
148	установка на	2	3
149	но он	1	3
150	в отношении	1	3
151	она не	1	3
152	на два	1	3
153	слова как	1	3
154	по своей	3	3
155	у меня	1	3
156	числе и	2	3
157	с ее	3	3
158	но при	1	3
159	да что	1	3
160	с собой	1	3
161	здесь нет	1	3
162	если бы	2	3
163	и т.д	1	3
164	и только	2	3
165	себя в	7	3
166	только на	1	3
167	в единстве	3	3
168	а то	1	3
169	в конце	2	3
170	что и	2	3
171	бытия и	1	3
172	тем что	2	3
173	и даже	2	3
174	с другой	6	3
175	себя и	2	3
176	более того	3	3
177	так же	2	3
178	к своему	1	3
179	жизнь и	1	3
180	по существу	4	3
181	и для	4	3
182	бы в	1	3
183	еще более	1	3
184	другой стороны	2	3
185	того же	2	3
186	и идеи	1	3
187	отношения к	3	2
188	в присутствии	2	2
189	вопрос о	2	2
190	из своих	1	2
191	собою не	1	2
192	он сам	1	2
193	если в	1	2
194	в общем	1	2
195	нужно быть	1	2
196	нет и	1	2
197	сама по	1	2
198	с этим	1	2
199	стороны и	2	2
200	в художественном	1	2
201	когда он	2	2
202	и как	3	2
203	не было	1	2
204	себе как	1	2
205	мы чувствуем	1	2
206	бы и	3	2
207	бы не	1	2
208	так в	1	2
209	в последний	1	2
210	равно и	1	2
211	на том	1	2
212	в корне	1	2
213	оно должно	1	2
214	есть конечно	1	2
215	высказывания и	1	2
216	самим собой	3	2
217	на все	1	2
218	лишь в	5	2
219	хотя бы	1	2
220	и тем	3	2
221	все равно	1	2
222	автора и	2	2
223	для своих	1	2
224	жизнь не	1	2
225	что такое	1	2
226	мысли и	1	2
227	и другого	2	2
228	не менее	2	2
229	одном из	2	2
230	поведение и	1	2
231	я для	1	2
232	жизни не	2	2
233	отношении к	1	2
234	и является	1	2
235	то и	1	2
236	у нас	2	2
237	к тому	6	2
238	той или	2	2
239	людей в	1	2
240	языка и	1	2
241	в другом	6	2
242	времени и	1	2
243	лишь как	1	2
244	между тем	3	2
245	тем как	1	2
246	все время	3	2
247	и всякое	1	2
248	но с	2	2
249	и одновременно	2	2
250	явления в	1	2
251	так что	1	2
252	от автора	1	2
253	раз в	2	2
254	в поэзии	5	2
255	речь в	1	2
256	для него	2	2
257	а в	5	2
258	с собою	1	2
259	о которых	1	2
260	или иной	2	2
261	для этого	1	2
262	влияние на	1	2
263	предмет и	1	2
264	на этот	1	2
265	в руках	1	2
266	там где	3	2
267	вместе с	5	2
268	со словом	1	2
269	в данном	4	2
270	к жизни	2	2
271	в первой	2	2
272	человек с	2	2
273	остается в	1	2
274	и нужна	1	2
275	себя на	1	2
276	сознания и	2	2
277	о котором	1	2
278	для нас	1	2
279	в литературной	1	2
280	есть от	1	2
281	сказать что	1	2
282	чувствуем что	1	2
283	и жизнь	1	2
284	есть и	1	2
285	к другим	1	2
286	значение в	1	2
287	они не	1	2
288	его особых	1	1
289	я и	10	1
290	к произведениям	1	1
291	которой она	2	1
292	и то	1	1
293	на самом	1	1
294	и есть	1	1
295	перед лицом	4	1
296	из самых	1	1
297	по преимуществу	1	1
298	оно было	1	1
299	в какой-то	1	1
300	над ней	1	1
301	жизни здесь	2	1
302	обойтись без	1	1
303	всей ее	1	1
304	входит в	4	1
305	собой как	1	1
306	вот она	1	1
307	их к	1	1
308	этом не	1	1
309	совпадает с	1	1
310	принадлежит к	1	1
311	не вполне	2	1
312	от друга	1	1
313	из того	2	1
314	пространство и	1	1
315	в каждой	2	1
316	в ней	1	1
317	в xix	1	1
318	ни даже	1	1
319	себя а	1	1
320	в последних	1	1
321	время в	2	1
322	от себя	2	1
323	этой почве	1	1
324	в нашем	1	1
325	в обеих	1	1
326	как правило	1	1
327	остаются в	1	1
328	человеческих отношений	1	1
329	это последнее	2	1
330	он пишет	1	1
331	друг от	1	1
332	контексте в	1	1
