N	2gram	Nazirov_Tv_2	Hudozhes
1	том что	4	16
2	и в	20	14
3	у чехова	1	13
4	так и	6	13
5	не только	13	12
6	при этом	8	12
7	о том	5	12
8	в том	8	12
9	а не	6	12
10	и т	13	11
11	в себе	3	11
12	в этом	8	11
13	прежде всего	8	11
14	в рассказе	3	11
15	в своей	6	10
16	для него	3	10
17	то же	7	9
18	как и	6	9
19	что он	6	9
20	у него	6	9
21	по отношению	3	8
22	в этой	5	8
23	как в	4	8
24	то что	3	8
25	т п	2	8
26	же время	7	8
27	ничего не	4	8
28	в его	10	8
29	между тем	3	8
30	отношению к	3	8
31	в то	10	8
32	еще не	5	7
33	тогда как	3	7
34	это не	7	7
35	своего рода	3	7
36	не в	4	7
37	казалось бы	3	7
38	личности в	2	7
39	к тому	1	7
40	быть может	3	7
41	уже не	3	7
42	не случайно	2	7
43	именно в	6	7
44	не может	7	7
45	как бы	11	7
46	а в	4	7
47	как правило	2	6
48	в первой	2	6
49	человека в	3	6
50	в глазах	1	6
51	было бы	1	6
52	читателя в	5	6
53	никогда не	11	6
54	жизни в	3	6
55	что в	7	6
56	самом деле	2	5
57	с его	1	5
58	перед нами	1	5
59	но в	4	5
60	об этом	4	5
61	ни в	1	5
62	не менее	2	5
63	и его	9	5
64	потому что	7	5
65	в городе	1	5
66	к себе	1	5
67	и он	2	5
68	можно было	1	5
69	во второй	1	5
70	только в	2	5
71	по мнению	3	5
72	друг друга	2	5
73	может быть	8	5
74	но и	8	5
75	в частности	2	5
76	и а	1	5
77	к жизни	2	5
78	в этих	1	5
79	л н	1	5
80	героя и	2	5
81	с с	1	4
82	художественного целого	1	4
83	мы уже	1	4
84	и о	1	4
85	столь же	1	4
86	а только	1	4
87	и к	1	4
88	то в	1	4
89	в самом	3	4
90	на то	1	4
91	что она	4	4
92	он не	3	4
93	и с	8	4
94	несмотря на	1	4
95	этой связи	1	4
96	тому что	1	4
97	с ним	3	4
98	она не	1	4
99	в русской	2	4
100	н толстого	1	4
101	связи с	1	4
102	как будто	1	4
103	в духе	4	4
104	и это	3	4
105	т с	1	4
106	один из	3	4
107	себя в	2	4
108	из них	2	4
109	в конце	6	4
110	как раз	1	4
111	не было	2	4
112	мы узнаем	2	4
113	бытия и	1	4
114	и от	4	4
115	речь идет	1	3
116	по преимуществу	2	3
117	едва ли	2	3
118	говорить о	2	3
119	в мире	5	3
120	и на	5	3
121	в ее	2	3
122	отнюдь не	4	3
123	все же	5	3
124	с тургенева	1	3
125	но он	1	3
126	в нем	3	3
127	т д	11	3
128	в творческом	5	3
129	и по	2	3
130	лишь в	1	3
131	его в	3	3
132	с этим	1	3
133	даже в	1	3
134	писал м	1	3
135	в своих	3	3
136	такой же	2	3
137	в ходе	1	3
138	возвращается к	1	3
139	все эти	4	3
140	из нас	2	3
141	м м	11	3
142	в тексте	1	3
143	тем что	3	3
144	для себя	1	3
145	как мы	1	3
146	в пределах	1	3
147	приводит к	2	3
148	что у	4	3
149	еще в	1	3
150	том как	1	3
151	если бы	4	3
152	о нем	1	3
153	русской литературе	1	3
154	романа в	1	3
155	в лице	4	3
156	в литературе	2	3
157	но не	5	3
158	будто бы	1	3
159	как его	1	3
160	и даже	5	3
161	со стороны	1	3
162	превращается в	3	3
163	характера в	2	3
164	в связи	1	3
165	в творчестве	5	3
166	такого рода	1	3
167	своего времени	1	3
168	встрече с	1	3
169	и для	1	3
170	от него	1	3
171	может и	1	3
172	в таком	3	3
173	ф м	3	3
174	от личности	1	2
175	например в	5	2
176	же как	3	2
177	начинается с	2	2
178	по адресу	1	2
179	отметим что	1	2
180	только потому	1	2
181	в их	3	2
182	той же	1	2
183	анекдот в	1	2
184	мы не	4	2
185	не была	1	2
186	жизни как	1	2
187	но как	1	2
188	в противовес	1	2
189	если в	1	2
190	конечном счете	1	2
191	в произведениях	2	2
192	в одной	3	2
193	в рамках	1	2
194	хотя и	4	2
195	в литературном	2	2
196	в целом	6	2
197	так в	2	2
198	так сказать	2	2
199	на его	4	2
200	наш взгляд	2	2
201	в первую	1	2
202	уже говорилось	1	2
203	характер в	2	2
204	на наш	2	2
205	однако в	1	2
206	то чтобы	1	2
207	в другом	1	2
208	а его	1	2
209	ясно что	1	2
210	того или	1	2
211	первую очередь	1	2
212	его личности	1	2
213	особенно в	2	2
214	живет в	1	2
215	приходит в	1	2
216	по себе	1	2
217	его героев	1	2
218	одной из	3	2
219	должно быть	1	2
220	автора и	1	2
221	в такой	2	2
222	если можно	1	2
223	не столько	2	2
224	в первый	1	2
225	прибегает к	1	2
226	что я	2	2
227	сих пор	3	2
228	все это	6	2
229	и потом	1	2
230	а а	4	2
231	не о	1	2
232	не имеет	1	2
233	одна из	3	2
234	на себе	1	2
235	мышления и	1	2
236	со своим	1	2
237	на него	2	2
238	что на	2	2
239	к читателю	1	2
240	представляется нам	1	2
241	по нашему	4	2
242	этой книги	1	2
243	у себя	1	2
244	на основе	1	2
245	причина этого	1	2
246	при котором	1	2
247	как по	2	2
248	характер и	1	2
249	в себя	1	2
250	в речи	1	2
251	о своей	1	2
252	на вопрос	1	2
253	и поэтому	2	2
254	и что	2	2
255	до сих	3	2
256	там же	9	2
257	в конечном	1	2
258	как она	1	2
259	с ними	2	2
260	б м	2	2
261	и потому	4	2
262	с другим	2	2
263	так что	2	2
264	больше не	1	2
265	в начале	3	2
266	по выражению	1	2
267	не стал	1	2
268	участие в	1	2
269	мы знаем	1	2
270	у нее	3	2
271	при всей	1	2
272	явно не	1	2
273	на стороне	4	2
274	в бытовой	6	2
275	представляют собой	1	2
276	влияние на	1	2
277	это прежде	2	2
278	ему не	1	2
279	действующих лиц	2	2
280	а с	3	2
281	что не	3	2
282	не означает	2	2
283	л а	1	2
284	человек в	1	2
285	на фоне	1	2
286	и м	2	2
287	эти слова	1	2
288	характера и	3	2
289	в изображении	1	2
290	что же	1	2
291	о человеке	2	2
292	думать о	1	2
293	литературоведческого анализа	1	2
294	и не	9	2
295	с этой	3	2
296	каждого из	1	2
297	только для	2	2
298	нет ничего	3	2
299	отказ от	1	2
300	пока еще	1	2
301	литературе в	1	2
302	перед собой	1	2
303	н а	1	2
304	в результате	1	2
305	своей собственной	1	2
306	м бахтин	4	2
307	своих героев	3	2
308	ни к	2	2
309	не знает	1	2
310	или иного	1	2
311	этот момент	1	2
312	и повести	1	2
313	героя в	4	2
314	говорили о	1	1
315	а между	1	1
316	как известно	2	1
317	можно говорить	1	1
318	неотделима от	2	1
319	в сфере	1	1
320	характер героя	1	1
321	относится и	2	1
322	таком случае	2	1
323	источник трагизма	1	1
324	человека и	3	1
325	связана с	1	1
326	смеха и	1	1
327	и др	3	1
328	это и	1	1
329	за собой	4	1
330	в первом	1	1
331	достоевского в	9	1
332	смысл этого	1	1
333	и до	1	1
334	из его	1	1
335	проникает в	2	1
336	он всегда	2	1
337	представлял себе	1	1
338	высшей степени	1	1
339	видеть в	1	1
340	внутренний мир	1	1
341	века в	1	1
342	и за	1	1
343	их мысли	1	1
344	общества и	1	1
345	что уже	1	1
346	комизма в	1	1
347	сути дела	3	1
348	из области	1	1
349	чехова это	1	1
350	остроумия или	1	1
351	узнаем что	1	1
352	я не	2	1
353	х годов	3	1
354	не сводится	1	1
355	событий и	1	1
356	а теперь	1	1
357	же что	1	1
358	в сцене	1	1
359	литературы и	1	1
360	можно понять	1	1
361	нам представляется	1	1
362	что его	2	1
363	в чем	4	1
364	году по	1	1
365	действующее лицо	1	1
366	герой остается	1	1
367	а тем	1	1
368	сознания не	1	1
369	не все	1	1
370	ответ на	1	1
371	есть по	1	1
372	отношение к	1	1
373	тут же	2	1
374	нет и	2	1
375	в романах	13	1
376	не буду	1	1
377	писатель в	2	1
378	и я	1	1
379	чем же	1	1
380	оказывается не	1	1
381	общего с	1	1
382	дает нам	1	1
383	сострадания и	1	1
384	стороны и	1	1
385	о жизни	3	1
386	однако не	1	1
387	не замечая	1	1
388	и как	1	1
389	не являются	1	1
390	стал бы	1	1
391	писателя как	1	1
392	с генералом	2	1
393	в этот	2	1
394	но смысл	1	1
395	в письмах	3	1
396	в которой	2	1
397	точку зрения	2	1
398	из жизни	2	1
399	отказывается от	2	1
400	существенный интерес	1	1
401	бы не	2	1
402	из этих	1	1
403	героя через	1	1
404	частности с	1	1
405	мнению а	1	1
406	во многих	2	1
407	но ведь	2	1
408	и анекдот	1	1
409	его но	1	1
410	современной ему	2	1
411	например как	1	1
412	главным образом	1	1
413	о которой	1	1
414	и школы	1	1
415	этого характера	1	1
416	же это	1	1
417	к одному	1	1
418	проницательно заметил	1	1
419	в силу	1	1
420	и вот	1	1
421	ее и	1	1
422	том чтобы	1	1
423	содержит в	1	1
424	наших глазах	1	1
425	на земле	1	1
426	же самая	1	1
427	жить в	1	1
428	что все	1	1
429	или даже	2	1
430	входит в	1	1
431	не умел	1	1
432	на бумаге	1	1
433	роль в	2	1
434	всегда было	1	1
435	хотя быть	1	1
436	характер не	1	1
437	авторского сознания	2	1
438	для них	1	1
439	но уже	3	1
440	он же	2	1
441	достоевского и	2	1
442	в высшей	1	1
443	образной системы	1	1
444	в xx	1	1
445	соответствии с	4	1
446	к которым	1	1
447	в самую	1	1
448	жизни то	1	1
449	этого персонажа	1	1
450	со своими	2	1
451	которой он	2	1
452	она действительно	1	1
453	духовной жизни	1	1
454	когда в	1	1
455	эстетический эффект	2	1
456	в саду	1	1
457	является его	1	1
458	письма и	1	1
459	мы как	1	1
460	в г	1	1
461	этом источник	1	1
462	таким же	1	1
