N	3gram	Tiupa_Narr_1	Dialekti
1	и т д	1	15
2	с точки зрения	1	9
3	в том что	5	9
4	что иное как	1	8
5	по крайней мере	1	7
6	не может быть	4	6
7	то же время	4	6
8	в то же	4	6
9	для того чтобы	3	5
10	само по себе	1	4
11	подобно тому как	3	4
12	ничего не говорит	1	4
13	той или другой	1	3
14	стало быть в	1	3
15	на то что	2	3
16	тем более не	1	3
17	как и все	1	2
18	и в то	1	2
19	сам по себе	1	2
20	и не мог	1	2
21	точно так же	1	2
22	а стало быть	1	2
23	то что мы	1	2
24	в свою очередь	2	2
25	тем не менее	3	2
26	ни о каких	1	1
27	только потому что	1	1
28	бытия и о	1	1
29	или другой стороны	1	1
30	мы имеем дело	2	1
31	дело в том	2	1
32	а не в	1	1
33	и даже не	1	1
34	точки зрения в	1	1
35	же как и	1	1
36	он не может	1	1
37	и не только	1	1
38	не было и	2	1
39	именно в этом	1	1
40	в сущности в	1	1
41	в зависимости от	2	1
42	в той же	1	1
43	не входит в	1	1
44	в отличие от	2	1
45	указывает и на	1	1
46	и та же	1	1
47	можно сказать что	2	1
48	к жизни и	1	1
49	в том случае	1	1
50	и то что	1	1
51	как и на	1	1
52	исходя из того	1	1
53	все что было	1	1
54	содержит в себе	1	1
55	в данном случае	8	1
56	не только в	6	1
57	и не по	1	1
58	мы не знаем	1	1
59	стало быть и	1	1
60	качестве одного из	1	1
61	и как бы	1	1
62	в нашем случае	1	1
63	в нем не	1	1
64	в качестве одного	1	1
65	в связи с	2	1
66	лишь в том	1	1
67	было и не	1	1
68	с той или	1	1
69	потому что стало	1	1
70	его жизни и	1	1
71	связи с этим	1	1
72	одна и та	1	1
73	о том что	2	1
74	с тем кто	1	1
75	и не может	1	1
76	одна из этих	1	1
77	речь идет о	3	1
78	но все же	1	1
79	с другой стороны	1	1
80	друг от друга	1	1
81	ни одна из	1	1
82	как формы бытия	1	1
83	оно и не	1	1
84	перед нами не	2	1
85	из того что	1	1
86	по себе а	1	1
87	стало быть не	1	1
88	том случае если	1	1
89	той или иной	4	1
