N	2gram	Bakhtin_KF_1	Myshleni
1	в процессе	2	27
2	и в	24	25
3	мышления и	2	23
4	в том	6	23
5	на основе	7	22
6	том что	4	20
7	что в	4	17
8	с тем	2	16
9	в основе	5	16
10	как и	5	15
11	в его	40	15
12	то что	7	15
13	в этом	14	14
14	вместе с	1	14
15	может быть	45	13
16	в целом	10	13
17	так как	1	12
18	в качестве	2	12
19	в мышлении	1	11
20	по своему	3	11
21	что и	7	10
22	было бы	8	10
23	того что	3	10
24	только в	16	10
25	как бы	9	10
26	и не	26	10
27	мы не	3	9
28	ни в	12	9
29	как в	2	9
30	того чтобы	2	8
31	тем что	3	8
32	не является	1	8
33	столь же	1	7
34	по своей	1	7
35	все эти	10	7
36	понятий и	1	7
37	по себе	2	7
38	в области	2	7
39	мы можем	1	7
40	для того	3	7
41	что мы	1	7
42	как это	1	7
43	того же	1	6
44	совпадает с	1	6
45	зависимости от	1	6
46	и на	3	6
47	но не	12	6
48	потому что	2	6
49	от этого	2	6
50	не только	5	6
51	не может	27	6
52	точки зрения	12	6
53	не в	12	6
54	в отношении	1	6
55	не менее	3	6
56	один из	2	6
57	что он	2	6
58	со всеми	2	6
59	слова и	1	6
60	все это	10	6
61	все же	5	6
62	мы должны	1	6
63	связи между	1	5
64	в зависимости	1	5
65	мы уже	1	5
66	с ее	2	5
67	отличаются от	1	5
68	и как	2	5
69	и к	1	5
70	что это	3	5
71	что она	1	5
72	при этом	4	5
73	в понятии	1	5
74	и по	1	5
75	между отдельными	1	5
76	тем не	2	5
77	но это	6	5
78	могут быть	3	5
79	и т.д	2	5
80	о том	3	5
81	так и	2	5
82	если бы	8	5
83	в этой	2	5
84	мышление и	2	5
85	входит в	3	5
86	бы возникнуть	1	5
87	для него	8	5
88	именно в	5	5
89	из которых	2	5
90	тем же	1	4
91	мы имеем	5	4
92	бы что	1	4
93	еще не	4	4
94	отнюдь не	6	4
95	в своем	16	4
96	ни один	1	4
97	в известном	1	4
98	предметов и	1	4
99	на то	1	4
100	он не	6	4
101	как с	1	4
102	той же	1	4
103	и того	2	4
104	не мог	1	4
105	одного и	1	4
106	в то	3	4
107	тогда когда	3	4
108	этого слова	2	4
109	никогда не	5	4
110	к тому	1	4
111	и это	12	4
112	приводит к	1	4
113	мог бы	1	4
114	с ним	5	4
115	связь между	1	4
116	значит что	1	4
117	в какой	1	4
118	всяком случае	1	4
119	могло бы	4	4
120	друг друга	1	4
121	от того	3	4
122	но и	9	4
123	прежде всего	2	4
124	там где	5	4
125	независимо от	3	4
126	с этим	1	4
127	смысле этого	1	4
128	это значит	1	4
129	в смысле	6	4
130	и все	7	4
131	а в	4	4
132	во всяком	1	4
133	в котором	24	3
134	оба эти	2	3
135	но как	5	3
136	по отношению	26	3
137	когда он	1	3
138	его к	2	3
139	в самом	1	3
140	что эти	1	3
141	этот процесс	1	3
142	как оно	2	3
143	не как	4	3
144	на этом	1	3
145	его в	5	3
146	в жизни	2	3
147	возникнуть и	1	3
148	их в	1	3
149	мышление в	1	3
150	но только	1	3
151	во всем	7	3
152	отличается от	1	3
153	не есть	20	3
154	ничего общего	2	3
155	своего развития	1	3
156	были бы	2	3
157	в себя	7	3
158	по способу	1	3
159	на том	1	3
160	в него	2	3
161	задача и	1	3
162	мы видим	1	3
163	с ними	3	3
164	дело с	2	3
165	между тем	4	3
166	не можем	1	3
167	если мы	1	3
168	в виде	2	3
169	и их	6	3
170	или иной	2	3
171	а с	2	3
172	в живом	1	3
173	связь с	1	3
174	в результате	1	3
175	между ними	1	3
176	с ней	1	3
177	в свою	3	3
178	имеет место	1	3
179	к этому	2	3
180	смысле слова	1	2
181	функции в	1	2
182	и то	2	2
183	эти момента	3	2
184	в чисто	1	2
185	едва ли	2	2
186	то же	5	2
187	а как	2	2
188	в чем	4	2
189	с его	1	2
190	они имеют	1	2
191	и предметами	1	2
192	все остальные	1	2
193	хотя и	1	2
194	их развития	1	2
195	но все	5	2
196	и отношения	2	2
197	нами в	1	2
198	в себе	21	2
199	которые пытаются	1	2
200	на его	1	2
201	к выводу	1	2
202	момента в	1	2
203	постольку поскольку	1	2
204	здесь мы	4	2
205	в нем	28	2
206	главным образом	1	2
207	в мире	6	2
208	конечно в	2	2
209	об этом	1	2
210	может возникнуть	1	2
211	а по	2	2
212	того или	3	2
213	из нее	1	2
214	это положение	1	2
215	в один	1	2
216	в эту	1	2
217	в этих	1	2
218	в своей	10	2
219	место в	5	2
220	в корне	2	2
221	этих моментов	2	2
222	и эти	2	2
223	бы быть	5	2
224	тому что	2	2
225	мы поэтому	1	2
226	можно ли	1	2
227	слова мы	1	2
228	и развивается	2	2
229	тем самым	4	2
230	одна из	1	2
231	для всего	1	2
232	вытекает из	2	2
233	этих последних	1	2
234	и его	17	2
235	в каком	4	2
236	основных моментов	1	2
237	той или	3	2
238	оно не	2	2
239	не будет	2	2
240	свою очередь	1	2
241	только при	1	2
242	и может	3	2
243	ясно что	3	2
244	не стоит	1	2
245	основана на	1	2
246	поэтому в	1	2
247	для этого	2	2
248	оно становится	1	2
249	и здесь	7	2
250	и во	1	2
251	и только	6	2
252	этом смысле	3	2
253	известном смысле	1	2
254	мышление есть	1	2
255	всех этих	3	2
256	мы будем	1	2
257	определения и	1	2
258	уже не	7	2
259	ни было	4	2
260	и других	2	2
261	он имеет	2	2
262	нее в	2	2
263	цели и	1	2
264	слова в	2	2
265	в одном	4	2
266	само по	1	2
267	к той	1	2
268	для решения	1	2
269	мы никогда	1	2
270	этой задачи	1	2
271	и эта	2	2
272	ни на	1	2
273	и потому	2	2
274	относятся к	1	2
275	этого момента	1	2
276	должно быть	6	2
277	в реальном	1	2
278	же мысль	1	2
279	и для	9	2
280	которых он	1	2
281	и от	1	2
282	включает в	2	2
283	или в	1	2
284	имеет дело	1	2
285	для нас	4	2
286	только что	1	2
287	все они	1	2
288	же в	1	2
289	тот же	1	2
290	но всегда	2	2
