N	3gram	Propp_Isto_2	PoTuStor
1	на самом деле	2	4
2	с самого начала	2	4
3	до сих пор	6	3
4	не может быть	2	3
5	и может быть	2	2
6	так же как	4	2
7	о том что	2	2
8	мы можем сказать	1	2
9	уже знаем что	2	1
10	мы здесь имеем	3	1
11	и связанные с	1	1
12	мы имеем в	5	1
13	через некоторое время	1	1
14	подобно тому как	3	1
15	во всем мире	1	1
16	что можно было	1	1
17	этого никогда не	2	1
18	в свою противоположность	1	1
19	а может быть	1	1
20	можно было бы	3	1
21	со всех сторон	4	1
22	вместе с тем	5	1
23	во время сна	1	1
24	с одной стороны	3	1
25	в высшей степени	1	1
26	а в некоторых	1	1
27	в связи с	4	1
28	в себя и	1	1
29	только в одном	1	1
30	как один из	1	1
31	само нуждается в	1	1
32	но вместе с	1	1
33	же мы видим	2	1
34	может быть сведен	1	1
35	а на самом	1	1
36	в том что	5	1
37	на вопрос о	1	1
38	в душу и	1	1
39	и пр в	1	1
40	мы видим и	1	1
41	мы не можем	1	1
42	это и есть	1	1
43	связи с этим	1	1
44	в мифах и	1	1
45	то же мы	2	1
46	и прежде всего	1	1
47	по его мнению	1	1
48	что иное как	2	1
49	мы знаем что	10	1
50	по женской линии	1	1
51	может быть именно	1	1
52	не что иное	2	1
53	друг с другом	1	1
54	мы уже знаем	3	1
55	можем сказать что	1	1
56	может быть даже	1	1
57	мы увидим что	3	1
58	он прежде всего	1	1
