N	2gram	Losev_Prob_1	Istorich
1	и в	32	22
2	мы имеем	2	19
3	в этом	19	17
4	и т	11	16
5	т е	1	16
6	т д	10	15
7	что в	12	15
8	не только	17	14
9	в брак	1	14
10	мы видели	1	13
11	но и	9	12
12	и не	31	12
13	в этих	3	11
14	может быть	14	11
15	и пр	4	11
16	или в	4	11
17	но в	14	10
18	таким образом	6	10
19	еще не	9	10
20	в нем	13	9
21	в том	9	9
22	что он	7	9
23	вместе с	2	9
24	как мы	7	8
25	мы видим	2	8
26	что они	3	8
27	с этим	3	8
28	том что	12	8
29	но не	9	7
30	то что	42	7
31	и здесь	6	7
32	мы должны	5	7
33	уже не	3	7
34	из них	3	7
35	так как	11	7
36	с другой	3	7
37	другой стороны	3	7
38	этих случаях	3	7
39	к этому	1	7
40	то же	10	6
41	мы уже	5	6
42	это не	6	6
43	во время	1	6
44	ничего не	10	6
45	связи с	5	6
46	все еще	1	6
47	если бы	4	6
48	в них	7	6
49	что здесь	3	6
50	то и	6	6
51	друг друга	1	6
52	мы можем	4	6
53	а не	15	6
54	в течение	1	6
55	а в	4	6
56	с большим	1	5
57	все же	1	5
58	он не	3	5
59	что она	5	5
60	в этой	10	5
61	тем не	18	5
62	не менее	19	5
63	могут быть	2	5
64	к нему	3	5
65	в свете	1	5
66	того что	7	5
67	один из	4	5
68	так что	6	5
69	до сих	3	5
70	показывает что	1	5
71	на ней	1	5
72	в некоторых	1	5
73	или по	1	5
74	есть и	3	5
75	этом случае	2	5
76	сих пор	3	5
77	одним из	1	4
78	мы здесь	2	4
79	и на	8	4
80	все эти	8	4
81	видели что	1	4
82	не в	4	4
83	на этом	1	4
84	и с	2	4
85	у нас	14	4
86	из земли	1	4
87	как это	6	4
88	но он	3	4
89	к ней	1	4
90	и его	3	4
91	тем что	7	4
92	что на	1	4
93	она не	2	4
94	в пределах	1	4
95	в дальнейшем	4	4
96	находится в	1	4
97	только в	7	4
98	его и	1	4
99	в других	5	4
100	а именно	12	4
101	в данном	9	4
102	для нас	5	4
103	на смену	1	4
104	не может	8	4
105	увидим ниже	2	3
106	имеем и	1	3
107	самый акт	1	3
108	что иное	2	3
109	я не	1	3
110	представление о	1	3
111	и ее	8	3
112	иное как	2	3
113	в чем	3	3
114	со стороны	1	3
115	в одной	1	3
116	и как	6	3
117	и к	1	3
118	из этих	2	3
119	на его	2	3
