N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	22
2	не может быть	1	7
3	с другой стороны	1	5
4	до сих пор	2	5
5	в большинстве случаев	3	4
6	с одной стороны	1	4
7	в том что	3	4
8	то же самое	2	3
9	то время как	1	3
10	в то время	1	3
11	в иной мир	1	3
12	в связи с	7	3
13	друг с другом	4	3
14	о том что	1	3
15	но все же	1	3
16	но и в	3	2
17	то что в	1	2
18	вместе с тем	1	2
19	на первый взгляд	1	2
20	обстоит дело с	1	2
21	и должно быть	2	2
22	в отличие от	1	2
23	как мы увидим	1	2
24	том что они	1	2
25	с самого начала	1	2
26	за тридевять земель	1	2
27	во всех случаях	1	2
28	что в этом	2	1
29	никогда не было	1	1
30	сводится к тому	1	1
31	только в пределах	1	1
32	в другом месте	2	1
33	прежде всего в	2	1
34	имеется и в	1	1
35	с ним но	1	1
36	равно как и	2	1
37	его в связи	1	1
38	и в особенности	3	1
39	так что в	1	1
40	в средние века	3	1
41	о том как	3	1
42	в этом случае	2	1
43	они не могут	1	1
44	сами по себе	2	1
45	можно говорить о	1	1
46	друг на друга	2	1
47	наряду с этим	1	1
48	а так как	1	1
49	но он не	1	1
50	и т п	11	1
51	с едой и	1	1
52	же относится и	1	1
53	здесь мы видим	1	1
54	каждый из этих	1	1
55	быть раскрыт только	1	1
56	но в то	1	1
57	не только в	5	1
58	в них как	1	1
59	таким образом и	1	1
60	то что уже	1	1
61	в непосредственном соседстве	5	1
62	с этим в	1	1
63	образов и мотивов	1	1
64	все же еще	1	1
65	это не значит	1	1
66	ее так что	1	1
67	в тех же	1	1
68	в одном из	1	1
69	в его образе	1	1
70	непосредственном соседстве с	3	1
71	средние века и	2	1
72	уже не только	1	1
73	к тому что	1	1
74	не входят в	1	1
75	и в нем	1	1
76	и в этом	3	1
77	для того чтобы	7	1
78	что и в	1	1
79	т д он	1	1
80	в этом отношении	2	1
