N	3gram	Voloshinov_1	Problemy
1	с точки зрения	10	9
2	до сих пор	3	8
3	не может быть	3	8
4	в большинстве случаев	4	8
5	и не может	1	7
6	по отношению к	9	5
7	то же время	5	5
8	в то же	5	5
9	в самом деле	5	4
10	к себе самому	1	3
11	в отличие от	1	3
12	сам по себе	2	3
13	как бы в	1	3
14	нам кажется что	1	3
15	о себе самом	1	3
16	а следовательно и	2	2
17	нет и не	1	2
18	хотя и не	1	2
19	дело в том	1	2
20	в узком смысле	1	2
21	но и в	1	2
22	того и другого	1	2
23	это вовсе не	1	2
24	на этот вопрос	1	2
25	в том что	4	2
26	но в то	3	2
27	в одной плоскости	1	2
28	друг на друга	1	2
29	о том что	1	2
30	в свое время	1	2
31	сих пор не	1	2
32	можно сказать что	3	2
33	на этом мы	2	2
34	как мы уже	4	2
35	в себе самом	1	2
36	во всех его	1	2
37	выходят за пределы	1	2
38	мы увидим что	4	2
39	может войти в	1	1
40	если бы он	3	1
41	но как раз	1	1
42	однако в этом	1	1
43	при всей ее	1	1
44	иметь в виду	1	1
45	и наконец в	1	1
46	в котором он	1	1
47	и даже не	1	1
48	том что он	2	1
49	а между тем	1	1
50	близко к нему	1	1
51	в этом случае	1	1
52	и во многих	1	1
53	правда в более	1	1
54	мы не будем	1	1
55	хотя бы и	2	1
56	и наконец к	1	1
57	неизбежно возникает вопрос	1	1
58	в свою противоположность	1	1
59	является одним из	1	1
60	а может быть	1	1
61	в себе и	1	1
62	в первых двух	1	1
63	может быть даже	1	1
64	может быть и	1	1
65	иное отношение к	1	1
66	одно и то	1	1
67	его себе как	1	1
68	на этой почве	1	1
69	большое значение в	1	1
70	в данном случае	3	1
71	мы не знаем	1	1
72	с одной стороны	1	1
73	но в отличие	1	1
74	и то же	1	1
75	но при этом	1	1
76	который как мы	1	1
77	то что мы	1	1
78	по сравнению с	1	1
79	заключение настоящей главы	1	1
80	во всяком случае	3	1
81	позволила бы ему	1	1
82	которая позволила бы	1	1
83	снова и снова	2	1
84	таким образом и	1	1
85	силу и глубину	1	1
86	так как его	1	1
87	из того же	1	1
88	точки зрения этого	1	1
89	была бы совершенно	1	1
90	так и в	2	1
91	его жизни и	2	1
92	в собственном смысле	1	1
93	мы можем закончить	1	1
94	с самого начала	5	1
95	глубже и существеннее	1	1
96	выходит за пределы	1	1
97	он никогда не	1	1
98	но все же	1	1
99	его роль в	1	1
100	в настоящей главе	1	1
101	есть прежде всего	1	1
102	сказать что вся	1	1
103	как и всякое	1	1
104	мы уже указывали	3	1
105	в заключение настоящей	1	1
106	этом мы можем	1	1
107	в высшей степени	2	1
108	в жизни и	1	1
109	только себя и	1	1
