N	4gram	Tiupa_Hudo_1	DiskursI
1	в то же время	8	4
2	не может претендовать на	1	3
3	состоит в том что	1	2
4	с одной стороны и	1	2
5	анекдотического и притчевого начал	2	2
6	так и в камне	1	1
7	ему интеллектуальную тревогу за	1	1
8	лежит на спине и	1	1
9	рассказу о колдуне не	1	1
10	утре которое повторяется аккуратно	1	1
11	небо видны барские усадьбы	1	1
12	всеобъемлющий взгляд с позиции	1	1
13	образе мыслящих овец их	1	1
14	расходится на три балочки	1	1
15	замечали друг друга и	1	1
16	знать притчевое по своей	1	1
17	и поезда железных дорог	1	1
18	каждый из них жил	1	1
19	есть по сути дела	1	1
20	не замечали друг друга	1	1
21	нет дела до зарытого	1	1
22	динамичная чреватая анекдотическими ситуациями	1	1
23	гнал из таганрога на	1	1
24	спине и глядит в	1	1
25	отсюда и видно что	1	1
26	активизировать мысль человека внушить	1	1
27	всего в том что	1	1
28	сдалось земное счастье людям	1	1
29	городище и там где	1	1
30	ни в утре которое	1	1
31	фантастикой и авантюрностью кладоискательских	1	1
32	ровная и безграничная как	1	1
33	не на бахмут шел	1	1
34	в утре которое повторяется	1	1
35	в москву везли мы	1	1
36	деревни а дальнозоркий калмык	1	1
37	отношения но из них	1	1
38	земле где схоронены клады	1	1
39	в крепости [...] под	1	1
40	притчевого мировидения но уже	1	1
41	этих долговечных птиц ни	1	1
42	срывается только отсюда и	1	1
43	однообразия вечности на низменное	1	1
44	прежде всего в том	1	1
45	счастья именно ему приходит	1	1
46	и беззвучии чувствовались века	1	1
47	молчаливой степи и вековых	1	1
48	беззвучии чувствовались века и	1	1
49	только отсюда и видно	1	1
50	универсальности видение жизни иной	1	1
51	на подводах в москву	1	1
52	ни шаг то гнездо	1	1
53	овец их мысли длительные	1	1
54	тогда большой шлях не	1	1
55	центром притчевой картины мира	1	1
56	видны барские усадьбы хутора	1	1
57	произвол захочет нечистая сила	1	1
58	где клады есть в	1	1
59	в образе мыслящих овец	1	1
60	удача либо неудача и	1	1
61	которые каждый день могут	1	1
62	повторяется аккуратно каждые сутки	1	1
63	не имеют никакого отношения	1	1
64	царят удача либо неудача	1	1
65	крепости [...] под тремя	1	1
66	счастье которое было ему	1	1
67	не нужно и непонятно	1	1
68	есть в крепости [...]	1	1
69	видно что на этом	1	1
70	за необходимость решения вопроса	1	1
71	вершины видна равнина такая	1	1
72	друг друга и каждый	1	1
73	самой земле где схоронены	1	1
74	счастья и овечьих мыслей	1	1
75	обращено к пыльному подорожнику	1	1
76	я его годов шестьдесят	1	1
77	степи и небе о	1	1
78	знаю с той поры	1	1
79	и каждый из них	1	1
80	вечности на низменное многообразие	1	1
81	клады есть в крепости	1	1
82	в чьей неподвижности и	1	1
83	пастух санька лежит на	1	1
84	в камне свистеть начнет	1	1
85	их мысли длительные тягучие	1	1
86	возвышенного однообразия вечности на	1	1
87	покойника царя встречать а	1	1
88	даже город и поезда	1	1
89	железных дорог всеобъемлющий взгляд	1	1
90	гнезда были что ни	1	1
91	степи и вековых курганов	1	1
92	мира полемически противостоит инертно	1	1
93	небе о днях и	1	1
94	жизнью даже позы в	1	1
95	мысли длительные тягучие вызываемые	1	1
96	равнина такая же ровная	1	1
97	поезда железных дорог всеобъемлющий	1	1
98	свистеть начнет вот как	1	1
99	ни в чем не	1	1
100	неудача и произвол захочет	1	1
101	низменное многообразие человеческой жизни	1	1
102	и безграничная как небо	1	1
103	достигнутая кульминация срывается только	1	1
104	ковыли дудачьи гнезда были	1	1
105	тревогу за необходимость решения	1	1
106	и точность словесного выражения	1	1
107	как царя александра что	1	1
108	шлях не на бахмут	1	1
109	балка как гусиная лапка	1	1
110	начнет вот как старик	1	1
111	и небе о днях	1	1
112	тягучие вызываемые представлениями только	1	1
113	[...] под тремя камнями	1	1
114	видна равнина такая же	1	1
115	внушить ему интеллектуальную тревогу	1	1
116	своей всеобъемлемости и универсальности	1	1
117	степи ни в чем	1	1
118	к чему сдалось земное	1	1
119	шаг то гнездо дудачье	1	1
120	молокан деревни а дальнозоркий	1	1
121	сутки ни в безграничной	1	1
122	параллель в образе мыслящих	1	1
123	и глядит в небо	1	1
124	и вековых курганов есть	1	1
125	что на этом свете	1	1
126	поражали и угнетали их	1	1
127	камне свистеть начнет вот	1	1
128	кульминация срывается только отсюда	1	1
129	пыльному подорожнику к той	1	1
130	на низменное многообразие человеческой	1	1
131	этом свете кроме молчаливой	1	1
132	александра что французов гнал	1	1
133	ни в безграничной степи	1	1
134	по своей всеобъемлемости и	1	1
