N	2gram	Losev_Dial_3	Myslijsy
1	потому что	7	52
2	то есть	1	42
3	и в	24	39
4	может быть	13	27
5	в том	5	26
6	только в	5	25
7	не может	19	22
8	что в	7	22
9	не только	23	21
10	так как	6	21
11	а не	26	21
12	в нем	3	20
13	но и	9	20
14	и не	27	18
15	том что	8	16
16	так что	8	16
17	в этом	8	15
18	не в	3	15
19	если бы	6	14
20	в себе	2	13
21	таким образом	13	13
22	так и	5	13
23	было бы	5	12
24	есть только	12	11
25	точно так	2	11
26	мы не	5	10
27	по себе	20	10
28	и что	15	10
29	а потому	1	10
30	то что	14	10
31	что не	5	10
32	не есть	54	10
33	и понимания	2	9
34	но в	2	9
35	как и	7	9
36	вместе и	1	9
37	тогда когда	5	9
38	могут быть	2	9
39	для нас	2	9
40	тем что	3	9
41	но не	2	8
42	в мысли	2	8
43	в слове	3	8
44	точки зрения	25	8
45	в одном	1	8
46	того что	12	8
47	со стороны	2	8
48	вместе с	1	8
49	чувство и	1	8
50	по его	1	7
51	в ней	2	7
52	в истории	4	7
53	с этим	3	7
54	духа и	1	7
55	это не	4	7
56	в этих	1	7
57	в нас	1	7
58	должны быть	3	7
59	то и	3	7
60	с другой	4	7
61	должно быть	3	7
62	и т	24	6
63	то же	6	6
64	независимо от	1	6
65	все же	3	6
66	и как	8	6
67	при этом	2	6
68	и по	2	6
69	от нее	1	6
70	между собою	1	6
71	не менее	11	6
72	того как	1	6
73	тем не	10	6
74	что на	1	6
75	в каком	3	6
76	что и	6	6
77	еще не	2	6
78	в природе	2	6
79	как бы	3	6
80	в первом	2	5
81	то это	9	5
82	во всех	1	5
83	только тогда	3	5
84	не видно	2	5
85	то в	2	5
86	не имеют	2	5
87	несмотря на	2	5
88	возможно только	6	5
89	не имеет	11	5
90	и его	5	5
91	если же	8	5
92	в его	2	5
93	вовсе не	13	5
94	друг друга	3	5
95	души и	2	5
96	зависит от	2	5
97	так же	4	5
98	и потому	2	5
99	быть только	2	5
100	но это	5	5
101	и для	2	5
102	из себя	2	5
103	а в	2	5
104	другой стороны	2	5
105	в таком	14	5
106	вопрос о	5	4
107	есть нечто	23	4
108	а только	1	4
109	субъекта и	4	4
110	и объекта	3	4
111	из этих	2	4
112	т д	23	4
113	том смысле	1	4
114	тем самым	3	4
115	бы быть	2	4
116	в то	5	4
117	а так	1	4
118	никогда не	7	4
119	же время	3	4
120	и притом	5	4
121	во всем	3	4
122	не могут	4	4
123	к тому	4	4
124	и необходимости	2	4
125	остается только	1	4
126	бы в	2	4
127	для него	4	4
128	само по	5	4
129	не было	3	4
130	и даже	13	4
131	прежде всего	8	4
132	что мы	8	4
133	тому как	4	4
134	самого себя	1	4
135	быть не	2	4
136	слова и	1	4
137	и дух	1	4
138	в смысле	2	4
139	от него	1	4
140	от того	4	4
141	не более	1	4
142	в своих	2	4
143	только потому	2	3
144	но тем	1	3
145	должна быть	6	3
146	что если	2	3
147	что можно	2	3
148	и то	4	3
149	вопрос об	3	3
150	более как	1	3
151	сама по	4	3
152	что как	1	3
153	в своем	3	3
154	помнить что	1	3
155	хотя и	5	3
156	в самом	7	3
157	что это	12	3
158	думать что	2	3
159	он не	5	3
160	подобно тому	4	3
161	то ни	1	3
162	что все	14	3
163	в мире	1	3
164	той же	3	3
165	и с	6	3
166	что например	1	3
167	и тем	2	3
168	в них	5	3
169	показывает что	2	3
170	во внимание	2	3
171	понятия и	2	3
172	не мог	1	3
173	не так	1	3
174	и при	1	3
175	и без	3	3
176	с точки	14	3
177	и той	1	3
178	бытия и	2	3
179	друг другу	1	3
180	тому что	4	3
181	она не	3	3
182	для того	3	3
183	на него	1	3
184	сколько и	1	3
185	свободы и	1	3
186	или же	3	3
187	оно не	6	3
