N	2gram	Losev_Prob_3	SlovoVZh
1	не может	7	16
2	может быть	28	14
3	точки зрения	5	14
4	как бы	9	13
5	и его	5	13
6	таким образом	9	12
7	и в	44	12
8	в нашем	5	11
9	и не	35	10
10	если бы	3	9
11	так как	9	9
12	прежде всего	3	8
13	художественного произведения	14	7
14	сказать что	16	7
15	для нас	16	7
16	в ней	5	6
17	в том	21	6
18	только в	19	6
19	при этом	4	6
20	в нем	9	6
21	слова и	3	6
22	все время	1	6
23	в процессе	2	6
24	должна быть	1	5
25	то же	13	5
26	в виду	10	5
27	можно сказать	6	5
28	мы ни	2	5
29	отнюдь не	10	5
30	как в	5	5
31	но в	12	5
32	в жизни	1	5
33	а не	18	5
34	как и	10	5
35	что мы	8	5
36	и следовательно	2	5
37	том что	12	5
38	никогда не	6	5
39	хотя бы	3	5
40	то что	23	5
41	мы все	1	4
42	на самом	7	4
43	литературы и	2	4
44	за пределы	5	4
45	в литературе	1	4
46	в этом	17	4
47	все же	6	4
48	в самом	3	4
49	уже не	7	4
50	не только	14	4
51	ни было	3	4
52	от того	2	4
53	так и	10	4
54	с другой	7	4
55	что не	1	4
56	не в	13	4
57	его в	3	4
58	дело в	4	4
59	и является	4	4
60	и к	6	4
61	жизни и	6	4
62	и на	1	4
63	художественном произведении	3	3
64	здесь не	8	3
65	самом деле	3	3
66	формы и	3	3
67	в котором	2	3
68	в пределах	1	3
69	ведь и	1	3
70	ясно что	6	3
71	еще не	5	3
72	мы не	7	3
73	и вообще	8	3
74	о том	6	3
75	бы то	4	3
76	но и	10	3
77	точка зрения	1	3
78	нуждается в	1	3
79	того что	8	3
80	в художественном	3	3
81	быть и	3	3
82	когда он	2	3
83	имеет в	1	3
84	и ее	3	3
85	все эти	7	3
86	только на	5	3
87	в себе	8	3
88	да и	5	3
89	для него	3	3
90	не к	1	3
91	и по	2	3
92	то ни	6	3
93	и с	9	3
94	до сих	2	3
95	ни в	8	3
96	в них	1	3
97	в своей	5	3
98	так же	5	3
99	в такой	1	3
100	тем не	10	3
101	этой точки	2	3
102	и более	2	3
103	из этого	3	3
104	по себе	25	3
105	произведения и	2	3
106	художественное произведение	8	3
107	сих пор	2	3
108	не менее	10	3
109	все это	5	3
110	но для	1	3
111	и для	2	3
112	бы мы	2	3
113	это как	1	3
114	ее и	2	3
115	с ним	7	3
116	или не	1	3
117	в каком	4	3
118	от этой	1	2
119	значения и	1	2
120	и то	14	2
121	как это	2	2
122	словами и	1	2
123	они ни	1	2
124	едва ли	5	2
125	вещи и	7	2
126	и значение	3	2
127	мы имеем	2	2
128	не сможем	1	2
129	со словом	1	2
130	мы в	4	2
131	нас и	2	2
132	истории литературы	1	2
133	всех моментов	1	2
134	и здесь	5	2
135	искусства и	2	2
136	не остается	1	2
137	и та	1	2
138	настоящее время	2	2
139	но мы	1	2
140	и что	7	2
141	произведение и	1	2
142	между собой	1	2
143	ней как	1	2
144	в чем	4	2
145	данном случае	7	2
146	в данном	9	2
147	что поэт	1	2
148	которые мы	3	2
149	в его	9	2
150	что и	9	2
151	подчеркнуть что	1	2
152	и содержания	1	2
153	относится к	1	2
154	их живого	1	2
155	независимо от	1	2
156	в своем	5	2
157	кроме того	3	2
158	дело с	1	2
159	словом и	1	2
160	и потому	7	2
161	что слово	2	2
162	сливается с	1	2
163	в настоящее	2	2
164	бы не	1	2
165	с одной	2	2
166	уже в	3	2
167	тому же	1	2
168	в душе	1	2
169	контекст и	2	2
170	он не	8	2
171	перестает быть	1	2
172	не так	3	2
173	эта последняя	2	2
174	мы можем	6	2
175	но что	2	2
176	из него	2	2
177	одно и	3	2
178	но все	3	2
179	конечно в	1	2
180	структурой и	1	2
181	с другими	3	2
182	это не	9	2
183	может стать	1	2
184	и дает	1	2
185	оно не	1	2
186	делает его	1	2
187	себя и	1	2
188	одной стороны	1	2
189	соприкасается с	1	2
190	зависит от	1	2
191	до конца	1	2
192	другой стороны	5	2
193	его как	3	2
194	была бы	1	2
195	там где	1	2
196	автора и	1	2
197	довлеет себе	1	2
198	нет ничего	6	2
199	ни на	3	2
200	вместе с	2	2
201	в отношении	2	2
202	но не	3	2
203	общего с	3	2
204	точку зрения	1	2
205	быть только	1	2
206	речи в	1	2
207	вместе со	1	2
208	с этой	3	2
209	она не	3	2
210	еще раз	1	2
211	с точки	2	2
212	в условиях	3	2
213	тогда когда	1	2
214	в то	9	2
215	и притом	4	2
216	на него	1	2
217	героев и	1	2
218	слова но	1	2
219	ничего не	3	2
220	но отнюдь	1	2
221	а к	2	2
222	и все	3	2
223	все они	2	2
224	в этих	2	2
225	есть уже	3	2
226	но это	8	2
227	человеческого общества	1	2
228	могут быть	2	2
229	и вполне	5	2
230	как только	3	2
231	же самое	9	2
232	что в	8	2
233	как на	2	2
234	бы даже	1	2
235	и другие	3	2
236	не есть	35	2
237	к этому	1	2
238	если же	3	2
239	стороны к	1	1
240	и это	9	1
241	ни его	1	1
242	произведения но	1	1
243	на нечто	3	1
244	например в	1	1
245	же как	3	1
246	именно эту	1	1
247	как мы	8	1
248	и о	5	1
249	которые употребляются	1	1
250	с ее	2	1
251	но чтобы	1	1
252	момент в	1	1
253	сам по	6	1
254	это и	7	1
255	тем же	2	1
256	художественным произведением	3	1
257	с первого	3	1
258	только то	2	1
259	словесного контекста	1	1
260	не хочет	1	1
261	то время	4	1
262	идет речь	3	1
263	та общность	1	1
264	похожее на	1	1
265	не имеют	4	1
266	случае оно	1	1
267	и больше	3	1
268	можно было	4	1
269	мы уже	4	1
270	более тонкое	1	1
271	это событие	1	1
272	на которую	3	1
273	себе как	3	1
274	остается только	2	1
275	жизнь и	2	1
276	является в	2	1
277	для этого	6	1
278	к другу	1	1
279	в содержании	1	1
280	не вполне	1	1
281	предмет или	1	1
282	в порядке	3	1
283	полное и	1	1
284	получить и	1	1
285	к целому	1	1
286	и он	1	1
287	с большим	2	1
288	она особенно	1	1
289	определенным образом	2	1
290	но при	1	1
291	не нужно	1	1
292	там же	1	1
293	со словами	1	1
294	является просто	1	1
295	является таким	1	1
296	ли кто-нибудь	1	1
297	мы понимаем	1	1
298	во всех	2	1
299	вопросу о	1	1
300	и во	2	1
301	то мы	1	1
302	все в	1	1
303	не требует	1	1
304	друг к	1	1
305	то в	3	1
306	от его	2	1
307	них всегда	1	1
308	не нужным	1	1
309	теряет свой	1	1
310	является ее	1	1
311	себе и	1	1
312	отметить что	1	1
313	произведение не	1	1
314	крайней мере	5	1
315	на самостоятельное	1	1
316	и можно	2	1
317	в структуру	1	1
318	что они	5	1
319	именно в	2	1
320	сама по	8	1
321	уже во	2	1
322	в теории	1	1
323	каких бы	1	1
324	исследования является	1	1
325	и она	1	1
326	или может	1	1
327	если она	1	1
328	в особом	1	1
329	что именно	1	1
330	так называемая	1	1
331	второй план	1	1
332	она как	1	1
333	что здесь	5	1
334	оно возникает	2	1
335	перед нами	8	1
336	хотя и	5	1
337	но несмотря	1	1
338	и художественного	1	1
339	более или	1	1
340	себе не	2	1
341	следующим образом	1	1
342	как нечто	9	1
343	значение этих	1	1
344	именно эта	1	1
345	нашего времени	1	1
346	о самом	1	1
347	чего же	1	1
348	не имеющих	1	1
349	конечно дело	1	1
350	по мнению	2	1
351	весь круг	3	1
352	что нам	1	1
353	что это	3	1
354	более широком	1	1
355	в целом	6	1
356	большим трудом	1	1
357	таком понимании	1	1
358	это же	3	1
359	если мы	16	1
360	не то	2	1
361	где они	1	1
362	себя в	2	1
363	есть в	3	1
364	бы только	2	1
365	поскольку мы	1	1
366	сливаются в	1	1
367	не можем	1	1
368	и политической	1	1
369	во многих	1	1
370	не обходится	1	1
371	дальше и	1	1
372	значение и	5	1
373	с метафорой	3	1
374	в виде	6	1
375	они слишком	1	1
376	что она	1	1
377	оно всегда	3	1
378	или даже	5	1
379	при помощи	8	1
380	и обратно	1	1
381	или просто	1	1
382	смысле она	1	1
383	на одну	2	1
384	себе в	1	1
385	всяком случае	6	1
386	не как	1	1
387	пор мы	1	1
388	в одном	1	1
389	вовсе не	37	1
390	ничего общего	7	1
391	друг друга	2	1
392	как его	1	1
393	у него	1	1
394	какой бы	1	1
395	подобно тому	1	1
396	она имеет	1	1
397	каждый элемент	1	1
398	это один	1	1
399	или иных	4	1
400	деле и	1	1
401	самом же	4	1
402	что является	2	1
403	само собой	2	1
404	даже и	16	1
405	бы они	1	1
406	здесь мы	1	1
407	не назван	1	1
408	и только	6	1
409	что все	2	1
410	же деле	4	1
411	в другом	2	1
412	не переходя	1	1
413	другого и	1	1
414	мы это	1	1
415	зрения на	2	1
416	состоящая из	1	1
417	входит в	1	1
418	длинный ряд	1	1
419	который и	1	1
420	а эти	1	1
421	было бы	8	1
422	и соответствующие	1	1
423	и тем	9	1
424	один и	1	1
425	или о	1	1
426	только к	2	1
427	что для	3	1
428	представителей этой	1	1
429	же для	1	1
430	само собою	1	1
431	для них	2	1
432	от нее	1	1
433	но уже	3	1
434	не было	5	1
435	на второй	1	1
436	а с	2	1
437	все равно	3	1
438	далеко не	1	1
439	не на	1	1
440	в ее	4	1
441	вопросов касающихся	1	1
442	в слове	2	1
443	не всегда	1	1
444	не ради	1	1
445	которой он	1	1
446	несмотря на	1	1
447	следовательно уже	1	1
448	они являются	1	1
449	о чем	2	1
450	произведении как	1	1
451	же не	2	1
452	в истории	1	1
453	и тогда	3	1
454	и того	1	1
455	остается в	1	1
456	со всей	1	1
457	для этой	1	1
458	мы видели	2	1
459	или менее	1	1
460	такой степени	1	1
461	речь но	1	1
462	но если	6	1
463	историк литературы	1	1
464	в частности	2	1
465	на который	1	1
466	когда имеется	1	1
467	то он	2	1
468	и художественно	1	1
469	нас не	5	1
470	и без	4	1
471	это делает	1	1
472	от предмета	1	1
473	бесконечное количество	8	1
474	то есть	34	1
475	одним и	1	1
476	что всякий	9	1
477	она в	1	1
478	к одному	1	1
479	но сами	1	1
480	не могут	1	1
481	чем мы	1	1
482	оно стало	1	1
483	он будет	2	1
484	и другого	1	1
485	является только	5	1
486	однако он	1	1
487	ни была	2	1
488	но эта	3	1
489	и тот	1	1
490	процессе живого	1	1
491	сами по	6	1
492	очередь тем	1	1
493	для их	1	1
494	по крайней	5	1
495	слов в	1	1
496	том и	1	1
497	произведения в	2	1
498	и общества	2	1
499	не должно	1	1
500	и почти	1	1
501	мы еще	1	1
502	неодушевленные предметы	1	1
503	для нее	2	1
504	бы но	1	1
505	зрения и	1	1
506	же мы	1	1
507	случае мы	1	1
508	и вся	1	1
509	художественный смысл	2	1
510	только для	1	1
511	того если	1	1
512	от всего	1	1
513	с которой	2	1
514	точно и	1	1
515	деле это	1	1
516	как о	5	1
517	к вопросу	1	1
518	только из	1	1
519	тех или	5	1
520	всякой художественной	1	1
521	не является	11	1
522	всех языках	1	1
523	в основе	2	1
524	время как	4	1
525	тоже может	1	1
526	имеет бесконечное	2	1
527	его форме	1	1
528	опираться на	1	1
529	при таком	2	1
530	того чтобы	1	1
531	чем не	3	1
532	не существует	1	1
533	взятый в	3	1
534	всей его	2	1
535	пределы слова	1	1
536	рассматривать как	2	1
537	имеет дело	1	1
538	в результате	2	1
539	только и	8	1
540	в качестве	3	1
541	связанные со	1	1
542	к одной	2	1
543	слова как	2	1
544	особого рода	1	1
545	от него	2	1
546	тем более	3	1
547	не должен	1	1
548	и связи	1	1
549	мы должны	7	1
550	ровно ничего	2	1
551	правда это	1	1
552	герой нашего	1	1
553	на одно	2	1
554	них и	1	1
555	же он	1	1
556	связи с	8	1
557	можно только	1	1
558	в искусстве	4	1
559	случае нельзя	2	1
560	это уже	3	1
561	как будто	3	1
562	анализа в	1	1
563	не нуждается	1	1
564	гораздо больше	2	1
565	себе с	1	1
566	нам не	2	1
567	образом не	1	1
568	свое значение	3	1
569	сам поэт	1	1
570	представлять себе	1	1
571	с ней	5	1
