N	2gram	Voloshinov_1	FransuaR
1	и в	12	65
2	то есть	1	45
3	и др	5	24
4	как бы	13	22
5	и не	10	22
6	вовсе не	1	18
7	и т.п	1	17
8	в том	6	16
9	в этом	4	15
10	но в	5	14
11	в нем	6	13
12	в условиях	2	13
13	мы уже	1	12
14	и на	4	11
15	прежде всего	8	11
16	все эти	3	10
17	не только	4	10
18	и его	13	10
19	так и	4	10
20	но и	3	10
21	и потому	2	10
22	во всех	1	9
23	в его	2	9
24	все это	3	9
25	за пределы	4	8
26	в своем	2	8
27	в основе	1	8
28	и другие	2	8
29	формы и	3	7
30	его в	4	7
31	точки зрения	14	7
32	в области	1	7
33	только в	6	7
34	влияние на	2	7
35	жизни и	4	7
36	на самом	4	6
37	в ней	6	6
38	еще не	3	6
39	все же	4	6
40	при этом	6	6
41	том что	5	6
42	в отношении	2	6
43	никогда не	5	6
44	как мы	1	6
45	искусства и	2	6
46	нашей работы	1	6
47	в значительной	1	6
48	в литературе	4	6
49	одно из	1	6
50	так как	9	6
51	может быть	14	6
52	не знает	1	6
53	сказать что	7	6
54	в обычной	1	5
55	литературы и	4	5
56	с его	2	5
57	как в	5	5
58	этих форм	1	5
59	на протяжении	1	5
60	в них	3	5
61	рядом с	1	5
62	как и	5	5
63	есть в	1	5
64	в своей	3	5
65	между людьми	1	5
66	между тем	3	5
67	для него	3	5
68	в одном	1	5
69	и пр	3	5
70	связь с	2	5
71	в частности	1	5
72	и все	2	5
73	еще более	1	5
74	жизни в	1	5
75	в общем	1	4
76	и к	4	4
77	в самом	4	4
78	входит в	1	4
79	не в	4	4
80	до сих	3	4
81	можно только	1	4
82	связи с	1	4
83	в жизни	5	4
84	почти полностью	1	4
85	отношение к	4	4
86	и оценки	2	4
87	выходит за	1	4
88	сих пор	3	4
89	это уже	1	4
90	этих явлений	1	4
91	это как	3	4
92	для нас	7	4
93	между ними	2	4
94	культуры в	1	4
95	самом деле	3	3
96	менее всего	1	3
97	в себя	2	3
98	уже не	4	3
99	но все	2	3
100	то что	5	3
101	в себе	3	3
102	перестает быть	2	3
103	и с	3	3
104	это не	2	3
105	далеко не	1	3
106	в ее	1	3
107	с точки	2	3
108	но это	2	3
109	уже сказали	1	3
110	ничего не	2	3
111	по своей	1	3
112	этом отношении	1	3
113	и здесь	2	3
114	не могут	1	3
115	и прежде	1	3
116	в виду	5	3
117	и вообще	3	3
