N	2gram	Tiupa_Lite_2	Mirosoze
1	может быть	17	30
2	не только	8	29
3	и в	19	28
4	не может	9	28
5	но и	10	25
6	а не	20	25
7	он не	5	24
8	в этом	9	20
9	не было	2	18
10	у него	2	17
11	не в	4	16
12	потому что	2	16
13	в ней	4	15
14	в своей	1	15
15	переходит в	1	15
16	он был	1	14
17	никогда не	3	14
18	до конца	2	14
19	человека в	4	13
20	в нем	3	13
21	и он	3	12
22	в самом	1	11
23	для него	4	11
24	и не	11	11
25	во имя	2	10
26	в своем	1	10
27	в творчестве	1	10
28	было бы	2	10
29	что в	4	10
30	свободы и	1	10
31	в мире	9	10
32	прежде всего	4	10
33	что он	3	10
34	был бы	2	10
35	и потому	1	10
36	и все	1	10
37	с тем	2	9
38	но он	1	9
39	и его	3	9
40	в его	4	9
41	к человеку	1	9
42	есть лишь	1	9
43	человек в	1	9
44	в глубине	1	8
45	но не	5	8
46	но в	2	7
47	в себе	6	7
48	быть может	3	7
49	в конце	2	7
50	любви к	1	7
51	того что	5	7
52	нет ничего	1	7
53	должна быть	1	6
54	и на	6	6
55	он сам	1	6
56	в этой	3	6
57	ведет к	1	6
58	свобода и	1	6
59	вместе с	5	6
60	в том	10	6
61	нет и	1	5
62	это не	1	5
63	как и	10	5
64	что есть	1	5
65	у нас	5	5
66	не могут	1	5
67	то что	7	5
68	и я	1	5
69	русской литературы	1	5
70	мира и	1	5
71	есть свобода	1	5
72	отношения к	1	4
73	это и	1	4
74	есть не	1	4
75	за пределы	1	4
76	не к	2	4
77	и по	1	4
78	должен был	1	4
79	в них	2	4
80	в этих	1	4
81	точки зрения	4	4
82	в их	3	4
83	есть путь	1	4
84	мог бы	1	4
85	что и	2	4
86	один из	4	4
87	уже не	2	4
88	уже в	2	4
89	ни с	1	4
90	а в	3	4
91	тем что	4	4
92	в любви	1	4
93	нет в	2	4
94	всю жизнь	1	4
95	бунт против	1	4
96	с этой	2	4
97	которых он	1	4
98	от него	1	4
99	не знает	2	4
100	его не	1	3
101	когда он	1	3
102	и еще	2	3
103	на том	1	3
104	и вот	1	3
105	свобода есть	1	3
106	на этом	2	3
107	и с	3	3
108	то есть	5	3
109	его в	1	3
110	его личности	1	3
111	в жизни	2	3
112	мир в	1	3
113	не мог	1	3
114	том что	7	3
115	не имеет	1	3
116	ничего не	3	3
117	к тому	1	3
118	этот путь	3	3
119	в ее	2	3
120	только и	1	3
121	нет у	1	3
122	в него	2	3
123	себя в	6	3
124	одно из	2	3
125	не так	2	3
126	так как	3	3
127	что человек	1	3
128	человека а	1	3
129	себя и	2	3
130	о себе	3	3
131	он должен	1	3
132	для нас	2	3
133	хотя бы	2	3
134	есть и	1	3
135	с новыми	1	2
136	одним из	3	2
137	в этот	1	2
138	писателей и	1	2
139	он знает	1	2
140	в виду	2	2
141	истории в	1	2
142	не все	1	2
143	по отношению	4	2
144	себе и	3	2
145	относится к	1	2
146	в истории	2	2
147	как в	1	2
148	все же	2	2
149	и как	3	2
150	и к	2	2
151	человеческое общество	1	2
152	от этого	1	2
153	нового человека	2	2
154	за собой	1	2
155	все эти	1	2
156	приводит к	1	2
157	как он	2	2
158	в россии	2	2
159	на протяжении	1	2
160	и мы	1	2
161	которую он	1	2
162	место в	1	2
163	оказывается что	1	2
164	мысли и	2	2
165	в дневнике	1	2
166	от его	1	2
167	в духовной	1	2
168	на земле	1	2
169	в то	9	2
170	в основе	2	2
171	подлинное искусство	1	2
172	того чтобы	1	2
173	пути и	1	2
174	по своей	1	2
175	личности в	3	2
176	могут быть	2	2
177	всего в	1	2
178	как для	1	2
179	него как	1	2
180	и от	1	2
181	и что	2	2
182	различие между	1	2
183	и когда	1	2
184	еще в	4	2
185	с ним	2	2
186	о том	2	2
187	самому себе	1	2
188	и те	1	2
189	не реальность	1	2
190	же можно	1	2
191	свет и	1	2
192	жизни и	4	2
193	человека с	1	2
194	так называемый	1	2
195	ведь это	2	2
196	отношению к	3	2
197	даже и	2	2
198	для того	2	2
199	в пути	3	2
200	отрывается от	1	2
201	он и	2	2
202	своей души	1	2
203	как бы	2	2
204	вокруг которого	2	2
205	быть не	2	2
206	него не	2	2
207	и нет	2	2
208	в начале	3	2
209	о мире	1	2
210	и для	3	2
211	в христианстве	1	2
212	всего что	1	2
213	бы в	1	2
214	конце концов	1	2
215	отношении к	1	2
216	жизни в	4	2
217	в свою	1	2
218	у которых	1	2
219	эти слова	1	2
220	к этой	2	2
221	к этому	1	2
222	все что	2	2
223	эта новая	1	1
224	себя как	2	1
225	я и	4	1
226	ту же	2	1
227	а под	1	1
228	и т	2	1
229	и то	3	1
230	на самом	1	1
231	преодолевается как	1	1
232	переход от	1	1
233	и до	2	1
234	жизни ее	1	1
