N	3gram	Losev_Prob_1	Vladivir
1	о том что	5	7
2	в том что	5	7
3	то что он	3	5
4	дело в том	3	4
5	в этом смысле	6	4
6	что же касается	3	4
7	и то что	2	4
8	в течение всей	1	4
9	на то что	8	4
10	в то же	4	4
11	на этот раз	2	4
12	а иной раз	1	3
13	более или менее	3	3
14	мы увидим ниже	2	3
15	в конце концов	4	3
16	и потому что	1	3
17	с другой стороны	3	3
18	не может быть	2	3
19	как мы уже	1	3
20	как это мы	2	2
21	но даже и	1	2
22	как раз и	7	2
23	на первый план	1	2
24	и в то	1	2
25	также и то	2	2
26	как мы увидим	2	2
27	а в дальнейшем	1	2
28	так как он	2	2
29	в том чтобы	1	2
30	не только в	1	2
31	в то время	1	2
32	истории философии и	2	2
33	еще и потому	1	2
34	во всяком случае	3	2
35	мы уже сказали	1	2
36	в истории философии	2	2
37	можно сказать что	3	2
38	тем не менее	18	2
39	бы обратить внимание	1	2
40	для того чтобы	8	2
41	к тому же	1	2
42	и т д	10	2
43	всем известно что	1	1
44	что иное как	2	1
45	а не к	1	1
46	а следовательно и	1	1
47	и это было	1	1
48	сказать что он	1	1
49	каком случае не	2	1
50	с ним на	2	1
51	что в последние	1	1
52	по одному тому	1	1
53	мы имеем дело	1	1
54	маха и авенариуса	1	1
55	должны сказать что	1	1
56	не говоря уже	2	1
57	в самом деле	2	1
58	в настоящее время	3	1
59	в этой области	2	1
60	свидетельствует о том	2	1
61	но он ничего	1	1
62	в том же	1	1
63	а по своему	1	1
64	останавливается на этом	1	1
65	самом же деле	1	1
66	этим и объясняется	1	1
67	в дальнейшем мы	1	1
68	говоря уже о	1	1
69	и притом не	1	1
70	в таких случаях	2	1
71	бы то ни	1	1
72	на самом же	1	1
73	только то что	4	1
74	и говорил что	1	1
75	об этом не	1	1
76	он был и	1	1
77	вместе с тем	1	1
78	у нас выше	2	1
79	одно и то	1	1
80	в это время	1	1
81	но в окончательном	1	1
82	как раз в	1	1
83	как он будет	1	1
84	то время как	1	1
85	скажем несколько слов	1	1
86	содержит в себе	7	1
87	себя к этой	1	1
88	можно сказать только	2	1
89	то что для	1	1
90	не потому что	2	1
91	необходимо сказать что	2	1
92	если бы мы	1	1
93	но в то	1	1
94	мы скажем ниже	1	1
95	а именно с	1	1
96	в связи с	4	1
97	и то же	1	1
98	а также и	2	1
99	потому что она	1	1
100	и в этом	2	1
101	и ничего не	1	1
102	указывает на то	3	1
103	нам представляется что	1	1
104	так или иначе	2	1
105	в каком случае	3	1
106	сказать что здесь	1	1
107	из них не	1	1
108	только в таком	1	1
109	на который мы	1	1
110	уже видели что	1	1
111	до настоящего времени	1	1
112	тут уже не	1	1
113	и в том	1	1
114	мы уже видели	1	1
115	вовсе не из	1	1
116	мы должны сказать	2	1
117	но и вообще	1	1
118	везде в таких	1	1
119	есть не что	2	1
120	ни в каком	3	1
121	новое качество в	1	1
122	и о том	3	1
123	раз и навсегда	1	1
124	в этом же	1	1
125	вовсе не есть	6	1
126	заключается в том	1	1
127	так и в	1	1
128	но как раз	1	1
129	даже и в	1	1
130	сейчас же пока	1	1
131	один от другого	1	1
132	качество в котором	1	1
133	от другого или	1	1
134	на что они	1	1
135	с тем что	2	1
136	мы не будем	1	1
137	и тем самым	3	1
138	не только не	3	1
139	но отнюдь не	3	1
140	что отнюдь не	1	1
141	же деле это	1	1
142	даже больше того	1	1
143	уже нет никаких	1	1
144	и в литературе	1	1
145	к тому что	1	1
146	не что иное	2	1
147	по этому поводу	3	1
148	в сравнении с	1	1
149	и только в	1	1
150	случае не может	2	1
151	и что в	2	1
152	в себе не	3	1
153	этому поводу с	1	1
154	нужно сказать о	1	1
155	в этом отношении	1	1
156	также и в	1	1
