N	2gram	Bakhtin_Pr_2	VerxiiNi
1	и в	45	26
2	таким образом	11	22
3	в этом	20	15
4	вместе с	1	15
5	точки зрения	19	13
6	как бы	15	12
7	в том	8	11
8	из этих	1	10
9	не только	16	10
10	и с	7	10
11	может быть	18	10
12	после смерти	1	10
13	связи с	1	9
14	в области	2	9
15	так как	5	9
16	но и	15	9
17	что в	6	9
18	но не	6	8
19	и у	2	8
20	с другой	1	8
21	и не	42	8
22	как на	2	8
23	но в	6	7
24	но все	4	7
25	из них	9	7
26	том что	7	7
27	потому что	8	7
28	в эпоху	1	7
29	к нему	11	7
30	с одной	1	7
31	то что	5	7
32	а с	3	7
33	того же	1	6
34	представление о	2	6
35	все же	4	6
36	все эти	4	6
37	в себе	5	6
38	с точки	9	6
39	в отношении	1	6
40	к тому	1	6
41	так и	3	6
42	и т.д	3	6
43	о том	3	6
44	в конце	4	6
45	что и	5	6
46	несмотря на	1	6
47	и потому	6	6
48	все это	5	6
49	мы должны	4	6
50	во всяком	1	6
51	отношение к	8	5
52	сих пор	2	5
53	и к	2	5
54	тому же	1	5
55	в мире	3	5
56	лишь в	2	5
57	или менее	1	5
58	по крайней	2	5
59	не имеет	3	5
60	того чтобы	1	5
61	никогда не	17	5
62	с другом	2	5
63	для того	1	5
64	образом в	2	5
65	в его	22	5
66	крайней мере	2	5
67	до сих	2	5
68	а не	10	5
69	друг с	2	5
70	и для	2	5
71	так же	5	5
72	одной из	2	5
73	более или	1	5
74	том числе	2	5
75	в котором	7	4
76	то же	5	4
77	в самом	13	4
78	в этой	1	4
79	и по	2	4
80	что все	3	4
81	то есть	50	4
82	с другими	7	4
83	он не	9	4
84	далеко не	4	4
85	в которых	1	4
86	в то	5	4
87	в нем	20	4
88	а в	3	4
89	числе и	2	4
90	что оно	1	4
91	и что	2	4
92	и только	1	4
93	только в	9	4
94	к своим	1	4
95	на этот	1	4
96	ничем не	2	4
97	не может	24	4
98	из которых	2	4
99	в смысле	2	4
100	и от	3	4
101	в этих	4	4
102	что он	7	4
103	в виде	1	4
104	же как	4	3
105	в своем	5	3
106	и нет	1	3
107	и как	2	3
108	за собой	2	3
109	в которой	2	3
110	и если	1	3
111	при этом	2	3
112	всегда и	2	3
113	подойти к	1	3
114	тем не	1	3
115	если бы	2	3
116	не менее	2	3
117	русский народ	2	3
118	в других	1	3
119	и о	2	3
120	уже с	1	3
121	с самого	1	3
122	на нее	1	3
123	ясно что	1	3
124	можно сказать	2	3
125	того что	3	3
126	но с	3	3
127	хотя бы	5	3
128	так что	2	3
129	из которого	2	3
130	уже не	6	3
131	для него	9	3
132	в одном	6	3
133	к ним	3	3
134	и даже	3	3
135	а так	1	3
136	сознание своей	1	3
137	в результате	3	3
138	конце концов	3	3
139	отношению к	8	3
140	и другие	4	3
141	к этому	4	3
142	в таком	3	3
143	не должны	1	2
144	одним из	3	2
145	связана с	1	2
146	его не	1	2
147	мы имеем	2	2
148	такое положение	1	2
149	так чтобы	2	2
150	еще не	9	2
151	и на	7	2
152	с его	8	2
153	во всех	4	2
154	силы и	1	2
155	этого последнего	1	2
156	относится к	2	2
157	общего с	1	2
158	и наконец	1	2
159	еще на	1	2
160	ни один	3	2
161	он в	1	2
162	на то	2	2
163	из этой	1	2
164	перестает быть	3	2
165	они в	1	2
166	не как	6	2
167	его можно	1	2
168	людей и	2	2
169	связан с	2	2
170	те же	2	2
171	к другу	3	2
172	них не	1	2
173	в них	4	2
174	к которым	1	2
175	не всегда	1	2
176	мы видели	3	2
177	но если	1	2
178	нет для	1	2
179	с идеей	2	2
180	которые в	2	2
181	не в	8	2
182	характер носят	1	2
183	иной раз	1	2
184	самого начала	1	2
185	тогда когда	1	2
186	ее с	3	2
187	героев и	1	2
188	литературы мы	2	2
189	в самой	3	2
190	же время	3	2
191	с одним	2	2
192	так например	1	2
193	этом отношении	2	2
194	не потому	2	2
195	и здесь	2	2
196	не могут	1	2
197	отличается от	1	2
198	той или	3	2
199	пор еще	1	2
200	ничего общего	2	2
201	и сами	1	2
202	приводит к	1	2
203	в образе	3	2
204	не с	1	2
205	можно только	1	2
206	по сравнению	2	2
207	не исчерпывается	2	2
208	для этого	3	2
209	ярко в	1	2
210	в виду	2	2
211	в пользу	1	2
212	быть даже	2	2
213	наконец в	1	2
214	еще только	1	2
215	один из	2	2
216	тот же	2	2
217	положение в	2	2
218	и действительно	2	2
219	от них	2	2
220	конечно не	6	2
221	уже в	4	2
222	душа его	1	2
223	в начале	2	2
224	одно из	1	2
225	мы можем	4	2
226	из своих	2	2
227	или иной	3	2
228	именно в	3	2
229	по своим	2	2
230	прежде всего	11	2
231	превращается в	4	2
232	не было	2	2
233	может ли	1	2
234	и все	1	2
235	среди них	3	2
236	всех других	1	2
237	в одно	1	2
238	если не	2	2
239	связь с	2	2
240	и особенно	2	2
241	и мир	5	2
242	сравнению с	2	2
243	есть как	1	2
244	по существу	1	2
245	что мы	1	2
246	только для	2	2
247	сознании и	2	2
248	от человека	1	2
249	о котором	1	2
250	и перед	1	2
251	в другое	2	2
252	только что	2	2
253	в свою	1	2
254	в процессе	2	2
255	сказать что	5	2
256	к его	1	2
257	одновременно и	1	2
258	жизни и	15	2
259	все что	3	2
260	этой точки	2	2
261	эта новая	2	1
262	только он	1	1
263	вряд ли	1	1
264	этого в	1	1
265	в сфере	2	1
266	к их	1	1
267	таком случае	1	1
268	и через	2	1
269	самом деле	4	1
270	он может	2	1
271	показаться что	1	1
272	это и	1	1
273	но тем	1	1
274	мере в	1	1
275	и есть	1	1
276	этого мира	2	1
277	в первом	1	1
278	и до	4	1
279	к учению	1	1
280	все те	2	1
281	и могут	2	1
282	мы уже	3	1
283	той же	1	1
284	их и	3	1
285	а как	4	1
286	не встречает	1	1
287	мы не	1	1
288	ли быть	1	1
289	мир не	1	1
290	совершенно так	2	1
291	именно к	1	1
292	бы и	3	1
293	мир его	1	1
294	он как	3	1
295	учению о	1	1
296	в сущности	7	1
297	время как	1	1
298	совпадает с	1	1
299	образом уже	2	1
300	мы и	3	1
301	не совсем	2	1
302	же что	3	1
303	было очень	1	1
304	в ней	7	1
305	дает им	1	1
306	целого не	1	1
307	двух или	1	1
308	на них	2	1
309	быть в	2	1
310	нему в	1	1
311	в чем	2	1
312	правда этот	1	1
313	художественном творчестве	1	1
314	друг к	3	1
315	землю и	1	1
316	к нам	2	1
317	в сторону	2	1
318	же она	1	1
319	по отношению	8	1
320	а и	1	1
321	вступают в	2	1
322	что так	1	1
323	отличие от	1	1
324	друга и	1	1
325	что они	3	1
326	себя в	2	1
327	зрения а	1	1
328	идет о	2	1
329	материалом для	1	1
330	в одной	5	1
331	как в	4	1
332	некоторое время	1	1
333	как к	2	1
334	с их	4	1
335	его души	2	1
336	себе не	1	1
337	от этого	1	1
338	взаимодействия между	1	1
339	то в	1	1
340	не сливаясь	1	1
341	та же	1	1
342	формы в	2	1
343	бы с	1	1
344	не был	2	1
345	то время	1	1
346	в нашем	2	1
347	тоже не	2	1
348	его может	1	1
349	думать что	1	1
350	по форме	1	1
351	и тот	1	1
352	и будущее	1	1
353	сливаются в	1	1
354	имеем в	2	1
355	вследствие этого	1	1
356	так сказать	7	1
357	на его	5	1
358	образам и	1	1
359	образ его	1	1
360	вера в	1	1
361	время и	1	1
362	но именно	1	1
363	соприкасается с	1	1
364	всех этих	1	1
365	что еще	2	1
366	и более	2	1
367	на земле	1	1
368	чтобы в	1	1
369	на этом	1	1
370	что она	4	1
371	человека в	5	1
372	от нее	1	1
373	бы быть	2	1
374	а по	1	1
375	его в	3	1
376	входит в	9	1
377	это было	2	1
378	заключается в	1	1
379	есть не	1	1
380	это не	3	1
381	было бы	4	1
382	на почве	4	1
383	не совпадает	1	1
384	лишь на	2	1
385	как объекты	1	1
386	в жизни	3	1
387	и смерти	7	1
388	к области	1	1
389	ни в	2	1
390	о характере	1	1
391	господствует и	1	1
392	она и	3	1
393	в слове	1	1
394	видел в	2	1
395	как и	14	1
396	ни с	2	1
397	чем в	1	1
398	даже там	1	1
399	и возможным	1	1
400	должно быть	4	1
401	она была	1	1
402	и того	1	1
403	героем и	2	1
404	одного и	2	1
405	ибо не	1	1
406	от своего	1	1
407	в своей	6	1
408	таким же	2	1
409	еще недостаточно	1	1
410	в их	4	1
411	знает и	1	1
412	фактом что	1	1
413	слова здесь	1	1
414	прийти к	1	1
415	место в	1	1
416	на каждом	1	1
417	этим дело	1	1
418	ничего в	1	1
419	дальнейшее развитие	2	1
420	в отличие	1	1
421	жизни с	1	1
422	он тоже	1	1
423	одном из	1	1
424	их в	7	1
425	не могли	1	1
426	и всякую	1	1
427	по себе	8	1
428	даже в	6	1
429	связей с	1	1
430	сам он	2	1
431	сознании в	1	1
432	этой области	2	1
433	случае в	1	1
434	непосредственно ни	1	1
435	а иногда	1	1
436	что с	1	1
437	является лишь	1	1
438	того как	3	1
439	на себе	1	1
440	уже очень	1	1
441	не по	3	1
442	в идее	2	1
443	может только	1	1
444	казалось бы	1	1
445	ничего не	3	1
446	они являются	1	1
447	видим что	1	1
448	уже говорили	2	1
449	другой стороны	1	1
450	мире и	1	1
451	к этим	1	1
452	бы по	1	1
453	в сознании	2	1
454	только с	1	1
455	в каком	1	1
456	может показаться	1	1
457	у нас	2	1
458	могут быть	4	1
459	лежит в	2	1
460	как только	1	1
461	должны быть	1	1
462	своих образов	1	1
463	всего что	1	1
464	смерти и	1	1
465	мысли о	1	1
466	не есть	2	1
467	участвуют в	1	1
468	своего отца	1	1
469	на это	1	1
470	в каждой	1	1
471	с образом	3	1
472	для себя	3	1
473	которого мы	1	1
474	с ее	3	1
475	как не	5	1
476	духе и	1	1
477	здесь не	2	1
478	всего этого	3	1
479	но далеко	1	1
480	без всякого	1	1
481	некоторые другие	1	1
482	в ее	3	1
483	данном случае	1	1
484	или нескольких	1	1
485	как с	1	1
486	и совершенно	1	1
487	к окончательному	1	1
488	живет в	1	1
489	являются все	1	1
490	наконец на	1	1
491	найти в	1	1
492	в следующий	1	1
493	всей вероятности	1	1
494	или что	1	1
495	между собой	1	1
496	он сам	6	1
497	из одного	2	1
498	с ним	8	1
499	и смерть	1	1
500	народ особенно	1	1
501	именно потому	1	1
502	и должно	1	1
503	и других	3	1
504	то они	2	1
505	другими словами	2	1
506	здесь уместно	2	1
507	одного из	1	1
508	не стоит	1	1
509	времени в	1	1
510	все в	1	1
511	каждом из	2	1
512	указаний на	1	1
513	тем или	1	1
514	творчества в	2	1
515	а потому	2	1
516	на одном	1	1
517	что человек	1	1
518	ними в	1	1
519	котором они	1	1
520	во всей	1	1
521	них в	2	1
522	и следовательно	7	1
523	не удалось	1	1
524	к сознанию	1	1
525	как она	1	1
526	в сферу	1	1
527	происходит в	1	1
528	его уже	1	1
529	и прежде	2	1
530	обе эти	1	1
531	мы видим	2	1
532	с ними	4	1
533	этот вопрос	4	1
534	которым он	1	1
535	друг друга	7	1
536	характер не	1	1
537	в разные	1	1
538	и так	1	1
539	до нас	1	1
540	и ее	7	1
541	в уста	3	1
542	и его	8	1
543	по всей	1	1
544	особенно у	1	1
545	прямо не	1	1
546	только на	1	1
547	составить себе	1	1
548	чем с	1	1
549	на этих	1	1
550	может случиться	1	1
551	в душе	1	1
552	субстанция а	1	1
553	что сама	1	1
554	нашем смысле	1	1
555	к мысли	1	1
556	не так	2	1
557	и их	6	1
558	не они	1	1
559	могло бы	1	1
560	сами по	1	1
561	чтобы она	1	1
562	с этими	1	1
563	у него	6	1
564	и никогда	1	1
565	жизни на	1	1
566	как раз	6	1
567	притом как	1	1
568	тем что	2	1
569	характерны для	1	1
570	в очень	1	1
571	из среды	1	1
572	до начала	1	1
573	со всем	1	1
574	здесь к	1	1
575	нельзя сказать	1	1
576	непосредственно без	1	1
577	а именно	3	1
578	сам себя	1	1
579	в воздухе	1	1
580	бытия в	2	1
581	личной жизни	1	1
582	из таких	1	1
583	в самую	2	1
584	и пр	2	1
585	и своего	1	1
586	она является	1	1
587	зависит от	1	1
588	человеческой жизни	2	1
589	жизнь в	1	1
590	о чем	1	1
591	на эту	1	1
592	с помощью	1	1
593	в момент	3	1
594	к лицу	1	1
595	их с	1	1
596	него в	1	1
597	о каждом	1	1
598	в европе	1	1
599	с этим	1	1
600	и глубоко	1	1
601	и душа	2	1
602	в данном	1	1
603	лицом к	1	1
604	в той	3	1
605	из ветвей	1	1
606	смысле этого	2	1
607	главным предметом	1	1
608	да и	1	1
609	отношения к	2	1
610	думать о	1	1
611	там где	6	1
612	человека и	2	1
613	вошли в	1	1
614	затем в	1	1
615	их отношение	1	1
616	только человек	1	1
617	ли не	1	1
618	этого слова	2	1
619	как из	1	1
620	и некоторые	2	1
621	на которой	1	1
622	всякий человек	1	1
623	оно принимает	1	1
624	но это	2	1
625	только еще	1	1
626	но для	1	1
627	понятия и	1	1
628	кроме того	1	1
629	можем составить	1	1
630	о мире	5	1
631	видят в	1	1
632	в наше	1	1
633	не является	3	1
634	его с	2	1
635	мира и	1	1
636	которой можно	1	1
637	это как	2	1
638	это уже	1	1
639	находит свое	1	1
640	бы в	5	1
641	это позволяет	1	1
642	тем более	1	1
643	важное значение	1	1
644	ибо в	1	1
645	но зато	1	1
646	превратился в	1	1
647	все они	4	1
648	на более	1	1
649	определенный тон	1	1
650	же в	1	1
651	в связь	1	1
652	с людьми	1	1
653	лишь по	1	1
654	впервые в	1	1
655	совершенно не	1	1
656	жизни а	1	1
657	всю землю	1	1
658	в свое	2	1
659	есть то	1	1
660	человека является	1	1
661	к этой	2	1
662	в своих	4	1
663	они не	2	1
