N	2gram	Bakhtin_Fr_1	Vladivir
1	и в	65	30
2	в году	6	24
3	в этом	15	20
4	то что	3	20
5	у него	1	19
6	и не	22	18
7	в том	16	18
8	указ соч	1	16
9	и с	3	14
10	что он	3	13
11	в конце	1	13
12	не только	10	12
13	том что	6	12
14	что в	3	12
15	как мы	6	11
16	в его	9	11
17	сказать что	6	11
18	и вообще	3	10
19	не было	1	10
20	и даже	8	10
21	все же	6	9
22	кроме того	2	9
23	было бы	1	9
24	не в	4	9
25	в то	1	9
26	не может	3	9
27	для него	5	9
28	потому что	5	9
29	в своем	8	8
30	но в	14	8
31	связи с	4	8
32	но и	10	8
33	в связи	1	8
34	до конца	2	7
35	то есть	45	7
36	которую он	1	7
37	точки зрения	7	7
38	никогда не	6	7
39	не менее	1	7
40	может быть	6	7
41	а не	1	7
42	как это	1	7
43	между прочим	2	7
44	для нас	4	7
45	и все	5	7
46	он был	2	6
47	хотя и	2	6
48	и к	4	6
49	в себе	3	6
50	об этом	1	6
51	и его	10	6
52	у нас	1	6
53	его жизни	1	6
54	всякого рода	1	6
55	только в	7	6
56	всяком случае	1	6
57	еще и	5	6
58	прежде всего	11	6
59	о чем	1	6
60	к этому	1	6
61	жизни и	7	6
62	во всяком	1	6
63	с этим	1	5
64	все эти	10	5
65	при этом	6	5
66	как и	5	5
67	в своей	5	5
68	по себе	1	5
69	так как	6	5
70	в дальнейшем	8	5
71	так и	10	5
72	с ним	3	5
73	того что	2	5
74	в течение	1	5
75	как бы	22	5
76	в основном	2	5
77	все это	9	5
78	в результате	1	5
79	то же	1	4
80	и он	2	4
81	в ней	6	4
82	и на	11	4
83	время в	2	4
84	с его	5	4
85	отношение к	4	4
86	в которой	1	4
87	в целом	2	4
88	в этой	4	4
89	и если	1	4
90	на его	2	4
91	в нем	13	4
92	он не	2	4
93	его в	7	4
94	это было	2	4
95	несмотря на	2	4
96	в этих	2	4
97	разного рода	3	4
98	здесь не	1	4
99	можно сказать	2	4
100	о том	2	4
101	с которыми	1	4
102	конечно не	1	4
103	вовсе не	18	4
104	со стороны	1	4
105	именно в	1	4
106	в это	2	4
107	но это	3	4
108	в начале	1	4
109	и наконец	2	4
110	на этот	2	4
111	это время	2	4
112	можно говорить	3	3
113	отношения к	2	3
114	нам кажется	2	3
115	и больше	1	3
116	говоря о	1	3
117	был и	1	3
118	и вот	2	3
119	этого времени	1	3
120	именно к	1	3
121	во всех	9	3
122	но не	2	3
123	отличие от	5	3
124	его на	2	3
125	как в	5	3
126	что касается	1	3
127	и как	1	3
128	из этих	2	3
129	в очень	1	3
130	им в	1	3
131	всех этих	8	3
132	те же	1	3
133	в них	5	3
134	в отношении	6	3
135	с точки	3	3
136	не столько	1	3
137	в отличие	4	3
138	но он	1	3
139	не могли	1	3
140	вплоть до	1	3
141	только и	1	3
142	же время	1	3
143	в области	7	3
144	он называет	2	3
145	он и	3	3
146	где он	1	3
147	и это	2	3
148	что и	1	3
149	мы будем	3	3
150	никак нельзя	1	3
151	уже не	3	3
152	уже в	1	3
153	на этих	1	3
154	здесь мы	1	3
155	даже и	3	3
156	дело в	2	3
157	наконец в	1	3
158	под влиянием	1	3
159	нет ничего	3	3
160	да и	2	3
161	под названием	1	3
162	и для	2	3
163	уже на	1	3
164	еще более	5	3
165	хотя бы	1	3
166	в таком	2	3
167	это в	4	3
168	и особенно	2	3
169	не имел	1	2
170	этого последнего	1	2
171	в чисто	2	2
172	и до	4	2
173	мы уже	12	2
174	от всякой	1	2
175	еще на	1	2
176	на первом	1	2
177	который был	2	2
178	не вполне	2	2
179	по своему	8	2
180	в общем	4	2
181	как к	1	2
182	есть его	1	2
183	в самом	4	2
184	в последнее	1	2
185	но его	1	2
186	во многих	2	2
187	как он	1	2
188	на то	1	2
189	не могла	1	2
190	мысли и	4	2
191	же это	1	2
192	и сам	1	2
193	и по	2	2
194	на этом	1	2
195	но дело	1	2
196	но все	3	2
197	в работе	1	2
198	и может	1	2
199	на все	2	2
200	это не	3	2
201	а за	1	2
202	мы не	1	2
203	еще в	1	2
204	на первый	1	2
205	и при	1	2
206	ли он	1	2
207	в их	4	2
208	он дает	3	2
209	жизни с	1	2
210	их в	2	2
211	ним в	1	2
212	даже в	3	2
213	и очень	2	2
214	раз и	2	2
215	увидел и	1	2
216	с которой	1	2
217	она не	1	2
218	на котором	3	2
219	в самых	1	2
220	того чтобы	1	2
221	всего на	2	2
222	не о	1	2
223	всей жизни	1	2
224	начиная с	2	2
225	которое в	2	2
226	и часто	2	2
227	к тому	2	2
228	в настоящее	1	2
229	дальнейшем мы	1	2
230	в виду	3	2
231	людей в	1	2
232	без всякого	1	2
233	последнее время	1	2
234	не мир	1	2
235	ничего не	3	2
236	первый план	1	2
237	о нем	3	2
238	настоящее время	1	2
239	второй половине	2	2
240	в чем	2	2
241	в сущности	16	2
242	и во	3	2
243	нас в	1	2
244	к нему	3	2
245	которой мы	1	2
246	и всякая	1	2
247	и она	1	2
248	и всего	1	2
249	на другие	1	2
250	года то	1	2
251	от нас	1	2
252	его и	1	2
253	ни с	2	2
254	друг друга	3	2
255	но уже	1	2
256	ее на	1	2
257	для того	1	2
258	здесь в	8	2
259	и прежде	3	2
260	во второй	2	2
261	бытия в	1	2
262	что не	2	2
263	был в	1	2
264	стремится к	1	2
265	не на	1	2
266	было для	1	2
267	уже давно	1	2
268	в частности	5	2
269	она жила	1	2
270	эта идея	1	2
271	и потому	10	2
272	наряду с	2	2
273	в той	5	2
274	можно было	1	2
275	даже больше	1	2
276	в более	3	2
277	и от	2	2
278	же в	2	2
279	жизни в	5	2
280	с ней	1	2
281	есть и	1	2
282	же и	1	2
283	в своих	5	2
284	от этой	1	1
285	истории то	1	1
286	одним из	2	1
287	например в	2	1
288	так резко	1	1
289	в этот	1	1
290	в тех	3	1
291	а из	1	1
292	и др	24	1
293	тех же	1	1
294	так у	1	1
295	раньше в	1	1
296	несколько позже	1	1
297	между двумя	1	1
298	конечно с	1	1
299	он требует	2	1
300	по преимуществу	1	1
301	моменты его	1	1
302	смерть в	2	1
303	он всегда	1	1
304	собственном смысле	1	1
305	действительности и	1	1
306	жизни здесь	3	1
307	по его	3	1
308	понимает он	1	1
309	этого нет	1	1
310	часто оказывается	1	1
311	говорить о	1	1
312	и поучительным	1	1
313	жизни как	3	1
314	представление о	1	1
315	и ни	3	1
316	начала в	4	1
317	мы здесь	2	1
318	литературы и	5	1
319	ничего страшного	1	1
320	в которых	1	1
321	суждение о	1	1
322	огромное и	1	1
323	чуть ли	1	1
324	самом деле	3	1
325	уже вне	1	1
326	но как	3	1
327	менее всего	3	1
328	не просто	3	1
329	нет и	2	1
330	до наших	1	1
331	конечно совершенно	1	1
332	в произведениях	1	1
333	о необходимости	2	1
334	чем же	1	1
335	так называемая	1	1
336	чем мы	1	1
337	церкви с	1	1
338	как нам	1	1
339	как уже	1	1
340	что по	1	1
341	его к	2	1
342	самом начале	1	1
343	эта тоже	1	1
344	в противоположность	2	1
345	и свою	1	1
346	как результат	1	1
347	всегда был	1	1
348	лежит на	1	1
349	не получил	2	1
350	сделал для	1	1
351	самых серьезных	1	1
352	он в	1	1
353	без учета	1	1
354	в нашем	1	1
355	близости к	1	1
356	далекой от	1	1
357	времени не	1	1
358	тому же	1	1
359	были связаны	4	1
360	так сказать	4	1
361	в свет	1	1
362	главным образом	6	1
363	они в	2	1
364	и еще	4	1
365	xix века	5	1
366	в тот	1	1
367	не к	2	1
368	жизнью и	1	1
369	мир как	1	1
370	свое время	2	1
371	его от	2	1
372	так например	2	1
373	конца и	1	1
374	последнее слово	1	1
375	это конечно	1	1
376	что все	1	1
377	связанных с	1	1
378	них не	1	1
379	лишь в	1	1
380	и иногда	1	1
381	а как	1	1
382	всех народов	1	1
383	в свое	2	1
384	новой жизни	1	1
385	в свой	2	1
386	по мысли	1	1
387	ведь в	1	1
388	остановиться на	1	1
389	в жизни	4	1
390	так называемого	1	1
391	жила в	1	1
392	могилу и	1	1
393	далеко не	3	1
394	в общей	1	1
395	для своего	2	1
396	мы имеем	1	1
397	еще можно	1	1
398	литературе так	2	1
399	еще к	1	1
400	друга в	1	1
401	оно имеет	1	1
402	со времени	1	1
403	такой же	1	1
404	не понимает	4	1
405	можно только	4	1
406	во время	4	1
407	отрыве от	3	1
408	эта была	2	1
409	от своего	2	1
410	можно найти	1	1
411	к истории	1	1
412	и без	2	1
413	это делает	1	1
414	просто в	1	1
415	место в	1	1
416	своего рода	1	1
417	смысле а	1	1
418	дает в	3	1
419	мир и	3	1
420	но эта	2	1
421	может вызвать	1	1
422	которые в	1	1
423	нам в	1	1
424	далека от	1	1
425	без всяких	1	1
426	есть еще	1	1
427	уже сказали	3	1
428	называет его	2	1
429	сам он	1	1
430	назад к	1	1
431	при всех	2	1
432	на рубеже	1	1
433	но они	1	1
434	что с	1	1
435	страшного и	2	1
436	что такое	1	1
437	своего существования	1	1
438	на него	2	1
439	идеях и	1	1
440	не могло	1	1
441	следовательно и	1	1
442	в самой	3	1
443	и весь	1	1
444	соприкасаются с	1	1
445	этих двух	2	1
446	во всем	2	1
447	здесь же	1	1
448	каким оно	1	1
449	на церковные	1	1
450	ему не	1	1
451	и здесь	3	1
452	ли не	1	1
453	понимает и	1	1
454	содержание их	1	1
455	например на	1	1
456	отличались от	1	1
457	здесь еще	2	1
458	этой своей	1	1
459	и которая	1	1
460	своего развития	1	1
461	у себя	1	1
