N	2gram	Potebnia_M_3	slovoVRo
1	и в	30	41
2	в нем	9	30
3	и т	5	28
4	то есть	34	26
5	т п	2	23
6	могут быть	3	19
7	во всех	1	17
8	не только	21	16
9	и не	15	16
10	точки зрения	2	16
11	языка в	5	16
12	но и	19	16
13	а не	15	15
14	то же	23	14
15	и на	3	14
16	в то	10	14
17	и его	4	14
18	может быть	28	14
19	не может	6	14
20	слова и	5	13
21	в сущности	1	13
22	в его	4	13
23	в этом	10	12
24	же время	5	12
25	языка и	2	12
26	как бы	3	12
27	так и	11	11
28	слово в	4	10
29	себя в	1	9
30	все эти	1	9
31	таким образом	14	9
32	языков и	1	9
33	как в	10	8
34	но в	1	8
35	на его	2	8
36	в предмете	1	8
37	с точки	1	8
38	как мы	7	8
39	или в	3	8
40	слова в	7	8
41	прежде всего	3	8
42	отношение к	2	7
43	все же	2	7
44	в слове	32	7
45	в своей	2	7
46	не в	15	7
47	вовсе не	7	7
48	с ним	6	7
49	и следовательно	3	7
50	в поэтическом	2	7
51	во всяком	1	7
52	того же	1	6
53	при этом	3	6
54	это не	1	6
55	в них	5	6
56	к своему	2	6
57	оно не	4	6
58	только в	21	6
59	и даже	2	6
60	по своим	1	6
61	а в	12	6
62	отношении к	2	6
63	в самом	8	5
64	так сказать	2	5
65	т д	3	5
66	с другими	5	5
67	далеко не	4	5
68	все это	4	5
69	не на	1	5
70	в языке	7	5
71	к нему	3	5
72	слово как	5	5
73	как его	1	5
74	точек зрения	1	5
75	с другой	7	5
76	и непосредственно	1	5
77	романа и	1	5
78	одним из	1	4
79	по преимуществу	1	4
80	поэзии и	1	4
81	на мир	2	4
82	в ней	8	4
83	еще не	5	4
84	с его	1	4
85	за пределы	2	4
86	перед нами	2	4
87	и наконец	2	4
88	в которой	3	4
89	но именно	1	4
90	не как	2	4
91	в каждом	3	4
92	и с	2	4
93	лишь в	1	4
94	входит в	2	4
95	языка но	1	4
96	как и	10	4
97	в их	2	4
98	речи в	1	4
99	том же	2	4
100	в процессе	1	4
101	на предмет	2	4
102	ничего не	1	4
103	все его	1	4
104	язык в	1	4
105	один из	4	4
106	с одной	7	4
107	одной стороны	3	4
108	и все	3	4
109	там где	3	4
110	и потому	4	4
111	и от	4	4
112	в смысле	4	4
113	другой стороны	4	4
114	в первом	3	3
115	единство и	2	3
116	следовательно в	1	3
117	же слово	2	3
118	данном случае	1	3
119	своем языке	2	3
120	в своем	5	3
121	более или	3	3
122	из этих	9	3
123	все слова	1	3
124	в себе	16	3
125	в поэзии	1	3
126	как оно	1	3
127	и может	3	3
128	его в	3	3
129	было бы	9	3
130	он не	4	3
131	от языка	1	3
132	или менее	3	3
133	в понимании	1	3
134	и ее	1	3
135	всей вероятности	1	3
136	от его	1	3
137	которые в	1	3
138	не должно	1	3
139	она не	2	3
140	не могло	1	3
141	следовательно и	1	3
142	в разных	2	3
143	и здесь	1	3
144	не могут	5	3
145	поэтическом произведении	1	3
146	в других	2	3
147	к тому	7	3
148	своего языка	1	3
149	смысле в	2	3
150	самого предмета	1	3
151	образом в	3	3
152	но здесь	1	3
153	формы и	1	3
154	о том	2	3
155	те или	1	3
156	того что	18	3
157	в том	32	3
158	словом и	5	3
159	бы ни	3	3
160	конечно не	1	3
161	и чисто	1	3
162	из них	6	3
163	его и	1	3
164	для него	9	3
165	так как	13	3
166	друг друга	3	3
167	у него	2	3
168	именно в	3	3
169	в свою	3	3
170	по всей	1	3
171	не было	4	3
172	в истории	1	3
173	но оно	6	3
174	речь но	1	3
175	не были	2	3
176	с этим	6	3
177	в данном	1	3
178	и следует	2	3
179	и там	1	3
180	есть как	1	3
181	с этой	2	3
182	вне себя	2	3
183	в результате	1	3
184	в большей	2	3
185	одной из	2	3
186	с ними	1	3
187	в свое	2	3
188	но эти	1	3
189	которая не	2	3
190	а между	2	2
191	например в	6	2
192	на самом	1	2
193	к своей	1	2
194	то в	1	2
195	в котором	4	2
196	оно было	1	2
197	мы уже	2	2
198	той же	2	2
199	а как	2	2
200	мы не	9	2
201	из своих	1	2
202	время как	1	2
203	взаимного понимания	1	2
204	и заставляет	1	2
205	его словесного	1	2
206	слово не	5	2
207	свою очередь	3	2
208	и то	8	2
209	в сочетании	1	2
210	столь же	4	2
211	по своему	2	2
212	одним словом	2	2
213	в ее	2	2
214	он может	1	2
215	но не	7	2
216	что они	2	2
217	сих пор	3	2
218	хотя и	1	2
219	от этого	2	2
220	сливается с	2	2
221	в целом	3	2
222	есть для	5	2
223	не могла	2	2
224	время и	2	2
225	перестает быть	4	2
226	как увидим	1	2
227	и по	4	2
228	одно и	5	2
229	те же	6	2
230	на ту	1	2
231	на все	2	2
232	его слово	1	2
233	нисколько не	1	2
234	был бы	2	2
235	том что	18	2
236	в эту	1	2
237	в этих	1	2
238	самого поэта	1	2
239	и той	2	2
240	но он	1	2
241	друг другу	1	2
242	без всяких	1	2
243	уже сказали	1	2
244	где нет	1	2
245	зрения и	2	2
246	даже в	2	2
247	остановимся на	1	2
248	тому что	3	2
249	ничего нового	1	2
250	и проч	16	2
251	или вовсе	3	2
252	из него	2	2
253	все свои	1	2
254	на язык	1	2
255	такая же	2	2
256	для нас	20	2
