N	3gram	Vygotskiy__7	Komedia
1	в том что	13	9
2	в то время	2	5
3	с другой стороны	1	5
4	том что он	2	4
5	то время как	2	4
6	в конце концов	1	4
7	в то же	1	4
8	по отношению к	5	3
9	в этом отношении	3	3
10	после того как	1	3
11	с одной стороны	5	3
12	едва ли не	2	3
13	о том что	4	3
14	то же самое	5	2
15	в первую очередь	1	2
16	до сих пор	3	2
17	как и в	3	2
18	во всяком случае	1	2
19	и таким образом	1	2
20	на то что	4	2
21	таким образом в	2	2
22	к этому же	1	1
23	том что в	2	1
24	что иное как	1	1
25	в силу этого	1	1
26	повторяют друг друга	1	1
27	но и не	3	1
28	состоит в том	3	1
29	подобно тому как	1	1
30	в том числе	1	1
31	в соответствии с	1	1
32	в том же	1	1
33	же как и	2	1
34	с этой точки	4	1
35	следовательно и в	1	1
36	в зависимости от	1	1
37	вместе с тем	4	1
38	в обоих случаях	1	1
39	мы не только	1	1
40	сам по себе	1	1
41	можно было бы	1	1
42	в этот период	2	1
43	что все это	1	1
44	и в конце	2	1
45	в самом начале	3	1
46	так же как	7	1
47	представление о том	2	1
48	хотел сказать и	1	1
49	в этой области	1	1
50	в данном случае	5	1
51	этим объясняется и	1	1
52	не только в	1	1
53	сделать вывод что	2	1
54	в высшей степени	1	1
55	смысле этого слова	3	1
56	в той же	2	1
57	но при этом	1	1
58	в отличие от	2	1
59	в одном случае	1	1
60	том что они	2	1
61	о которых мы	2	1
62	ни у одного	1	1
63	потому что они	1	1
64	этой точки зрения	4	1
65	по тем же	1	1
66	что он не	1	1
67	что у него	1	1
68	с самого начала	7	1
69	не что иное	1	1
70	что хотел сказать	1	1
71	может и не	1	1
72	по аналогии с	1	1
73	друг от друга	2	1
74	в большинстве случаев	2	1
75	как мы уже	1	1
76	к тому что	6	1
77	тем не менее	3	1
78	как мы видели	3	1
79	этого слова с	1	1
80	для того чтобы	18	1
