N	2gram	Bakhtin_Pr_2	Istorich
1	и в	45	28
2	может быть	18	25
3	а не	10	15
4	не может	24	15
5	никогда не	17	14
6	мы имеем	2	13
7	мы должны	4	13
8	то же	5	12
9	не только	16	12
10	что в	6	12
11	мы видим	2	11
12	только в	9	11
13	мы не	1	10
14	все же	4	10
15	и что	2	10
16	что он	7	10
17	но и	15	10
18	прежде всего	11	10
19	что герой	1	9
20	не в	8	9
21	так и	3	9
22	о том	3	9
23	то что	5	9
24	видим что	1	9
25	в том	8	9
26	и не	42	9
27	в этом	20	8
28	но в	6	8
29	таким образом	11	8
30	не всегда	1	8
31	если бы	2	8
32	в лесу	1	8
33	в ней	7	7
34	здесь мы	1	7
35	это не	3	7
36	еще не	9	7
37	и здесь	2	7
38	этот вопрос	4	7
39	и др	4	7
40	что мы	1	7
41	так же	5	7
42	том что	7	7
43	было бы	4	7
44	в этих	4	7
45	а в	3	7
46	в этой	1	6
47	ни один	3	6
48	его в	3	6
49	так например	1	6
50	тем не	1	6
51	не менее	2	6
52	к тому	1	6
53	что и	5	6
54	так как	5	6
55	с другой	1	6
56	вместе с	1	6
57	например в	2	5
58	должна быть	3	5
59	мы будем	1	5
60	что они	3	5
61	в своем	5	5
62	более или	1	5
63	что она	4	5
64	по существу	1	5
65	их в	7	5
66	или менее	1	5
67	на основе	2	5
68	в дальнейшем	2	5
69	можно было	2	5
70	в его	22	5
71	но не	6	5
72	в одном	6	5
73	до сих	2	5
74	на более	1	5
75	сих пор	2	5
76	или в	2	5
77	не знает	4	5
78	сказать что	5	5
79	другой стороны	1	5
80	героя в	5	5
81	ее в	2	5
82	и даже	3	4
83	и для	2	4
84	и на	7	4
85	между собой	1	4
86	не все	1	4
87	с этим	1	4
88	все эти	4	4
89	на то	2	4
90	но все	4	4
91	об этом	3	4
92	и с	7	4
93	как и	14	4
94	даже в	6	4
95	на него	2	4
96	в основе	2	4
97	находится в	2	4
98	связи с	1	4
99	должны быть	1	4
100	здесь не	2	4
101	в пределах	4	4
102	так в	1	4
103	другими словами	2	4
104	того что	3	4
105	с одной	1	4
106	потому что	8	4
107	так что	2	4
108	в большинстве	2	4
109	большинстве случаев	2	4
110	к ним	3	4
111	а именно	3	4
112	и пр	2	4
113	превращается в	4	4
114	один из	2	4
115	связь с	2	4
116	в иной	1	4
117	могут быть	4	4
118	там где	6	4
119	друг с	2	4
120	как будто	1	4
121	все это	5	4
122	хотя бы	5	4
123	но это	2	4
124	но оно	1	4
125	и другие	4	4
126	они не	2	4
127	по отдельным	1	3
128	и должен	1	3
129	время как	1	3
130	я не	6	3
131	не совсем	2	3
132	не знают	2	3
133	и он	3	3
134	по отношению	8	3
135	перед нами	4	3
136	точку зрения	5	3
137	при этом	2	3
138	не как	6	3
139	и по	2	3
140	на этом	1	3
141	это конечно	1	3
142	же не	1	3
143	в другом	1	3
144	из них	9	3
145	не с	1	3
146	этот материал	1	3
147	почти не	1	3
148	в котором	7	3
149	в их	4	3
150	и эти	1	3
151	это дело	1	3
152	бы быть	2	3
153	по себе	8	3
