N	2gram	Voloshinov_1	StatiiOP
1	и в	13	29
2	в том	2	27
3	том что	2	27
4	в этом	2	21
5	но и	3	19
6	что в	3	19
7	не только	6	19
8	в его	7	13
9	что он	1	13
10	то что	6	11
11	в которой	3	11
12	все это	4	11
13	таким образом	6	10
14	к тому	2	10
15	так и	3	9
16	потому что	1	9
17	и не	8	9
18	этом отношении	1	9
19	в своем	1	9
20	по поводу	1	8
21	но в	4	8
22	и пр	7	8
23	в своей	4	7
24	вместе с	1	7
25	для того	1	7
26	не столько	3	7
27	того как	1	7
28	тому что	1	7
29	в самом	2	7
30	в ней	2	7
31	в г	2	7
32	в виду	1	7
33	одним из	1	6
34	все же	5	6
35	вопрос о	1	6
36	вовсе не	2	6
37	об этом	1	6
38	в одном	3	6
39	и его	12	6
40	в течение	2	6
41	и что	1	6
42	того чтобы	1	6
43	прежде всего	9	5
44	точки зрения	7	5
45	между тем	2	5
46	г в	3	5
47	своего рода	2	5
48	в языке	2	5
49	а не	2	5
50	было бы	4	5
51	как бы	6	5
52	в другом	2	4
53	связи с	1	4
54	в нем	2	4
55	не в	3	4
56	разумеется что	2	4
57	для него	2	4
58	и к	2	4
59	до того	1	4
60	и о	1	4
61	внимание на	1	4
62	своего времени	1	4
63	не приходится	1	4
64	к этому	1	4
65	с другой	2	4
66	а как	2	4
67	не мог	2	3
68	в полном	2	3
69	и здесь	1	3
70	в предисловии	1	3
71	так же	2	3
72	это слово	1	3
73	еще и	4	3
74	не было	1	3
75	не менее	2	3
76	наконец в	2	3
77	хотя бы	5	3
78	что эта	2	3
79	по себе	1	3
80	в их	3	3
81	и он	1	3
82	в образе	1	3
83	но не	1	3
84	одной из	1	3
85	например в	1	3
86	иметь в	1	3
87	должно было	1	3
88	в начале	1	3
89	кажется что	2	3
90	на самом	1	3
91	отношений между	2	3
92	никогда не	3	3
93	которой является	2	3
94	как в	2	3
95	другое дело	1	3
96	с этим	3	3
97	тем что	2	3
98	другой стороны	2	3
99	вряд ли	3	3
100	из нее	1	3
101	же как	1	3
102	и именно	1	3
103	до конца	1	3
104	в общем	2	3
105	с самого	2	3
106	самом деле	3	3
107	которые не	1	3
108	на себя	1	3
109	не является	4	3
110	самого начала	2	3
111	но это	1	3
112	все эти	2	2
113	о которых	1	2
114	поэтического языка	2	2
115	борьба с	1	2
116	в значительной	1	2
117	как и	3	2
118	на всем	1	2
119	того же	1	2
120	что они	2	2
121	и который	1	2
122	не может	8	2
123	образом не	1	2
124	связь с	1	2
125	в себе	3	2
126	на то	1	2
127	к истории	1	2
128	только о	1	2
129	в тех	2	2
130	в конце	1	2
131	в области	2	2
132	как это	1	2
133	в то	1	2
134	если не	1	2
135	нет никакого	1	2
136	эти слова	1	2
137	его в	1	2
138	где нет	1	2
139	литературного языка	2	2
140	собою разумеется	1	2
141	там где	2	2
142	в ее	3	2
143	с этой	2	2
144	письма к	1	2
145	свое мнение	1	2
146	конечно в	2	2
147	в чисто	1	2
148	особенно в	1	2
149	то же	4	2
150	с точки	5	2
151	не имеет	2	2
152	в некоторых	1	2
153	в статье	1	2
154	они не	1	2
155	отличие от	1	2
156	ее в	2	2
157	выражение в	1	2
158	что такое	1	2
159	времени не	1	2
160	не на	2	2
161	в одной	1	2
162	которую он	1	2
163	в отношении	2	2
164	только с	1	2
165	и самый	1	2
166	предисловии к	1	2
167	не нашел	1	2
168	и это	1	2
169	другом месте	1	2
170	к сожалению	2	2
171	в истории	1	2
172	на первом	1	2
173	такого рода	1	2
174	нет и	1	2
175	тем не	1	2
176	только в	6	2
177	поэт не	1	2
178	или менее	1	2
179	если бы	2	2
180	только что	1	2
181	более или	1	2
182	в них	2	2
183	в особенности	1	2
184	для своей	1	2
185	только потому	1	2
186	в этой	1	2
187	при этом	2	2
188	только к	1	2
189	в отличие	1	2
190	в процессе	5	2
191	как известно	1	2
192	языка в	1	2
193	как мог	1	2
194	несмотря на	2	2
195	истории и	1	2
196	с его	1	2
197	в которую	2	2
198	также и	1	2
199	отметить что	1	2
200	а также	2	2
201	может быть	8	2
202	сказать что	1	2
203	и др	2	2
204	и речи	1	2
205	властью и	1	2
206	так как	3	2
207	этот вопрос	1	2
208	и как	1	2
209	само собою	1	2
210	еще в	2	2
211	и более	1	2
212	в данном	2	2
213	в борьбе	1	1
214	этой системы	1	1
215	каждое слово	2	1
216	бы в	2	1
217	к которому	1	1
218	еще не	1	1
219	одно и	3	1
220	свою историческую	1	1
221	же время	1	1
222	данном случае	2	1
223	в связи	2	1
224	должны быть	1	1
225	то не	1	1
226	говорить о	3	1
227	ни была	1	1
228	или в	1	1
229	в двух	4	1
230	на том	1	1
231	но для	3	1
232	слову в	1	1
233	вопрос в	1	1
234	этого процесса	1	1
235	напр у	1	1
236	и для	3	1
237	входя в	1	1
238	в поэзии	5	1
239	себе в	1	1
240	событий и	1	1
241	для них	1	1
242	и их	7	1
243	только на	1	1
244	и вполне	1	1
245	и тот	1	1
246	и все	3	1
247	в несколько	1	1
248	и вместе	1	1
249	бы что	1	1
250	на эту	1	1
251	два направления	1	1
252	отношениями между	1	1
253	этого произведения	1	1
254	на материале	1	1
255	из того	1	1
256	те или	1	1
257	в условиях	1	1
258	мы не	4	1
259	в понимании	1	1
260	уже на	1	1
261	от него	1	1
262	борьбе с	1	1
263	а на	1	1
264	о возможности	1	1
265	вплоть до	1	1
266	вследствие этого	1	1
267	так в	1	1
268	что к	1	1
269	была создана	1	1
270	а в	2	1
271	сказался в	1	1
272	под заглавием	1	1
273	языке но	1	1
274	в стихотворной	1	1
275	совсем не	1	1
276	не хотят	1	1
277	нуждается в	2	1
278	что же	3	1
279	речи не	2	1
280	или же	1	1
281	языка как	3	1
282	воплощенной в	1	1
283	этого элемента	1	1
284	отношение к	1	1
285	особенностей в	2	1
286	что касается	1	1
287	быть не	1	1
288	связанное с	1	1
289	что слово	1	1
290	здесь нет	1	1
291	связанных с	2	1
292	говорил не	1	1
293	но если	1	1
294	речь может	1	1
295	против такого	2	1
296	и сами	1	1
297	тот же	2	1
298	найти в	1	1
299	и то	3	1
300	похожим на	3	1
301	статье о	1	1
302	для понимания	1	1
303	отметить еще	1	1
304	данной статьи	1	1
305	мысли в	1	1
306	на все	1	1
307	по отношению	3	1
308	выйти за	1	1
309	виду что	1	1
310	речь в	1	1
311	же только	1	1
312	в совершенно	1	1
313	что язык	1	1
314	и всякого	1	1
315	но одно	2	1
316	все время	1	1
317	это и	1	1
318	не создает	1	1
319	значения как	1	1
320	общего с	3	1
321	утверждая что	1	1
322	не имеют	1	1
323	к новым	1	1
324	заключается в	1	1
325	смысле слова	2	1
326	в чем	2	1
327	до его	1	1
328	остановиться на	1	1
329	ни о	1	1
330	зависимости от	2	1
331	да и	3	1
332	один из	1	1
333	что до	1	1
334	форме в	1	1
335	упреков в	1	1
336	и характер	1	1
337	но столь	1	1
338	нужно отметить	2	1
339	в контексте	1	1
340	от своего	2	1
341	такого понимания	1	1
342	в выборе	4	1
343	к тем	1	1
344	нуждаются в	1	1
345	ничего общего	3	1
346	в последнем	1	1
347	уже в	2	1
348	едва ли	1	1
349	зависимость от	1	1
350	что при	1	1
351	которого является	1	1
352	в основе	1	1
353	и свободной	1	1
354	тут же	1	1
355	ту же	1	1
356	в каждом	4	1
357	в книге	2	1
358	в живом	1	1
359	нужно сказать	1	1
360	с ними	2	1
361	в выражении	1	1
362	одна из	1	1
363	и тем	2	1
364	который в	1	1
365	особенностей и	1	1
366	для осуществления	1	1
367	в зависимости	2	1
368	одно дело	1	1
369	не вполне	1	1
370	к другому	1	1
371	не существует	1	1
372	в руках	2	1
373	пределах данной	2	1
374	поэта это	1	1
375	чем же	2	1
376	в материал	2	1
377	такой же	1	1
378	пути к	2	1
379	себя и	1	1
380	мы можем	4	1
381	и если	1	1
382	однако если	1	1
383	этого термина	1	1
384	не совсем	1	1
385	представление о	1	1
386	о языке	2	1
387	на этом	1	1
388	в эпоху	1	1
389	роль в	2	1
390	еще одно	1	1
391	не как	3	1
392	предположение о	1	1
393	в своих	2	1
394	те же	2	1
395	в ряду	1	1
396	в каждой	1	1
397	одно из	1	1
398	поэта как	1	1
399	столь же	1	1
400	стилистического анализа	1	1
401	но что	1	1
402	случае и	2	1
403	уже к	1	1
404	с их	1	1
405	полностью в	1	1
406	и до	1	1
407	произведения но	2	1
408	разговорного языка	1	1
409	но вообще	1	1
410	из наиболее	1	1
411	внимания к	1	1
412	что она	1	1
413	в век	1	1
414	понимании этого	1	1
415	которых он	1	1
416	и уже	3	1
417	на который	1	1
418	его за	1	1
419	важна не	1	1
420	не зная	1	1
421	за пределы	3	1
422	конечно не	1	1
423	представляет собою	1	1
424	пр на	1	1
425	отношению к	3	1
426	в пределах	3	1
427	xvii века	1	1
428	можно было	1	1
429	не могу	1	1
430	тех пор	4	1
431	материала в	4	1
432	к одному	3	1
433	он и	1	1
