N	2gram	Medvedev_V_1	Istorich
1	и в	26	22
2	мы имеем	3	19
3	в этом	26	17
4	и т	23	16
5	т е	18	16
6	т д	14	15
7	что в	10	15
8	не только	25	14
9	мы видели	3	13
10	но и	10	12
11	и не	19	12
12	в этих	1	11
13	может быть	22	11
14	или в	3	11
15	но в	2	10
16	таким образом	31	10
17	еще не	2	10
18	в нем	6	9
19	что и	3	9
20	в том	15	9
21	что он	4	9
22	вместе с	7	9
23	как мы	1	8
24	мы видим	1	8
25	в большом	1	8
26	что они	3	8
27	с этим	3	8
28	том что	8	8
29	но не	2	7
30	то что	6	7
31	уже не	1	7
32	из них	9	7
33	с другой	11	7
34	другой стороны	8	7
35	к этому	9	7
36	то же	10	6
37	не вполне	2	6
38	не все	1	6
39	это не	7	6
40	в ином	1	6
41	здесь можно	1	6
42	во время	3	6
43	связи с	4	6
44	если бы	3	6
45	в них	4	6
46	друг друга	1	6
47	а не	7	6
48	в течение	2	6
49	а в	3	6
50	все же	5	5
51	он не	2	5
52	что она	2	5
53	в этой	4	5
54	не менее	2	5
55	могут быть	5	5
56	в свете	1	5
57	того что	3	5
58	один из	5	5
59	не противоречит	1	5
60	до сих	1	5
61	показывает что	1	5
62	в частности	11	5
63	есть и	1	5
64	сих пор	1	5
65	одним из	5	4
66	все эти	6	4
67	видели что	3	4
68	отношение к	1	4
69	не в	6	4
70	имеем в	1	4
71	на этом	1	4
72	не всегда	1	4
73	у нас	2	4
74	как это	12	4
75	но он	1	4
76	к ней	1	4
77	видим что	1	4
78	и его	6	4
79	тем что	1	4
80	что на	1	4
81	она не	3	4
82	в пределах	5	4
83	в дальнейшем	1	4
84	только в	7	4
85	его и	1	4
86	а именно	1	4
87	связано с	1	4
88	они не	2	4
89	в данном	1	4
90	для нас	1	4
91	в свою	1	4
92	не может	17	4
93	и другие	1	4
94	связана с	2	3
95	увидим ниже	1	3
96	их и	4	3
97	имеет свою	3	3
98	и ее	4	3
99	в чем	2	3
100	целый ряд	1	3
101	и как	3	3
102	и к	3	3
103	следующим образом	3	3
104	в целом	4	3
105	из этих	7	3
106	на его	1	3
107	их в	6	3
108	а затем	2	3
109	его в	3	3
110	было бы	7	3
111	приходит в	1	3
112	для них	1	3
113	далеко не	2	3
114	как и	7	3
115	такое толкование	1	3
116	одном из	3	3
117	и эти	1	3
118	можно ли	2	3
119	никогда не	4	3
120	потому что	1	3
121	очень часто	1	3
122	он и	2	3
123	к тому	4	3
124	что некоторые	1	3
125	они и	1	3
126	о том	10	3
127	но по	1	3
128	здесь не	1	3
129	данном случае	1	3
130	что у	2	3
131	этих материалов	1	3
132	этому же	1	3
133	от них	2	3
134	в его	14	3
135	с ними	4	3
136	и у	2	3
137	при помощи	3	3
138	прежде всего	13	3
139	у него	6	3
140	из приведенных	3	3
141	в связи	3	3
142	если это	1	3
143	так же	3	3
144	стороны и	2	3
