N	2gram	Potebnia_M_4	Myshleni
1	в развитии	1	28
2	то что	29	26
3	в этом	23	25
4	что он	4	25
5	потому что	33	21
6	таким образом	24	19
7	точки зрения	4	18
8	в том	23	18
9	не может	11	18
10	того чтобы	4	17
11	не только	10	16
12	и в	23	16
13	того что	14	16
14	так как	14	16
15	что в	17	16
16	том что	12	15
17	так же	4	15
18	для того	6	14
19	в сущности	2	13
20	в процессе	3	13
21	сказать что	8	13
22	вопрос о	2	12
23	по отношению	10	12
24	детской мысли	1	12
25	в области	2	12
26	и что	7	12
27	и не	18	12
28	отношению к	8	12
29	отношение к	2	11
30	что ребенок	1	11
31	родного языка	1	11
32	в его	5	11
33	развития и	2	11
34	но не	1	10
35	в силу	7	10
36	было бы	8	10
37	как мы	2	10
38	только в	15	10
39	а не	12	10
40	с точки	3	9
41	в отношении	1	9
42	может быть	26	9
43	то же	14	8
44	в известном	1	8
45	должно быть	5	8
46	как и	14	8
47	если бы	13	8
48	тем самым	4	8
49	о том	8	8
50	он не	2	8
51	как это	1	8
52	мы должны	2	8
53	того же	1	7
54	переход от	3	7
55	и есть	3	7
56	в нем	7	7
57	но он	1	7
58	по себе	11	7
59	так и	6	7
60	мы могли	2	7
61	если мы	2	7
62	и на	3	6
63	в мысли	3	6
64	могли бы	4	6
65	но в	8	6
66	в этой	1	6
67	состоит в	2	6
68	в другом	1	6
69	но если	1	6
70	не в	11	6
71	для развития	1	6
72	что все	4	6
73	языка и	3	6
74	и следовательно	3	6
75	этот вопрос	3	6
76	мы можем	10	6
77	у него	1	6
78	но и	11	6
79	в той	4	6
80	к тому	3	6
81	в сфере	1	5
82	в такой	1	5
83	должна быть	1	5
84	мы и	2	5
85	есть развитие	1	5
86	как в	7	5
87	в своем	8	5
88	в которой	6	5
89	научного понятия	1	5
90	своем развитии	2	5
91	на все	1	5
92	из нее	2	5
93	показывает что	1	5
94	тому что	2	5
95	мысли и	7	5
96	с ним	5	5
97	что с	1	5
98	самого начала	2	5
99	в то	4	5
100	тогда когда	8	5
101	того как	6	5
102	никогда не	3	5
103	ничего не	1	5
104	этом отношении	1	5
105	ребенок в	1	5
106	с самого	1	5
107	можно было	2	5
108	на вопрос	4	5
109	но мы	2	5
110	можно сказать	4	5
111	заключается в	1	5
112	обе эти	1	5
113	тот же	2	5
114	хотя бы	4	5
115	между обоими	1	5
116	для него	5	5
117	тем что	10	5
118	как бы	5	5
119	это значит	1	5
120	еще более	2	5
121	только что	3	5
122	не знает	1	5
123	и то	5	4
124	уже по	2	4
125	той же	3	4
126	что между	3	4
127	что если	6	4
128	ответить на	3	4
129	оба эти	1	4
130	мысль что	3	4
131	не то	5	4
132	друг от	1	4
133	за пределы	1	4
134	в самом	3	4
135	все эти	3	4
136	вообще не	1	4
137	при этом	15	4
138	подобно тому	2	4
139	и по	3	4
140	мы его	3	4
141	это не	7	4
142	стоит в	1	4
143	тому чтобы	1	4
144	и другое	2	4
145	мысли в	2	4
146	не имеет	5	4
147	в самых	1	4
148	казалось бы	1	4
149	могут быть	7	4
150	же самое	4	4
151	не есть	9	4
152	от друга	1	4
153	в пределах	1	4
154	еще не	3	4
